"","baseMean","log2FoldChange","lfcSE","pvalue","padj","1_C1P_S1","10_S2_Diff_S10","11_F8P_Diff_S11","12_S3_Diff_S12","2_S1_S2","3_F6_S3","4_S2_S4","5_F8P_S5","6_S3_S6","7_C1P_Diff_S7","8_S1_Diff_S8","9_F6_Diff_S9"
"Pcmtd1",6450.7152506731,-0.801889062578932,0.379774513025439,0.00094980984152951,0.00846432748280166,8519,2613,5473,3333,8201,8098,8756,13495,7708,1994,2486,6163
"Rrs1",32996.7181539723,-0.351367768616473,0.151498755034816,0.00621729301705803,0.0355523363170684,35156,23352,33975,36554,34076,33074,37356,52187,30135,31079,25610,28382
"Adhfe1",160.2372177005,0.505747461989076,0.285159052644967,0.00773948811593512,0.0419135656774389,78,148,260,297,108,115,84,167,112,180,234,203
"2610203C22Rik",789.56640174155,-0.702106450720969,0.14714095705765,4.9475325170287e-08,2.05029267489278e-06,974,438,572,662,875,1024,965,1301,729,718,502,791
"Mybl1",11140.138565218,-0.866922776356453,0.35880914362512,0.000345168118353273,0.00378547608459717,14123,5897,7795,7211,16762,13566,16028,16728,13797,3269,7109,9328
"Cspp1",4395.12483089466,-0.940132226517478,0.318335525803259,5.7664991414735e-05,0.00088714395082581,5776,2190,3408,2994,5819,5169,5691,8792,5154,1797,1926,3777
"Arfgef1",31571.9718464498,-0.585363830317927,0.271725903228827,0.00201300831256878,0.0150698933617475,36474,19297,27489,27976,41766,33466,42514,52548,35761,15771,16513,28231
"Ncoa2",22341.8991215682,-0.422134995264593,0.143877320594925,0.000643689817806228,0.00621147344205191,23942,14774,17284,23613,25786,26370,27224,29176,22124,19741,16435,23380
"Rdh10",3395.28983653148,-0.267792075498047,0.108469912722956,0.00708611198025232,0.039278002144835,3515,2358,2915,4139,3931,3210,4140,4219,3484,3476,2675,3146
"Eloc",20446.117867439,-0.4009384570239,0.192946910204146,0.00782995684093012,0.0422424101071038,25559,13149,19078,18735,24159,21118,25867,27752,21501,14598,13233,20338
"Gsta3",1018.57024158454,1.74009262044813,0.257397289430282,2.45154593570986e-13,2.77872793112973e-11,593,936,1935,1500,413,579,394,467,246,1838,1036,2797
"Lmbrd1",9108.15391539094,0.245090969575845,0.0910670589036512,0.00422734429006224,0.0264290943405829,7678,7713,9982,13478,7881,7378,8484,10075,7176,11731,9628,10847
"Phf3",29008.1128546779,-0.638478849119792,0.217401318297667,0.000147195799661685,0.00191830250037656,32176,17467,23735,26696,36151,32225,37057,48687,31714,17855,18369,26684
"Gm32229",147.808992610654,0.424958075587525,0.217545704165205,0.00876152186664974,0.0460336637488796,105,149,188,232,126,103,107,143,128,177,149,203
"Rab23",12425.7877089101,-0.490984078516195,0.114622297769534,2.12044405214235e-06,5.4690764242771e-05,14761,7659,10995,12765,12911,14507,13739,18648,11253,11830,9291,12390
"Bend6",922.225905731802,0.46093270895123,0.223415016332588,0.00534100949172693,0.0317334408091498,599,922,1361,1477,841,551,935,849,753,842,1073,1046
"Dst",65682.8915322391,-0.613162844740526,0.250770198310122,0.000781275092579972,0.0072332604550608,86150,32613,58333,52382,78949,74467,76331,119196,71848,39668,31560,67694
"4930568A12Rik",22.1591449557985,2.49493483033314,0.761152995592875,8.38618625533126e-07,2.43644722658757e-05,0,33,20,76,10,4,16,2,12,32,54,24
"Arhgef4",2017.01840688975,0.517220011418537,0.151852908871069,6.17023388838402e-05,0.000941649847984976,1609,1758,2177,2924,1731,1410,1892,1860,1560,3771,2070,2234
"Gm32790",224.555474026309,-0.76301649047262,0.249032614596673,5.74992833324736e-05,0.000885244105872717,311,133,131,168,234,349,240,301,252,210,139,216
"Gm39624",40.0966471489443,1.04734494297489,0.539901381319028,0.000702585393318022,0.0066814118423971,10,48,89,67,14,23,30,31,15,38,48,81
"Gm33280",988.986087295893,1.33698143868299,0.37928181685235,5.67519876950434e-06,0.000127276195719504,416,935,2509,1879,579,303,621,833,507,1059,1415,1200
"Neurl3",7314.08896814909,1.12992258008619,0.295797083341122,2.37681365243198e-06,6.04847153857356e-05,5094,7061,6411,11702,2888,5080,4011,4064,3226,19809,8993,14462
"Arid5a",3961.29759270518,1.44603530633999,0.2320925208302,1.56861089520349e-11,1.34253885149069e-09,1447,4610,6056,7946,1586,1366,1985,3488,1660,7170,6730,5991
"Gm33454",39.765542071713,0.581574354427053,0.376571245724163,0.00832490017136201,0.0442945525737858,20,40,50,71,37,19,36,34,21,38,59,67
"Cnnm4",10315.782728471,0.2312832981444,0.0901006905550334,0.00645028248726452,0.0364984586858135,7276,9776,9528,17239,9900,7313,11041,10120,9140,12873,13204,9460
"Sema4c",23340.8222233716,0.502615150769239,0.228738743212705,0.00292223773478038,0.0199513331743025,15248,23330,17550,39698,16264,19882,17901,17186,14351,36251,32459,40065
"Tmem131",48998.4254343962,-0.379711063978717,0.144406422833218,0.00220519934074929,0.0161230212608688,54666,32630,42943,53847,49840,51886,56471,74163,48643,46098,32793,50690
"Cnga3",1009.37384418476,1.0768154357758,0.296515563556556,4.8685930268039e-06,0.000112806107380167,527,970,1128,1604,498,900,449,683,369,1864,1080,2591
"Eif5b",67268.3300637405,-0.917771909680367,0.235941172189988,1.88028281671555e-06,4.9361563562334e-05,80184,35249,50557,55114,89620,75072,94845,119407,78961,34165,39715,52898
"Rev1",18021.1815947405,-0.647160574384802,0.174376889906707,8.00586154254179e-06,0.000170778139049398,19806,10700,14358,17680,21278,21780,22739,28965,18950,13485,11040,16636
"Creg2",1787.3999603955,-0.793037318296288,0.160089485769009,1.4837464696378e-08,6.94479458076672e-07,1994,1112,1202,1636,2560,1552,2790,2529,2351,1347,1295,1020
"Rfx8",45.7634102125066,1.3303175593896,0.539183833682565,0.000108451971790176,0.00151507621350313,8,60,86,97,31,8,26,34,33,61,83,41
"Gm29040",48.8622550380425,1.50108396829012,0.438622889968437,6.03951644174904e-06,0.000134297582467694,17,43,103,98,26,21,32,32,27,55,46,109
"LOC115487086",44.9282242249087,0.807039515084736,0.448775375845507,0.00198425531947048,0.0149025249978426,22,49,89,72,43,23,30,34,20,42,55,71
"Gm8251",397.987814148974,-2.70584337470035,0.440075614529582,1.54606047674582e-12,1.55862221811938e-10,869,52,70,63,558,628,631,839,654,35,49,185
"Tex30",12688.2697619475,-0.554318812748783,0.205664876922639,0.000519606813452195,0.00524585232127062,13752,8301,10716,12829,16390,13155,17430,18660,14290,7984,8090,10657
"Nabp1",11687.295523377,-0.54214013265294,0.262375906329552,0.00319186099530487,0.0213215285300515,13646,6480,10063,9728,17466,8345,16608,21775,13918,7414,6336,8771
"Myo1b",15936.6951668369,-0.491002277629109,0.210126281696939,0.00219686927833168,0.0160845502434836,19210,9350,12251,14816,22656,13828,22885,21393,18724,9599,11333,14661
"Gm31812",64.7341814253405,0.953862391954665,0.359659044859276,0.000143736941191584,0.00187906478793412,44,57,100,127,21,30,30,44,32,96,128,104
"Gls",24001.555227718,-0.780288043612955,0.189830773671037,8.7420842729464e-07,2.51803248790403e-05,27547,14175,19002,22372,32740,25194,32964,37805,27008,14947,16575,17663
"Nemp2",1221.25675180591,0.381762587471199,0.154116810245465,0.00331451019773176,0.0219595463937558,838,1076,1490,1948,1070,947,1117,1219,960,1335,1408,1597
"1700019D03Rik",102.629065391801,1.72799645080633,0.417374248791843,3.32798801609525e-07,1.10945279347379e-05,30,107,126,220,52,38,56,56,40,106,144,315
"Pgap1",2354.13028592791,-1.03183764794655,0.310049242009843,1.47438451150182e-05,0.000287861907092007,3569,1070,1795,1456,3162,2783,3340,4023,2966,927,963,1839
"Hspd1",91097.6139793671,-0.45612270906615,0.153163670795645,0.00043107592662928,0.00452187649099018,94889,56334,74069,97296,104629,109702,108866,127292,89002,73724,71563,94393
"Mars2",2798.55267298817,-0.293989422040755,0.121867251768,0.00710568060775504,0.0393137247134605,3018,1864,2884,3025,2968,2905,3031,4109,2463,2920,2259,2592
"Sgo2a",8837.18253417885,-0.626149904969446,0.356554613186885,0.00435847984800542,0.0270473406134435,11518,4673,8903,5859,12208,8296,12934,15756,10959,2929,4815,6052
"Aox1",1090.46507787091,0.510384913000937,0.26139571436436,0.00505069331799298,0.0303722363593332,760,762,2204,1256,747,816,697,1521,667,1274,902,1816
"Aox4",10.4341801792021,1.61008213396496,0.907294989674515,0.000141452044917091,0.00186196354668329,0,12,25,10,9,2,4,6,2,30,11,20
"Bzw1",49259.1420950199,-0.447228524713763,0.135710586382377,0.000158375118271689,0.00202821883706505,52658,31250,42282,53949,60357,50559,61990,67350,51473,39934,38902,44223
"Fam126b",1958.74992679388,-1.14039720763469,0.309731137500491,3.94385192763149e-06,9.36564338284311e-05,2830,804,1369,1015,2603,2658,2918,3490,2339,695,883,1613
"Als2",6016.75266725572,-0.252112708788492,0.0832753838746776,0.00143821342871208,0.0116529742606892,5934,4023,5513,7271,5988,6455,6417,8209,5260,6850,5650,5979
"Nop58",40815.5636248689,-0.444299244691271,0.218163344419048,0.00636064968734357,0.0361453830064789,45504,25261,39563,41422,50708,36785,53828,63614,44555,24738,31622,33609
"Gm26287",19.6376262159764,-1.40621692055683,0.616880114888895,0.000133667664578265,0.00179326759983471,29,8,8,10,24,28,23,55,24,3,8,15
"Bmpr2",18079.2930799021,-0.673989994011169,0.301817476184069,0.00107537561729187,0.00931359676723576,22946,9765,14557,14401,21509,23128,24134,29850,20984,8564,7675,18244
"Fam117b",7282.36125290802,-0.579017717896903,0.174139788981114,5.3498333985617e-05,0.000835921434682864,8708,4444,5101,7494,7032,10530,8664,10039,6883,7612,4436,7263
"Nbeal1",2430.32022971123,-0.892353288556587,0.417265214486832,0.000683207087366871,0.00651782047997994,3120,816,1555,1125,3571,3488,3369,4805,2974,606,826,2594
"Raph1",5614.91710845379,-0.493565670511428,0.173459560533784,0.000495631134555097,0.00505244981063968,6960,3368,5378,5620,5677,6158,6458,9470,5442,4984,3248,5302
"Creb1",7629.83748913843,-0.921704924521578,0.301974513925604,4.27369369762818e-05,0.000695229504620367,9472,3863,5534,5289,10398,9523,10807,12968,9254,2985,4070,6578
"Ccnyl1",6142.40712700608,-0.287657393958666,0.107145023762924,0.00345304803687902,0.0227337407489219,5597,4422,5523,7878,6736,5931,7179,8493,5818,6205,5865,5269
"Fzd5",2153.04201916061,-1.43729132993586,0.18942897514395,1.37447942855088e-15,2.10375614140755e-13,3386,765,1494,1217,2554,3472,3013,4207,2293,1288,678,1343
"Crygc",37.8732529645279,1.22179960038581,0.56370888756928,0.000272841099750678,0.00315391676994045,28,42,62,72,1,16,8,11,13,83,62,80
"Crygb",7.88505324302574,0.652858418425972,0.712076981037175,0.00856750524856365,0.0453094621833875,1,7,10,17,0,6,6,1,3,18,9,23
"Idh1",5905.35247329024,-0.382452726880871,0.12875283769616,0.000772650817448001,0.00718161125490565,5437,3518,4692,6921,6375,6560,7884,7865,6342,5379,5209,5533
"Pikfyve",7573.56128844538,-0.713827693235805,0.311656155211942,0.000784106751135148,0.00725592871339493,9334,3808,6089,5360,9652,9748,10581,12756,9059,3284,3151,7357
"Pth2r",27.1062218573716,-0.810901451008309,0.549780751617167,0.00358107980065435,0.0233566601368339,44,13,14,19,38,46,40,19,41,7,14,19
"Rpe",5473.47143837332,-0.483370265392937,0.245309978623616,0.00572379182016533,0.0334026441222586,6201,3154,5100,4548,6719,6198,7310,8378,6227,2877,3412,5299
"Kansl1l",1778.36099537834,-0.712204689491425,0.24099737123494,9.95507374026422e-05,0.00140855560903914,2342,901,1487,1602,2122,2274,2211,2831,1830,1048,971,1731
"Apol7d",54.3372832536267,1.2155323803302,0.489190886826922,0.00013507074680131,0.0018063128122938,10,62,97,111,44,25,54,36,31,48,63,90
"Tmem169",908.465943377913,-0.978101409884139,0.209406597900133,5.93799140923919e-08,2.40838959110903e-06,997,529,584,803,1262,1150,1349,1459,1061,544,452,682
"Gm39663",31.0927820837577,0.685436028435038,0.465708302583864,0.00598857482164249,0.0345554280228457,20,25,27,48,28,8,23,21,18,55,68,49
"Gm31137",4.35522348397644,0.622598255538111,0.962739135792827,0.00179011836529613,0.0137447792024514,0,3,19,0,3,0,4,0,5,5,10,2
"Gm39664",7.19873171192353,1.19313143146694,1.11781588994437,0.000437975213982912,0.00457137992135773,1,3,22,10,0,2,0,0,2,7,8,35
"Cxcr2",30.5463990146182,0.584703104136073,0.399210956430269,0.00951424348530827,0.0490100024152627,15,35,39,55,31,16,13,25,24,44,37,43
"Tmbim1",7480.16496801955,0.427143720388582,0.189783273493048,0.00428789914636839,0.026704174992634,3779,7406,9516,13053,5872,5046,6494,8283,5198,9608,11118,7363
"Slc11a1",1417.87446049702,0.943591092672554,0.152199439866181,1.20264954365959e-11,1.05959488575622e-09,974,1464,2175,2213,839,886,897,1152,784,2625,1893,1719
"LOC118567753",99.0709478595764,0.575667772831476,0.290591655061891,0.00327814179866681,0.0217529605621026,70,96,118,125,74,61,70,124,55,186,70,185
"Zfp142",9158.02104918812,-0.333767175780475,0.139687969214786,0.00585762756394484,0.0340383290535498,9434,6098,9076,10177,9930,9010,10551,14047,9095,8677,7045,8084
"Rnf25",5687.59615783688,0.308142517366354,0.130917446120777,0.00759363873280476,0.0413984243870733,4600,5008,5113,8366,4484,4707,4983,5432,4345,9324,7364,6633
"Cyp27a1",456.081307341111,0.79470121579442,0.339488601689009,0.000519914951970172,0.00524643726076157,198,447,910,674,232,326,318,499,243,486,477,810
"Fev",145.298739967602,0.585346110043756,0.350436559433907,0.00634042804417348,0.0360686563223397,99,154,87,296,110,87,114,63,104,319,232,161
"Cryba2",668.425664195509,0.449777473996491,0.194324555727595,0.00310074452144791,0.0208529544163699,426,720,487,1114,651,401,621,417,527,914,1259,689
"Cnppd1",6533.00611357146,0.671798097902474,0.141537257181621,6.48073539514283e-08,2.61335654809135e-06,4067,6324,6909,10962,4265,5145,4902,5683,3745,11772,9250,8586
"Zfand2b",2522.10068022849,0.44602361141954,0.192227191495058,0.00313810398358038,0.0210501927164738,1894,2388,2453,3773,1663,2045,2085,2158,1574,5176,3593,2645
"Ankzf1",3004.46291336148,0.793749844293216,0.132914443723214,4.60050526023175e-11,3.55970460523246e-09,1913,3148,4047,5242,1918,1766,2175,2876,1799,4419,4014,4018
"Tuba4a",22.2981029256526,0.869749759549036,0.627134008734055,0.00314123812350717,0.0210644778419641,4,44,36,41,8,14,24,7,6,30,26,32
"Dnpep",10164.8131057475,0.415907167615418,0.198590740187144,0.00677938665193312,0.0379388734199054,6705,10604,9304,17625,7226,7670,8272,8185,6853,19515,16092,8682
"Des",133.598894835081,1.00721659061438,0.229605781515028,2.24870274051923e-07,7.97851908053261e-06,75,144,199,216,50,88,76,110,74,232,191,209
"Gmppa",8778.80304395502,0.467374255249595,0.124056090175112,2.29298853266318e-05,0.000417738284460593,6182,8498,9112,14355,6512,6877,7142,7904,5724,14538,12611,9557
"Asic4",468.114896741547,1.61039112707599,0.493845227406915,7.83438843082976e-06,0.00016797473518003,313,667,440,1107,53,149,128,87,96,1602,644,768
"Gm32506",128.813583934473,0.665881998558774,0.304953808315765,0.00127339969829683,0.0105801766606648,89,104,193,201,76,106,70,76,82,225,223,154
"Utp14b",2673.62574557646,-0.479021125376409,0.176509342570177,0.000824602329502913,0.00755729294027385,2782,1523,2048,2313,3415,2811,3787,4027,3056,1942,1725,2722
"Fam124b",761.356763931105,0.801880343244868,0.271856402562703,7.64993146170137e-05,0.00113204949061691,328,790,1122,1552,610,346,613,715,457,817,1230,888
"LOC108167342",35.6658555449323,1.55254553777963,0.518666449987739,1.83517857784003e-05,0.000347622941271252,14,39,74,54,39,10,30,11,28,31,51,50
"Cul3",17424.7444495532,-0.513722930335731,0.220371841738126,0.00191812416515553,0.0145202691765871,20897,10764,14777,16809,21640,18499,22729,25645,18832,10579,10817,17059
"Dock10",409.101192775165,-1.03483939195468,0.43946858532056,0.000277682041126354,0.00318703597174522,820,120,452,198,338,323,360,1459,308,336,146,176
"Nyap2",1793.25512202828,-1.49699959955692,0.24499772066555,2.99447776300493e-11,2.42437081901353e-09,1913,797,861,1028,2926,1556,3415,3727,2756,699,826,835
"Irs1",2108.31835156944,-0.874564133710448,0.230990607277369,2.97119788840356e-06,7.35573182077145e-05,2463,979,1557,1523,2801,2979,2891,3540,2465,1320,835,1852
"Rhbdd1",5251.59524953327,1.02304273596393,0.101513340664231,2.30583838742209e-25,1.09888920786031e-22,3014,5476,7401,9530,3198,3376,3283,4069,2750,8504,7551,7331
"Col4a4",22.9231367073217,2.37559349507071,0.783227422626671,2.10602130852696e-06,5.43856660326377e-05,8,16,101,23,0,0,0,11,0,44,16,67
"Slc16a14",1301.42350002612,2.01060273515208,0.381399274609535,1.0129509366661e-09,6.24722593851514e-08,578,1257,1324,2054,517,681,551,286,396,3196,1424,4257
"Gm39669",74.7630877660708,1.32800972218624,0.433586427774709,2.3603401311233e-05,0.00042593779870503,28,83,75,135,37,49,57,29,17,151,122,161
"Gpr55",28.1885818263437,2.22479322696701,0.564296834054309,2.26369421644932e-07,8.00462125206168e-06,8,29,24,48,15,7,13,7,6,73,52,79
"Ncl",198875.008247881,-0.693898710373565,0.226292464174061,7.29707934879086e-05,0.00108596491742225,238818,116765,160458,187543,264389,182839,276599,324628,227932,114850,136480,156714
"Snora75",34.9570174778277,-0.649875730832603,0.521872944418813,0.00968678286954978,0.0496524743050956,46,5,26,12,64,35,30,84,67,7,9,27
"Gm24148",31.9573505965854,-0.733642796721697,0.444912312584418,0.00353862645439359,0.0231662373156975,24,28,16,33,37,32,39,74,39,25,25,16
"Nppc",17.6819962562243,0.673747400936717,0.579212486696725,0.00917509938051832,0.0477933377972066,12,14,51,42,8,4,8,14,4,17,18,30
"Gigyf2",13840.7820960027,-0.500926604424571,0.121172656193628,3.78439952999648e-06,9.05879837265937e-05,16593,8666,11942,15052,13644,14866,15610,21926,12823,13235,10526,13494
"Dgkd",23172.3122236084,0.316290044813536,0.106335357469847,0.00119972002931268,0.0101235127946308,18358,21926,22511,37843,16980,19520,19873,22436,15869,36393,29473,26036
"Lrrfip1",665.668295190911,0.745702785525473,0.311937906467838,0.000526049081674879,0.00529813794122984,374,694,1316,1178,412,322,543,683,405,841,790,672
"Erfe",559.124679518987,0.917458280125828,0.327852229449587,9.8317413858046e-05,0.00139486999403881,357,710,411,1126,451,221,504,273,353,1249,819,537
"Per2",1854.79989521211,0.59192036516589,0.166723113922001,2.10765755304112e-05,0.000389044641106684,1479,1845,2056,3018,1344,1345,1409,1495,1162,2513,2229,3004
"Traf3ip1",2376.05681940209,-0.329054129053233,0.127987012258,0.00370117132341958,0.0239610563386184,2327,1767,2081,2882,2679,2166,2603,3638,2206,2520,2128,1997
"Otos",39.2640139881898,0.539096566525061,0.338675844298722,0.00937861551312268,0.0485270330925898,18,36,37,79,44,24,45,22,27,47,61,47
"Gm36102",99.8784531648006,3.82146747522251,0.333531832562979,3.30795005628144e-35,3.65075814369292e-32,13,97,258,216,11,13,8,17,8,260,165,220
"Capn10",6701.57225301621,0.772785436766586,0.141548095760158,9.88482144978544e-10,6.13239115327074e-08,3826,6808,8017,11441,4389,4867,5071,5841,3779,12192,9531,7936
"Kif1a",14698.1279601766,-0.446589118615477,0.158166937640305,0.000753593193839756,0.00704637084961914,16221,9909,9269,16742,16392,14844,18868,19825,15239,18615,12402,10734
"Sned1",9.99630745894052,1.65888985476459,0.921622867164083,0.000117261350486764,0.00161660306269359,0,10,24,24,2,4,2,2,4,19,18,18
"Ppp1r7",8734.75356798303,-0.285757855637452,0.095588262458562,0.00136874550455867,0.011220181581349,9153,6366,7325,11331,9184,9079,9852,10693,7808,9400,7781,8473
"Farp2",1541.38390935437,-0.657315782674382,0.117027004155651,6.29245248007123e-10,4.05989034014196e-08,1688,914,1135,1675,1777,1660,2098,2403,1586,1481,1127,1179
"Ppip5k2",10512.5038790964,-0.552764918196735,0.254252946292272,0.00228604039851093,0.0165547515823814,13392,6334,8379,9101,13273,11643,14133,14917,11953,5592,6020,10695
"LOC118567770",512.837730310367,-0.702354509439593,0.270595995564921,0.000332555839576219,0.00367212396001776,705,239,371,433,776,466,647,812,595,278,361,459
"Zcchc2",7506.84989810853,-0.451130758431192,0.147719234337285,0.000349763794722409,0.00381790578424477,7656,5136,6482,7981,8152,9259,8668,10713,7174,6405,5727,7415
"Gm32810",506.244699093705,-0.935242261834519,0.383548408919296,0.000276389521074395,0.00317741878695668,784,189,237,249,531,771,691,952,605,232,154,636
"Clasp1",15216.3950070917,-0.355256231639427,0.122583623665655,0.00117930687021878,0.00999146899459299,16560,10233,11734,17699,14450,18497,17053,19603,14115,17233,12155,15911
"Gm41934",13.6495948990026,2.0349695026971,1.18202540160127,3.37486979269125e-05,0.000574702201214755,2,7,26,18,8,0,6,2,22,11,20,44
"Ptpn4",3910.75559311155,-0.763351197256015,0.384153336755288,0.00147610782093324,0.011877400190771,5189,1692,3082,2193,5073,5633,5385,6975,4538,1173,1419,4034
"Tmem37",288.413831435027,1.09627380729175,0.204673157776799,2.17894599684474e-09,1.24496780947785e-07,168,275,399,455,122,213,176,219,132,700,368,410
"Ccdc93",5869.20132758439,-0.443894607801333,0.142803058604219,0.000308797316767851,0.00346378412854016,7033,3656,5452,6071,6240,6327,7064,8635,5860,5456,3810,5414
"R3hdm1",15088.0764824247,-0.425487930954977,0.124984127957523,0.000127362599397758,0.00172746852960646,16400,11291,11728,17786,17269,15468,18290,19178,15610,13717,11773,13815
"Yod1",1602.54232464796,-0.50699177992681,0.283289613540931,0.00742271068258599,0.0406617149217149,2094,867,1554,1164,1888,1756,1826,3000,1678,801,852,1731
"Eif2d",3200.70282151463,0.354536281388817,0.142825313780331,0.00396935908043613,0.0252222698659591,2805,2566,3541,4447,1970,3038,2395,3231,1980,6170,3828,3873
"Slc41a1",4555.15126960127,0.322671867439039,0.130664631434008,0.00509867365816708,0.0306080984649601,3251,3833,4911,6628,4086,3102,4630,5546,3669,6514,5017,5127
"Nucks1",30396.9355935068,-0.35107305162178,0.137541180567761,0.00335621800639525,0.0221937986048887,33315,21406,26189,34275,34198,32299,37462,37840,30518,26754,22876,29888
"Pik3c2b",1642.33176864962,-0.732948302796653,0.147029982558793,1.46880388495593e-08,6.89280730582864e-07,2012,927,1257,1437,1856,1878,2150,2719,1844,1442,915,1365
"Snrpe",9690.35228123297,-0.305655799904113,0.0975111740622436,0.000757505875164939,0.00707295351442182,10139,6463,8855,11472,10383,9415,11141,13513,9101,10079,8466,9023
"Optc",1741.0668835329,0.714092509074736,0.116887709253522,2.40645565557542e-11,1.99115000089354e-09,1704,1238,2805,1923,722,1552,854,1897,691,3787,1682,2910
"Prelp",145.577284523837,0.708791422017033,0.386860191872976,0.00260730715483076,0.0182302846714392,120,106,351,200,22,80,46,204,56,262,94,287
"Btg2",1242.21450285852,0.661614756341641,0.131463103016509,1.57080205764396e-08,7.28720096166728e-07,950,1002,1546,1618,704,1011,930,1340,734,2470,1302,1899
"Cyb5r1",12494.921688891,1.08216529092689,0.121918993747478,2.67617101546385e-20,6.84349146625139e-18,6979,13972,16631,23797,8579,5990,8916,9728,7001,19208,18338,16560
"Syt2",1493.60867896027,-0.337332579524069,0.130974531423545,0.00345799768310804,0.0227591818634942,1508,980,1218,1708,1569,1435,1766,2270,1617,1744,1120,1279
"Ppp1r12b",2547.37638970798,-0.499600950019373,0.140363112462565,3.98513045708676e-05,0.000656435196815807,3342,1625,1977,2752,2214,2979,2901,3797,2277,2927,1743,2500
"Ptprv",660.918253019357,0.682769895744669,0.212665171802973,4.58246911225514e-05,0.000736594781994565,567,533,951,904,447,357,466,780,378,1093,611,1141
"Ptpn7",517.044100790719,1.85335561302119,0.181761255063389,2.83966702901198e-26,1.52679430593211e-23,256,547,928,968,181,162,208,315,164,1054,770,982
"Elf3",355.80105360676,0.936428481067979,0.264209934763409,7.25650955393147e-06,0.000157702501860716,245,340,375,583,164,268,224,221,220,841,429,561
"Shisa4",2261.82062086434,0.623515397388656,0.286742334295926,0.00157736422805837,0.01250973922018,1565,2275,1843,3364,1458,1996,1700,1259,1184,4978,3267,3352
"Nav1",23968.1264637783,-0.505984690272341,0.131172288375674,1.16784743044511e-05,0.000236148435573804,24570,16417,15847,26492,26737,28209,29643,31882,25159,22983,19133,23026
"Tnni1",137.021345155853,0.721397703047125,0.357340590664489,0.00157953321381602,0.0125174723962616,109,151,190,170,54,98,72,95,63,399,188,129
"Lad1",71.1489785379685,0.856465127820763,0.390185238963125,0.000651033362296695,0.00626791486409522,38,36,123,89,28,62,37,79,26,248,63,88
"Camsap2",16792.1788438732,-0.515798819692359,0.20448493382281,0.00111440096455764,0.00955681687067534,18897,10611,13727,15855,20427,20194,21891,24310,17586,11685,9546,16908
"9230116N13Rik",135.230297268148,0.606649746502775,0.228369474210777,0.000429734172350195,0.00451684003008082,105,114,174,210,111,106,116,99,87,188,143,215
"Ddx59",1530.63778989343,0.390346546770185,0.127330366233203,0.000535814549690126,0.00536300491286504,1154,1282,1661,2302,1138,1390,1163,1462,1070,2466,1994,1885
"Kif14",5616.7968394225,-0.500330872032699,0.166081191813073,0.0002757235835558,0.00317491552502723,5983,3906,4820,6773,6905,4963,7092,8602,5856,4599,4459,4123
"Zfp281",6960.87719879808,-0.735569559218122,0.264993876713639,0.000166205365747051,0.00210583704794556,8080,3820,5573,5565,8954,8355,9904,11746,7994,3584,3437,6229
"Gm4258",77.0785973343472,-1.16049791325228,0.550237846566531,0.000362386598085268,0.00393133710552294,100,22,29,35,198,106,130,57,97,15,67,39
"Dennd1b",3285.19606516692,-0.465925826066849,0.201561881678161,0.00278846318095064,0.0192213295336469,3954,1878,3098,3168,3912,3578,3982,5229,3339,2366,1848,3257
"Zbtb41",5383.24192614171,-1.17812977946915,0.318757204066923,3.67572621714861e-06,8.85934517786084e-05,7500,2337,3652,3180,7527,6511,7975,10471,6657,1770,2239,4167
"Cdc73",9471.62619533437,-0.422897277913798,0.166490240636235,0.00206135421975669,0.0153224163892513,9688,6494,8375,10174,11448,9672,12199,13874,9614,7091,6986,8720
"Ro60",11125.3585116365,-1.00371919639661,0.30904364128042,1.99211046510596e-05,0.000371642031519633,11278,5605,7349,8230,18260,12271,17878,18803,15091,3640,6043,7668
"Uchl5",9656.8855484086,-0.478770593795374,0.152644323360057,0.000214497788892635,0.0025968846046707,11038,6467,8394,11462,11379,8709,11905,14209,9825,8150,7801,7711
"LOC115487685",37.5780128762248,-0.909945344770262,0.61589989925277,0.0024217384785528,0.0172784736838291,60,19,30,34,42,52,44,75,50,2,16,21
"Tpr",69371.4581794321,-0.886167774755973,0.368961581919574,0.000342974804574744,0.00376339020257865,83814,31142,52378,44074,97248,77103,102491,135752,91554,20285,32035,57515
"Swt1",4233.68805708121,-0.476284336324372,0.246560146489944,0.00653919958249546,0.0368900930980219,4386,2552,4119,3953,5179,4691,5719,6926,4594,2260,2670,3784
"Niban1",11645.2497949593,0.877433011929313,0.330850644046291,0.000167690411035913,0.0021220882492529,3926,13679,17132,23347,10980,4082,9966,10404,7854,10076,18955,13240
"2810414N06Rik",341.456797545282,1.21346375855903,0.32745576477766,3.47242637434563e-06,8.42746627820064e-05,114,342,684,657,157,201,204,263,160,365,544,553
"1700025G04Rik",10780.7964828811,-0.545068575205097,0.186970145239199,0.000275868953531385,0.00317491552502723,10076,6815,6893,11401,12936,13887,14906,13764,12839,8330,7404,10363
"Rgl1",7999.94204618475,-0.302659015217961,0.120533392679362,0.00516889062960393,0.0309233859093195,8816,4818,5799,8039,8711,8777,9377,10682,7475,10297,6555,8192
"Ncf2",8.52125786914975,1.05364106265694,0.960986189128626,0.00102784597147447,0.00900288311438941,2,16,10,22,2,0,10,1,2,14,14,14
"Lamc2",655.774167473865,0.9450213778272,0.269630174064652,8.35462943161319e-06,0.000176245698743961,367,526,1210,858,187,391,224,944,183,1251,827,1322
