"","baseMean","log2FoldChange","lfcSE","pvalue","padj","1_C1P_S1","10_S2_Diff_S10","11_F8P_Diff_S11","12_S3_Diff_S12","2_S1_S2","3_F6_S3","4_S2_S4","5_F8P_S5","6_S3_S6","7_C1P_Diff_S7","8_S1_Diff_S8","9_F6_Diff_S9"
"Gm51452",44.8437310461687,0.615194479210094,0.449308505033105,0.00968018156186833,0.0496524743050956,27,38,44,63,42,31,24,31,34,48,38,131
"Kcne3",42.8985489922014,1.39904720221291,0.480205158163634,3.1160542371758e-05,0.000537782232916373,10,81,24,139,12,13,12,16,16,57,91,73
"Pgm2l1",6049.8421735778,-0.775725898103363,0.28163189332404,0.000156722534540562,0.00201367330072368,6790,3632,3815,4928,8557,7915,8841,8323,7061,2789,3548,5717
"Gm10603",18.1074777242039,0.91192075931542,0.740428313148558,0.00275632206507616,0.0190373245660679,9,26,52,30,14,0,8,12,3,28,13,28
"Ucp3",73.1921358337623,2.43918330703974,0.330364014209681,6.1580626274654e-16,9.7824556996456e-14,24,83,122,131,40,18,28,26,40,181,67,163
"Ucp2",57881.6813014915,0.709617032299462,0.214875500836356,2.92476369027774e-05,0.000511504335458164,30130,67294,48728,112109,42049,41582,44139,31717,34965,92075,107481,67763
"Dnajb13",18.5698108365331,1.3907999170167,0.728004751345778,0.000261065514578691,0.00304168106418476,3,18,31,50,2,8,0,4,2,37,64,21
"Coa4",3208.37529716887,0.436656373196846,0.132670463814868,0.000174623077481696,0.00218868578106018,2261,2874,3596,5273,2223,2835,2471,3008,1899,5318,4488,3693
"Plekhb1",473.356756167974,4.06407596729898,0.260567083913498,1.35431111642787e-60,5.67970996007519e-57,63,692,898,1251,32,35,64,50,31,970,967,1007
"Fam168a",13389.8588854532,-0.414610676562849,0.125148235230018,0.000192103660166352,0.00236954214707544,12716,9239,10804,15829,13342,16330,15378,19399,12772,13666,10597,12953
"P2ry6",3528.6787729646,-1.24618863064526,0.184862162047976,6.52301798139089e-13,6.94320629704495e-11,3522,1619,2225,2586,5240,4369,6149,5881,4844,2114,2035,1503
"P2ry2",3738.4926428823,-1.09163887256489,0.198472565436644,9.93712792664222e-10,6.14665591427023e-08,4176,1742,2534,2850,5000,4439,5766,6883,4306,3116,2583,1675
"Fchsd2",6916.73361454604,-1.02006290471081,0.141644855905992,1.65403048583271e-14,2.12781381947399e-12,8115,3551,4295,5805,8661,9463,9932,10754,8135,4878,3918,5388
"Atg16l2",6970.96929722215,-0.471468069175422,0.127237445287256,2.83537546103814e-05,0.000498365364983309,6675,4494,5635,6810,7737,7825,8589,10877,7341,6459,5475,6518
"Lrrc51",805.23214005004,1.11934889195308,0.154737034490059,1.72335239033261e-14,2.20347416298076e-12,487,783,1388,1341,395,487,510,677,415,1427,988,1150
"Art5",1260.1239176496,1.30408763902921,0.314769449783541,6.402268602079e-07,1.92797747759661e-05,453,1304,1842,2141,605,1013,613,686,567,1692,1671,3068
"Art1",264.456964646094,0.714183770922927,0.33642818570342,0.00123809448025112,0.010347390656192,123,262,327,376,115,303,134,179,100,444,344,581
"Nup98",34246.8805618541,-0.315643462404132,0.105736860652118,0.00116390985249925,0.00990504289653281,34061,25598,27466,43694,34483,38169,37241,42862,32174,35323,31054,34597
"Hpx",137.659285956166,-0.582266367574698,0.353424920509019,0.00674949552105199,0.0377917681124003,208,94,78,132,143,194,190,178,138,98,44,148
"Trim3",8743.49208356386,-0.618099795110044,0.236855830938179,0.000466733995303031,0.0048282906499799,9888,5735,3806,8820,10520,11254,12221,9509,10305,9856,6927,6383
"Cyb5r2",10387.9745208069,0.720414827351181,0.371712802189778,0.00193873588661383,0.0146428251609669,5998,9598,8892,18060,5763,10704,6371,4501,5162,17733,12241,24715
"Olfr492",31.1492595816902,0.683590898802771,0.492907676686122,0.00691878012054803,0.0385440755440414,16,37,47,52,18,11,16,34,15,32,26,82
"Tub",38760.8986882357,-0.916633697366133,0.283652107682438,2.32114968581302e-05,0.000421404223046001,51062,19320,16059,31663,42124,68312,52598,46834,43422,42847,21257,29446
"Stk33",152.410443359452,0.63938188214022,0.34606722881126,0.00333545908020847,0.0220774120747763,58,130,274,271,92,98,114,177,101,164,183,232
"1700095J03Rik",329.892729271697,0.973542327373792,0.447205443075817,0.000502431943478037,0.00510440669708864,94,322,772,610,227,140,183,348,170,304,475,441
"Trim66",18674.4792786698,1.71843996650215,0.258667166879505,5.74699270258063e-13,6.17993281950837e-11,7048,21200,24109,36836,9448,10188,10090,7961,8353,28088,23058,47230
"Akip1",3187.75363442858,0.448039015992364,0.140865367667178,0.000234336290277769,0.00277929732513265,2401,2941,3074,5377,2481,2627,2622,2549,2139,4638,4321,4308
"Ipo7",79027.3518338912,-0.498682199656291,0.242627026122649,0.004256062431571,0.0265611229546465,95007,51273,55822,76111,99687,94424,106438,92397,90362,44746,51667,84192
"Zfp143",3255.3865469325,-0.428416305967127,0.131588391713307,0.000210870239412598,0.00256056604257399,3831,2111,2521,3505,3705,3381,4042,4212,3348,2982,2462,3240
"Gm28863",31.4166530550471,0.87142122021154,0.538790109317387,0.00227189991587405,0.0164785435267945,7,21,53,46,18,31,12,23,8,50,36,90
"Adm",499.81764330145,1.19314659233846,0.299702881687242,1.26538684897558e-06,3.52375787996932e-05,180,479,1004,756,193,339,282,504,234,764,517,974
"Gm21123",9.76139204372958,2.50128006818511,1.23282167180246,7.4806966025754e-06,0.000161215546823642,1,11,24,17,0,0,0,2,0,25,17,28
"LOC115486847",221.298505208244,-0.555011998483889,0.280977001739402,0.00370908938128782,0.0239867242099051,283,116,149,244,262,325,286,269,195,141,145,250
"Dkk3",42539.4034032467,0.963363550928521,0.28008200332306,1.04751642747752e-05,0.000214296311880742,20467,50219,44267,83526,19852,32434,23384,28769,18547,55892,58623,94720
"Mical2",3865.15230229568,-0.44472657780503,0.210499743310867,0.00530389417370087,0.0315689346943893,4489,2380,3653,3878,3884,3196,4707,7967,3576,3818,2566,3180
"Micalcl",502.343875469458,-0.823527007077818,0.247475661987704,1.90721195649284e-05,0.000358033370776171,551,317,308,532,476,828,695,593,573,394,356,398
"Tead1",23991.7605514963,-0.412149722345155,0.192417515199881,0.0062231231380324,0.0355759730320069,27621,16638,19259,27622,28173,23057,31010,32636,26920,17347,15103,23545
"Far1",18325.3911997154,-0.612719470851106,0.320098533385751,0.00321181932033025,0.0214281385071604,25768,9397,12286,12792,22978,25714,24395,23315,21379,8138,9154,21668
"Pik3c2a",11042.506192894,-0.599948528411181,0.287180121550993,0.00221149975032203,0.0161409461414906,13571,6131,7510,8855,13683,15269,14433,15329,12822,5709,5487,12690
"Knop1",23546.5186267345,-0.360507286778779,0.11180005616636,0.000390281163030118,0.00418181180765383,22761,17009,18760,27555,26657,26537,27888,28604,23013,22184,21697,22462
"Iqck",312.648831523312,0.620340450628492,0.310446951102922,0.00252323467713019,0.0178267210056412,168,303,538,651,170,133,216,368,170,382,461,358
"Dnah3",22.6285911457459,0.74426171978041,0.49121549273822,0.0043683251045137,0.0270843906317409,15,20,56,38,4,14,8,17,6,50,34,23
"LOC118567501",40.8260960906463,1.04081566272457,0.460216159893488,0.000346119699230524,0.00379129383045002,12,42,45,85,34,27,31,22,25,52,46,88
"Tmem159",11943.9028724388,0.799375566730164,0.293338853669441,0.000161048699536303,0.0020490894410312,8419,12308,10370,21418,6428,9126,6654,5805,5757,26644,19695,17611
"Mosmo",6193.57616860908,-0.680473933480825,0.259102704347635,0.00033045310458921,0.00365467887665145,8093,3548,4229,5061,7617,8825,8189,8058,6682,3892,3080,6538
"Cdr2",16244.2468309661,-0.391123147283333,0.139210796696598,0.00119466340316179,0.0100970966952437,17328,12000,10289,20481,18358,16573,21504,16787,17080,17485,15989,12947
"Mfsd13b",64.8930554072893,1.09115345788087,0.341906992630174,2.2063446101687e-05,0.000404412938204786,33,80,82,108,49,24,50,39,48,71,106,105
"Usp31",17649.3978545987,-0.699740842278891,0.244247527848312,0.000141668744410336,0.00186247768121652,21706,9777,14277,14391,22741,20113,23975,28790,20428,10064,8826,15990
"Ubfd1",25146.1393889249,-0.256312860045584,0.0858414870174808,0.00161347121958372,0.0127239104939643,23610,18589,22222,32391,25403,26496,28389,32290,23018,27252,23415,23667
"Cacng3",3564.68078353025,0.676338723722742,0.305713816013736,0.00112744627653061,0.00964562259182798,1361,3953,2304,6688,3700,2487,3864,1598,2998,3833,5526,5473
"4930413G21Rik",94.505570232293,0.485857561578531,0.282052521432687,0.00967991594638723,0.0496524743050956,54,84,62,175,126,44,108,53,73,124,169,98
"Rbbp6",23092.713885438,-0.449502317600526,0.192347300533313,0.00293174821066425,0.0199921392615996,27106,14201,18836,20930,26814,26795,26125,35417,23067,17289,14936,26698
"Tnrc6a",23896.4008017039,-0.536397398105038,0.271237061795341,0.00409098382699477,0.0257737996260406,30850,12942,19589,17878,28084,28004,30658,39877,27464,13452,10034,26892
"Xpo6",31998.7828564096,-0.310199924075015,0.0989296585422524,0.000734671716884889,0.00690822028312074,30041,24948,24186,39464,34363,34607,36119,38908,30067,33687,31884,30698
"Gm30928",8.08684895041353,1.25454673878583,1.00615738313617,0.000502247550822226,0.00510440669708864,1,6,16,17,0,4,3,0,0,22,6,30
"Lat",178.269234126336,0.54718484396022,0.327594446177316,0.00767042730032359,0.0416471232678626,151,167,150,278,121,106,142,143,129,234,158,425
"Spns1",30527.4406504895,0.430439182910562,0.161509116941949,0.00136603944079677,0.011206760967945,19914,31828,24992,49490,23385,24246,25934,25067,21127,50045,46125,36180
"Atxn2l",95914.669141004,0.320294470083644,0.0840021613026383,5.69158522955346e-05,0.000879490425044263,75088,85547,99511,139635,74206,79993,81851,107058,69982,141239,111508,119431
"Apobr",518.307106200352,0.721830733965465,0.233228569872299,5.91566915024075e-05,0.000906766567334783,345,559,398,963,359,321,439,329,322,932,787,721
"Nupr1",17441.9250890979,1.46869970942832,0.274119522068217,2.18716098132783e-09,1.24626572330063e-07,5795,19510,32537,33143,8164,7350,8845,14428,7225,20566,26848,33017
"Ypel3",4008.8671764392,0.650414599697598,0.189384307771713,2.33305692642406e-05,0.000422104147456309,2092,4301,4095,6478,2876,3377,3061,2976,2516,6278,6187,5391
"Kctd13",15592.7972740113,0.330444741733152,0.136036677532795,0.00539568012393617,0.0319790888973481,9228,15622,14350,25643,14501,11353,14786,14302,11614,21030,25484,14549
"Zfp688",3105.39374495231,0.562117887699411,0.167072548108482,5.18794718135382e-05,0.000813657924052418,1749,2946,3170,4995,2250,2568,2373,2782,1908,5056,4817,4030
"Srcap",59276.2782022755,-0.275975053596148,0.109387411920368,0.00584285885217361,0.0339669828863955,62347,43260,52580,72555,60574,55571,60384,84543,52197,60495,58469,60367
"Orai3",4021.3799903194,0.489478226018254,0.15411496346556,0.000172646727711488,0.00216965738645881,2473,3867,4122,6914,2818,3430,3216,3465,2368,6569,6153,4698
"Hsd3b7",1911.525573227,0.536614780003573,0.146954934355314,2.09864649093629e-05,0.000387987940000152,1469,1586,2131,2636,1358,1820,1429,1744,1206,3507,1957,2885
"Prss36",2585.80767930128,0.45928681759221,0.194128936974366,0.00253435000319966,0.0178717314418348,1453,2264,2662,3863,2063,2485,2149,2175,1601,4055,3822,3462
"Cox6a2",698.014546224908,1.47326804838128,0.260000157212035,4.1177371152053e-10,2.77636107938071e-08,298,614,1088,1155,353,466,316,411,274,1019,982,1749
"Armc5",14081.5869738517,0.40030949617634,0.173389406139302,0.00449892340227587,0.0277057047936337,9331,13567,12275,21396,10721,12659,11577,11957,9190,24821,20220,17064
"Tgfb1i1",5987.36879153517,0.701499080094197,0.211373441330721,2.84391030915769e-05,0.000499446861580634,3616,6473,4809,11009,4443,4103,4405,3679,3612,10149,10497,7844
"Tial1",31353.1075256902,-0.41054025966114,0.143203508973232,0.000867104226222889,0.00785752312863775,32771,20447,24179,32977,35083,36621,36149,42910,32286,27798,24056,33779
"Sec23ip",64048.1444495212,-0.420201759878285,0.0778025545657519,1.39676524444356e-08,6.58174615971617e-07,65847,43151,53223,73690,66786,72533,74794,86982,60237,69325,56026,56720
"Ate1",20211.9419261187,-0.371132425734854,0.147324082074301,0.00319247810130843,0.0213215285300515,24766,13512,15652,22900,20770,22369,24791,24182,20047,20325,14437,20834
"Htra1",399.297218030992,1.96111546853643,0.315818147106314,5.03066916408959e-12,4.7092902545444e-10,143,583,494,1051,149,55,153,130,117,768,1082,353
"Hmx3",2021.24578261578,0.599285326584999,0.403870186313588,0.00857896531537088,0.0453471952856093,2358,1313,1606,2112,574,1932,803,1010,677,8483,1534,3598
"Eef1akmt2",2537.30951822495,-0.413188387888433,0.207086793151851,0.00866461203818063,0.0456617868380522,2708,1464,2281,2279,3180,2522,3402,3964,2943,1602,1609,2523
"Ctbp2",25459.0606445313,-0.373521046256794,0.149901363187727,0.00338105132362714,0.0223368825473023,24767,17417,17877,29469,28755,31615,30884,29689,25159,23943,22211,26347
"Edrf1",12190.2973307175,-0.429242703402783,0.116822602806552,4.49302276763701e-05,0.000725282482021404,13555,6991,10662,12664,12968,15092,13904,16807,11799,11979,8970,12385
"Uros",4114.90149504231,0.325559811175791,0.0950442492255305,0.00024256574178954,0.00285816653150928,3028,3532,4410,6137,3649,3539,3714,4250,3031,5973,4875,4653
"Gm36356",116.245504804824,-0.656234730181974,0.402004131782509,0.00499097087908825,0.030099415692724,191,35,71,32,79,313,75,211,75,99,20,191
"Mki67",151923.68027079,-1.29890602937062,0.3167724391577,7.5822926926483e-07,2.22367965695304e-05,226621,57165,75222,88559,228510,187388,238011,240409,218342,44632,64143,122005
"Ebf3",45389.7458183013,-0.636109542718148,0.225976703997134,0.000222818246085106,0.00267905722600836,42150,25306,35834,38473,64440,52812,61947,77418,51595,27190,28158,39910
"Gm30874",293.606610402492,2.25703794812861,0.270877620587985,4.48376995544759e-19,1.03318870544814e-16,57,409,350,754,170,108,130,66,135,481,524,516
"Lrrc27",2334.11870694931,0.358174492072739,0.127200006632715,0.00148763625315938,0.0119380959022193,1734,2160,2285,3509,1806,2071,1937,2243,1519,3316,3034,3222
"Gm32315",77.7668760008411,-0.700045533676891,0.411621022125207,0.0036171937288145,0.0235190497052748,76,29,67,67,148,97,84,138,98,27,49,48
"Spef1l",92.6325806361952,0.864932828288797,0.51329575631035,0.00205606943368132,0.0152989388101587,19,124,161,185,109,21,67,71,48,84,186,64
"Adam8",444.452784873877,-0.69509660341688,0.250280795601499,0.000192492880545081,0.00237294721466773,578,295,206,466,633,511,562,483,460,336,391,405
"Tubgcp2",20677.6521179748,0.406163818322231,0.135718388691095,0.000602837147562325,0.00588770011515342,14065,20538,18922,33616,16456,17162,17572,17790,13984,32977,29518,23571
"Paox",2893.63246307476,0.409358324584775,0.176234951560803,0.00406432131284351,0.0256623768771501,1832,2841,2688,4567,2075,2800,2447,2365,1922,4470,3781,4007
"Mtg1",9946.78339842029,0.436742925466981,0.148077828543115,0.000548138579157882,0.00546029352321218,7027,9080,10474,15221,7378,8210,7579,9409,6290,17700,14541,10810
"Urah",27.4449768719143,1.20652582471593,0.560507256447291,0.000292951148658344,0.00332948110364055,8,36,34,39,9,6,25,23,14,64,44,43
"Nlrp6",150.863389149176,-0.570082923354349,0.328990998827546,0.0059776890313235,0.0345306229470585,145,89,58,98,196,249,203,196,160,132,122,157
"Sigirr",2085.8396406694,0.722972050761553,0.268458446280133,0.000226741364590974,0.00270451631064172,1313,2365,1815,3980,1198,1443,1427,1024,1209,4145,3922,2261
"LOC118567463",64.8432847044491,-0.90286316853216,0.428137399454451,0.000715469671487354,0.00677627982900557,119,22,36,68,69,85,73,103,62,27,49,68
"Pnpla2",14854.8445670455,0.541124806502759,0.16960695604422,0.000112122212416212,0.00156011325292338,10330,14554,14251,24647,10211,11650,11531,12514,8685,28805,21305,17125
"Cracr2b",723.926171674332,0.370016373849021,0.154427912602217,0.00447316268011553,0.0276038105471873,487,667,660,1139,561,535,640,725,532,1199,1076,775
"Gm10575",213.078734670964,0.516813126325359,0.18104187696239,0.000407260328545708,0.00431959627176274,177,149,267,297,144,162,150,234,164,408,210,294
"Chid1",15556.2319343898,0.489846244848738,0.185743615717896,0.000956837458822515,0.00851609706029258,11949,14211,16007,24313,10429,12809,11103,12713,9045,31486,23136,17064
"Brsk2",10745.5673304758,-0.396505141009976,0.159953363037419,0.00296209361506789,0.0201270709703041,10148,8135,5771,12378,13027,11486,14233,12100,11562,12047,10495,8759
"Mir3104",330.072648729269,-0.422014992017534,0.16563710189392,0.00203060808699079,0.0151529612014626,333,245,191,391,404,364,422,373,355,348,287,279
"Dusp8",8437.9149308823,0.439708665960035,0.163042965264091,0.0011612673767621,0.00989004681330705,7240,8342,7895,12706,5055,6691,6161,7756,5383,13571,10410,13331
"Ifitm10",839.417962777779,0.631621763949301,0.407307520539315,0.00653352243299545,0.0368679849024439,784,556,615,949,339,930,434,387,295,2920,596,1900
"Ctsd",118137.526292549,0.401239226674442,0.20002066568634,0.00919978535222199,0.047868560558497,107120,96494,111094,164089,69402,115545,85107,102240,67839,270078,127800,161420
"Tspan32",103.931463026273,0.614951089502654,0.372298161324834,0.00574271367539291,0.0334869196494199,91,94,108,125,49,110,41,68,20,294,85,227
"Cars",32513.1475761652,0.472304498238148,0.108885791777642,1.93987339296573e-06,5.06565444297614e-05,21595,31404,31747,53484,25496,25919,27524,30064,23008,49757,43039,39900
"Tnfrsf22",2714.61116650426,-0.624721818140173,0.200640357236715,8.64025407273617e-05,0.00125556124498409,2939,1776,1925,3006,3619,2013,3779,4319,3212,1856,2371,1965
"Mrgpre",2266.80253441245,-0.686179522297464,0.168782623098902,1.47716694622075e-06,4.01103928561123e-05,2512,1185,1340,1815,2963,2940,3313,2784,2804,1893,1522,2034
"Nadsyn1",1448.91247141969,0.543593326475998,0.148164173597566,1.86098977170758e-05,0.00035187641589663,962,1133,1898,2174,1102,1215,1142,1493,1009,2003,1668,2136
"Dhcr7",9917.27591602871,-0.528394108099523,0.15525609039332,5.73009023879352e-05,0.000883487222185746,8416,6450,6508,10400,11236,11891,13332,14331,10601,10615,9295,7387
"Shank2",1108.92471725479,-0.550062897411434,0.222226395876662,0.00102304145123657,0.00897204357631935,1388,554,635,869,1308,1582,1411,1481,1215,1071,545,1268
"Gm34561",18.2456748599001,-0.783856516817435,0.476375465181801,0.00295515923210352,0.0200929746880606,30,13,13,14,14,26,15,39,14,18,16,9
"Gm26793",137.099541968091,1.35645652805597,0.421804820321689,1.44361914859563e-05,0.000282381062750949,88,172,106,280,98,48,66,38,79,273,194,276
"Bc1",153297.244269168,0.586484275632376,0.247177993578562,0.00110685952138258,0.00951608745546183,89120,165999,131487,262327,96583,129196,108197,101681,83924,326173,254693,170156
"Tpcn2",2075.25847483006,0.327448661829109,0.113921642592379,0.00153120914425389,0.0122083363292243,1634,1830,2033,2974,1578,1740,1688,2352,1477,3201,2362,2823
"Smim38",32.5235397569931,1.27634820792794,0.852858647195058,0.000554272714810992,0.00550570561670852,1,20,10,46,26,16,34,3,22,69,79,86
"Pex11g",457.00508705863,1.09242481791061,0.212036028778778,6.29521023984089e-09,3.25936453133885e-07,231,398,805,717,258,255,289,460,261,730,584,713
"Camsap3",3843.49454223112,0.691517047449671,0.337897838967899,0.00164739388468141,0.0129185498757982,3612,2974,3461,5075,1578,3746,1939,2206,1658,11642,3391,7422
"Xab2",27973.6395700782,0.386570036832304,0.164571063325985,0.00448557528777887,0.0276397379398869,21739,24835,26814,42254,19272,23860,22565,26133,17808,54751,37766,31032
"Tgfbr3l",193.55080141699,0.848916263581362,0.343183548448247,0.000305738261146916,0.00343939141523052,163,175,358,242,103,108,62,197,94,269,168,450
"Zfp958",3696.9711365141,-0.694178786056474,0.312857300438036,0.00103109280565089,0.00901625731513488,5062,1812,2708,2293,4807,4902,4988,5591,4171,1608,1897,4045
"Shcbp1",8151.35830858804,-0.848646802693156,0.250210849146479,1.43370346199125e-05,0.000280703341685289,11886,4080,6459,6649,10484,8103,11329,13166,9690,4368,4674,6488
"Arglu1",8963.63443960138,-0.495281746161284,0.162652534706574,0.000257170963060944,0.00300090034748187,9702,5556,7873,9257,9935,9804,11242,14040,9271,7029,6188,8486
"Mir7654",451.015291493133,-0.497875478139012,0.147403114781303,7.93818673356271e-05,0.00116484141088927,508,267,388,429,531,511,536,664,463,388,334,425
"Tnfsf13b",1784.44855282704,1.69262090497809,0.3974293762107,2.25558268047827e-07,7.98941101806568e-06,1079,1787,2977,2986,252,1173,479,476,392,3666,1401,5800
"Myo16",1022.16295914207,1.23007926860051,0.136122563209341,8.80797571705211e-21,2.51229850744717e-18,668,987,1800,1652,358,634,483,829,376,2154,1317,1591
"3930402G23Rik",626.883503772493,0.610434279459424,0.148642175268241,1.87872282227486e-06,4.9361563562334e-05,426,702,690,1121,505,378,506,449,437,877,1010,634
"Mcf2l",1044.6566991115,-0.465229509006807,0.20368430172742,0.00300855753246966,0.0203833418088389,1559,604,856,1044,1061,1003,1212,1468,1112,1323,717,710
"Dcun1d2",3812.36544549561,-0.475982503307012,0.143205243489066,0.000114280905791705,0.00158265204494031,4269,2501,3471,4225,4498,3726,4518,5532,3804,3585,3311,2756
"Dlgap2",124.842692206608,2.47398372439594,0.339364247280714,1.15583188063716e-15,1.78210578713827e-13,24,173,227,334,18,48,36,30,26,216,179,275
"Cln8",5363.87493121983,1.3650235029847,0.139200225169479,5.95328122778561e-24,2.35536517104597e-21,2276,6972,5391,11923,2737,2365,2822,3099,2259,9765,10758,7303
"Arhgef10",2231.81762043244,0.924599833368042,0.119823354790891,2.60911688054921e-16,4.34210887843146e-14,1572,2330,2870,3855,1220,1333,1361,1959,1145,3720,2889,3601
"Gm35340",429.778930565334,1.62033846548945,0.261092373465498,1.26059614518733e-11,1.09682326010096e-09,184,556,435,888,184,199,130,185,147,751,813,940
"Csmd1",1067.89192959128,0.812664826558076,0.200074020995347,1.01230828070685e-06,2.87629977481599e-05,680,1197,1456,1942,949,572,992,779,819,1352,1087,1293
"Gm40469",32.9437405788083,0.654134548166422,0.482819456003666,0.00827036176339323,0.044082667975748,21,18,62,63,15,20,34,20,15,83,44,25
"Ckap2",9735.91368334202,-0.469927434003717,0.102883335388125,6.79650365110043e-07,2.01863859858251e-05,11152,6820,7466,11685,10546,10452,11553,11898,9664,10080,8597,8121
"Vps36",14298.3562236617,-0.319547565845483,0.109032942048483,0.00135043591025176,0.0111135363430413,13865,10179,12396,16747,16042,13038,17254,20308,13889,13889,13589,12732
"Slc25a15",4174.98063951288,-0.479394921327357,0.101851441593735,3.20462970269471e-07,1.07344856606718e-05,4233,2713,3181,4566,4703,4552,5320,5872,4245,4655,3455,3254
"Smim19",3845.10470599326,0.539387857200072,0.130120383493041,2.64640373548237e-06,6.61411679729794e-05,2174,3884,4395,6448,3241,2795,3377,3610,2659,5084,5393,4447
"Gm30086",56.0672011729143,0.73407961886779,0.465374035545608,0.00406323631685992,0.0256623768771501,24,64,118,66,57,33,42,53,25,56,39,104
"Kat6a",25071.6131021931,-0.441562073342311,0.180788355026302,0.00234727790130951,0.0168851013079105,27897,16134,20676,25236,29219,27498,32293,35923,26414,18563,16042,26057
"Adam9",20464.0375791831,-0.415729936651142,0.154779810190191,0.00143556916327128,0.01163604552943,21003,15661,14792,23720,28182,17449,28558,23339,23787,14364,17393,17217
"Htra4",23.8595206015924,-0.769017378514414,0.719699065560338,0.00530296777379398,0.0315689346943893,44,17,0,17,54,29,35,21,35,6,2,15
"Gm39145",35.9364182390342,0.77180199844422,0.469598190024326,0.00310050286959433,0.0208529544163699,20,42,44,78,24,30,14,10,16,70,44,58
"5430421F17Rik",315.266677565523,1.41026033326308,0.209033501772947,5.92573991362909e-13,6.33963470657594e-11,142,350,525,569,210,176,135,212,141,552,395,528
"Letm2",1223.93636011232,0.607901654646995,0.179634383840615,3.58337795387236e-05,0.000604018105424032,821,1062,1738,1722,888,1023,853,1275,673,1637,1374,2060
"Nsd3",16680.9506556703,-0.34997255099156,0.136337260252215,0.00324874163288911,0.0216057289248499,18143,11735,14122,18985,18462,17035,20050,22165,16522,14576,12987,17065
"Plpp5",1773.67642251176,0.520253424692559,0.195250919993671,0.00071370906000833,0.00676571667238457,1549,1590,2430,2611,1382,931,1626,1751,1140,2699,2193,2027
"Ddhd2",9147.20528148388,-0.436046559512019,0.101688921095036,3.27150218111395e-06,7.9674946847594e-05,9978,5726,7888,9761,10148,9636,10611,13365,9354,8976,7027,8481
"Bag4",8002.35572677751,-0.450964568735323,0.154868993287728,0.000553654671100601,0.0055047817915166,8225,5627,6577,8830,9610,9088,10070,10621,8281,6442,5649,7431
"Hook3",10875.7931439801,-0.684424949489419,0.270525338623884,0.000436725867040258,0.00456060991333026,13970,5328,8815,8348,13231,13936,14066,18480,11556,5710,5325,11509
"Plpbp",8484.43122722562,0.269946513795298,0.0918685847010522,0.00175437723952808,0.0135547296741578,7558,7356,9315,12430,7144,6601,7694,8811,6337,11721,9934,9550
"Got1l1",750.766365798786,0.917966755680708,0.157678497004821,1.16496874086886e-10,8.51157823250146e-09,554,756,943,1256,439,442,473,581,412,1497,1060,977
"Eif4ebp1",30671.3887422621,1.12539290517452,0.132656831876384,9.30739213936304e-19,2.03298651844066e-16,14786,35750,38267,56795,18404,16813,19421,21936,16093,55512,53546,36209
"Dusp26",412.036897944865,0.559066776753298,0.327081857992332,0.00664802542005049,0.0373685481482565,204,390,230,716,379,301,377,201,254,752,814,532
"Tti2",4986.9138779783,0.336791467360275,0.0942505975106511,0.00013036309737544,0.00175567359593166,4020,4194,5756,7214,4017,3950,4258,5853,3609,7119,5374,6259
"Mak16",22294.1521104568,-0.336689543556899,0.0944922316361053,0.000135576980545234,0.00181077306054332,22166,15932,17161,29541,23941,22774,25529,26940,21770,25090,22550,18492
"Purg",1779.54184115796,-0.898682866057428,0.204741646552718,2.15564814089594e-07,7.67432697223207e-06,2070,937,1243,1438,2221,2544,2314,2776,1867,1088,1228,1596
"Ubxn8",4134.74794008795,0.293790773814982,0.119959390835629,0.00645077866876574,0.0364984586858135,3707,4005,4238,6629,3090,3070,3271,3980,2844,6364,5546,4389
"Gtf2e2",11617.3303429301,-0.355918529500382,0.105783797297415,0.000246770492538799,0.00289565218693121,11712,8395,9518,14766,12840,10147,14733,15278,11689,11050,11573,9581
"Mboat4",74.5109523904048,0.577422361247625,0.317462780845546,0.00475996312411981,0.0290487970749908,47,67,105,115,69,36,48,66,72,123,102,69
"Leprotl1",24633.1193343041,0.411288156954242,0.0987414797130038,6.8574168509058e-06,0.000150568768530517,17835,23249,28674,39462,20604,18193,22245,25007,18799,32224,28891,28328
"Saraf",26199.9800323531,0.463089034834389,0.123812890442047,2.64476543399927e-05,0.000469174682240375,22738,24446,27764,41238,19699,18588,22732,23526,19047,41514,29634,33057
"Mfhas1",3718.78016666296,-0.357345355086676,0.139255161734909,0.00309305543109373,0.0208273126915427,4156,2511,2886,3951,3720,4821,4105,4770,3268,4252,2696,4026
"Cldn23",306.831810924082,0.791667533909194,0.281998079363991,0.000126131892885728,0.00171967468265333,245,266,431,556,189,124,203,284,179,643,407,340
"Prag1",4173.47845639028,-0.875120694081298,0.166514198692274,2.81512280331736e-09,1.56579071784514e-07,4402,2037,2874,3469,5397,5024,5940,7164,4995,4104,2687,2318
"Dlc1",2417.59678506116,-0.841274474104127,0.425879481722409,0.00118374605151843,0.0100209814106944,2956,570,3545,943,1116,4533,1820,9215,1418,1395,462,1821
"Micu3",2570.48292431498,-0.51326619690405,0.305924584024147,0.00906436993455801,0.0473873779999369,3117,1488,2110,1945,3408,3131,3638,3767,3057,1075,1095,2684
"Vps37a",6568.74679484765,-0.444189505307017,0.205622129345929,0.00474868114086291,0.0290052708542832,8712,3874,6251,5827,6886,7044,7464,10594,6772,4893,3678,7092
