"","groupID","featureID","exonBaseMean","dispersion","stat","pvalue","padj","Naive","Diff","log2fold_Diff_Naive","countData.1_C1P_S1","countData.11_F8P_Diff_S11","countData.3_F6_S3","countData.5_F8P_S5","countData.7_C1P_Diff_S7","countData.9_F6_Diff_S9"
"Rgs20:XM_036152522.1-6","Rgs20","XM_036152522.1-6",1034.35263545531,0.00227312128287975,19.0174040291827,1.29531597839815e-05,0.00477462417543988,44.8410833133394,40.5147809509893,-0.318316690028952,1141,900,941,1149,1038,1119
"St18:NR_045188.1-24","St18","NR_045188.1-24",47.3673063217187,0.00989899634171797,12.1158288712805,0.000499956101606979,0.0636628760224119,8.54995201962666,6.28229149087062,-0.891619890084619,81,13,83,90,6,10
"St18:XM_036164681.1-23","St18","XM_036164681.1-23",47.3673063217187,0.00989899634171797,12.1158288712805,0.000499956101606979,0.0636628760224119,8.54995201962666,6.28229149087062,-0.891619890084618,81,13,83,90,6,10
"St18:XM_006495502.5-23","St18","XM_006495502.5-23",47.1862201967283,0.00960048923868336,12.0538968853975,0.00051684223270933,0.0650005966886566,8.53209266211374,6.28169760890447,-0.885838328407313,81,13,82,90,6,10
"Cspp1:XR_004941385.1-1","Cspp1","XR_004941385.1-1",101.412743049774,0.019374353476843,11.2796428702726,0.000783616296509826,0.0841987813547613,11.9967195399074,15.9743839917969,0.834066199895949,101,90,103,136,86,101
"Cspp1:XM_006495485.4-1","Cspp1","XM_006495485.4-1",92.8916729131931,0.0152486042387501,13.9891911239014,0.000183864590790974,0.03247556770791,11.4129068785353,15.3707046614563,0.866491076616308,95,85,92,120,75,96
"Cspp1:NM_026493.3-1","Cspp1","NM_026493.3-1",80.3531647810906,0.00925906224176768,15.313578127712,9.1059637617532e-05,0.0197557101310532,10.6920822039247,14.0862689712218,0.801411284602535,89,76,77,103,56,83
"Il17f:XM_006495523.2-1","Il17f","XM_006495523.2-1",12.5225297944047,0.031840470505559,13.4530821943044,0.00024460400317367,0.039570369331642,6.0868789876983,3.35415058510011,-1.72132819710302,25,5,17,14,10,4
"Gsta3:XM_030248789.1-4","Gsta3","XM_030248789.1-4",70.6751751094651,0.0115334713218971,17.843003168538,2.39899743368526e-05,0.00739232891604397,7.43393802396494,11.0394553756059,1.14563072322964,14,130,18,12,123,134
"Bag2:NM_145392.2-3","Bag2","NM_145392.2-3",4612.90593459468,0.000731117789722138,17.3549353090424,3.10091957722511e-05,0.00887556052631739,79.9493580089756,81.6338950261886,0.078224243993235,3582,5239,4092,7208,4959,3471
"Zfp451:XR_865290.4-4","Zfp451","XR_865290.4-4",496.68782516408,0.0019741694766004,14.1300926275996,0.000170592783378435,0.0308924923576915,29.3793960407962,30.9071404776589,0.152704659925359,512,472,436,550,465,575
"Zfp451:XR_865290.4-5","Zfp451","XR_865290.4-5",461.586947286252,0.00187498605338806,29.5772125113522,5.37329431630372e-08,5.60104701911523e-05,27.674708605655,30.5573431780507,0.297634575371724,436,511,375,516,456,509
"Zfp451:XR_865290.4-6","Zfp451","XR_865290.4-6",625.545152587187,0.00246328109463347,26.5204420896995,2.60764093583806e-07,0.000210976979441688,32.1577954990156,35.3220810477679,0.285686298607915,612,626,482,723,670,709
"Zfp451:XR_865290.4-7","Zfp451","XR_865290.4-7",554.092308010243,0.00208701587993773,22.9262922249773,1.68333541167629e-06,0.000942731572421459,30.6220288083385,33.0824699356052,0.233932014533641,520,517,456,666,596,639
"Zfp451:XR_865290.4-8","Zfp451","XR_865290.4-8",367.460409282769,0.00246910875750977,20.8305471517166,5.01762579784868e-06,0.00230906605838452,24.9927385047883,27.320974630473,0.265526458350834,322,368,291,468,395,412
"Zfp451:XR_865290.4-9","Zfp451","XR_865290.4-9",375.825631248576,0.00113842502807124,11.8339800645677,0.000581595464728892,0.069964092531823,25.9999995616187,26.7293767249715,0.0825213151051809,346,356,341,482,364,407
"Zfp451:XR_865290.4-10","Zfp451","XR_865290.4-10",3802.02198719468,0.000632138970465723,120.944121785709,3.93048207085721e-28,7.34060106955018e-24,72.2735684221043,77.4152555257596,0.249782460615524,3570,3780,3051,4601,3712,4466
"Zfp451:XR_865290.4-11","Zfp451","XR_865290.4-11",594.041882597361,0.00381307436518262,14.6498078405629,0.000129447840858402,0.0255828429967363,31.6444687584354,34.2342871420854,0.238875132171312,602,531,468,684,629,716
"Zfp451:XR_865290.4-12","Zfp451","XR_865290.4-12",586.244790109094,0.00204995263944797,18.5809407501229,1.62840505533342e-05,0.00572914822866467,31.7155776930666,33.7132310093797,0.185362643101245,559,540,493,715,621,662
"Zfp451:XR_865290.4-13","Zfp451","XR_865290.4-13",762.34441815006,0.00190556160929464,15.6356921351463,7.67913796150223e-05,0.0176286643634872,36.1937489507684,37.8149757618217,0.134778896887404,786,708,639,904,761,849
"Zfp451:XR_865291.4-4","Zfp451","XR_865291.4-4",3516.34596072454,0.00724037982369245,26.2170142812862,3.05122311150229e-07,0.000241353891417817,78.7729127978012,64.0228311123312,-0.739693674291704,4047,2668,4352,5524,1804,2813
"Zfp451:NM_001290700.1-4","Zfp451","NM_001290700.1-4",2670.62214355061,0.0063066853455431,26.1371012458184,3.18014380452846e-07,0.000248331556956197,70.5258274762427,57.0524560942087,-0.728259418998327,3107,2008,3297,4123,1387,2175
"Dst:XM_006495666.4-84","Dst","XM_006495666.4-84",2066.93079911542,0.000353131053068679,11.7672204334117,0.000602829286759353,0.0718230376245651,57.9924979662772,55.4745444942719,-0.147608865102935,2507,1573,2161,3488,1097,1707
"Dst:XM_006495669.5-1","Dst","XM_006495669.5-1",61.2376403119262,0.0458798862528625,25.0529716031965,5.57767306104172e-07,0.000390634075852889,7.37580812176503,14.4974745898253,1.96082082410597,57,92,26,26,58,103
"Fam168b:NM_001160235.1-4","Fam168b","NM_001160235.1-4",241.641530884748,0.0025160680158223,12.4486485752733,0.000418294366762782,0.0567121629874817,19.9376413725161,22.6865098955895,0.380900460322177,183,248,202,287,274,290
"Sema4c:NM_001304330.1-2","Sema4c","NM_001304330.1-2",252.333979812372,0.00482929575945435,19.4792361759328,1.01699197428713e-05,0.00400564362624625,18.3330124567068,22.9506698681161,0.661562990721033,118,228,151,138,382,535
"Sema4c:XM_006495808.3-2","Sema4c","XM_006495808.3-2",177.125779417849,0.00742332804523839,16.0798622536613,6.07263714093278e-05,0.0147769481820398,15.1320941967661,19.3973754582688,0.726848113924626,83,171,106,86,259,379
"Sema4c:XM_036162917.1-1","Sema4c","XM_036162917.1-1",459.84751311293,0.0267012500749361,10.9787926071213,0.000921604537807362,0.0928703047579233,34.0583687871315,24.8979913927979,-0.941692876182685,424,370,421,638,451,521
"Actr1b:XM_036164310.1-12","Actr1b","XM_036164310.1-12",39587.6662324174,0.000151088373378335,27.763076070208,1.37118273760207e-07,0.000120039014403208,160.224706233732,157.440267928309,-0.101507703580419,34753,29938,42743,44477,59296,35361
"Lipt1:NM_001037918.4-1","Lipt1","NM_001037918.4-1",73.4296034903224,0.00903024003943368,12.9016130463371,0.000328299076005146,0.0483851065140907,13.582406239299,10.1448844862831,-0.847713214089002,60,73,87,120,67,45
"Txndc9:NM_172054.4-5","Txndc9","NM_172054.4-5",11277.7427563599,0.00047197061043091,21.418877972968,3.69118908212867e-06,0.00183648549274883,112.734065263454,109.114125883957,-0.144952147876184,10970,10923,10213,13763,12245,10948
"Cnot11:NM_028043.3-7","Cnot11","NM_028043.3-7",8595.32099280666,0.000462913018386407,82.3765727877234,1.12479092993706e-19,6.46359665848676e-16,104.556427146027,98.1944176180787,-0.264045920624607,7597,7259,8555,11172,11298,7507
"D930019O06Rik:XR_001778897.2-2","D930019O06Rik","XR_001778897.2-2",636.954203772227,0.00872213732142311,17.2576192166598,3.26386072191436e-05,0.00926917046428724,34.6156414060754,33.4482422074206,-0.104524598291396,588,783,414,1034,354,685
"Tgfbrap1:NM_001013025.3-1","Tgfbrap1","NM_001013025.3-1",383.286632015703,0.00422109921650546,17.4714956627993,2.91647798397037e-05,0.0084732100191504,24.4248847469895,28.9480202985434,0.507120848744401,249,383,355,419,452,495
"Tgfbrap1:XM_006496302.5-1","Tgfbrap1","XM_006496302.5-1",383.286632015703,0.00422109921650546,17.4714956627993,2.91647798397037e-05,0.0084732100191504,24.4248847469896,28.9480202985434,0.507120848744393,249,383,355,419,452,495
"Gm8251:NM_001376984.1-1","Gm8251","NM_001376984.1-1",28.2118692135266,0.168725340115167,14.9099362080335,0.00011276746990672,0.0231859229203714,5.84829486035011,8.86203794731696,1.20236746354113,25,24,40,45,17,20
"Nabp1:XR_001785084.3-6","Nabp1","XR_001785084.3-6",6269.6443141636,0.00031735284509734,13.3722048972707,0.000255380943047176,0.0407941477470647,89.0306444107696,90.5778078264065,0.0679067474098876,7408,5825,4615,11311,4305,4977
"Nabp1:NM_001310549.1-6","Nabp1","NM_001310549.1-6",6624.70722871412,0.00038662953869787,11.0415351879008,0.000890930544107463,0.0908284715645936,90.8337981303813,92.4504244442342,0.0702481549062224,7815,6168,4910,11948,4565,5214
"Nab1:NM_008667.3-1","Nab1","NM_008667.3-1",229.124344279341,0.00260010950483584,12.6831053347414,0.000368974276940657,0.0520075044830198,19.3815809300418,22.116254248237,0.38880548691115,208,256,149,371,151,261
"Nab1:NM_008667.3-2","Nab1","NM_008667.3-2",2020.53624601647,0.000286587520012759,12.5695903152612,0.000392074519913612,0.0541065251732755,56.0369746083189,58.1525834097518,0.123434442144676,2208,2091,1536,3169,1148,2070
"Nab1:XM_030252048.2-1","Nab1","XM_030252048.2-1",233.366605691474,0.00284762257221365,11.4389906348044,0.00071918848175607,0.0795162744014791,19.5912792927402,22.2827131134673,0.379334993781985,212,260,151,382,151,266
"Nab1:XM_006495771.4-1","Nab1","XM_006495771.4-1",230.261470196012,0.00260817471384045,12.0752406994545,0.000510958664251774,0.0646277633688169,19.4591096777868,22.1334356319003,0.379369171842241,209,256,151,374,151,262
"Gtf3c3:NM_001033194.3-18","Gtf3c3","NM_001033194.3-18",2022.63236169891,0.00081721833132041,30.1039839475115,4.0948911960905e-08,4.56576293845488e-05,59.6640729796052,55.243493577411,-0.25680781719398,1940,1874,2100,2588,1754,2032
"Tyw5:XM_017322330.1-9","Tyw5","XM_017322330.1-9",542.982776787623,0.00190330673776197,16.0185801448014,6.2723895326227e-05,0.0151478883116883,29.7177797292088,33.2887371165031,0.343119399769568,513,602,430,753,425,574
"Tyw5:NM_001302963.1-8","Tyw5","NM_001302963.1-8",542.982776787623,0.00190330673776197,16.0185801448014,6.2723895326227e-05,0.0151478883116883,29.7177797292088,33.2887371165031,0.343119399769567,513,602,430,753,425,574
"Orc2:NM_001271526.1-4","Orc2","NM_001271526.1-4",1844.82043304544,0.000293050016550254,14.4462669417079,0.000144215416065925,0.0274601100601381,54.3841367442257,56.13641217962,0.104759197760343,1727,1830,1614,2288,1952,1883
"C2cd6:XM_017313438.2-6","C2cd6","XM_017313438.2-6",2.5725246681204,0.137004475397936,12.074059980228,0.00051128236404364,0.0646277633688169,3.09720122949051,0.011036406085708,-16.2657777054038,4,0,4,8,0,0
"C2cd6:XM_011238636.3-7","C2cd6","XM_011238636.3-7",2.5725246681204,0.137004475397936,12.074059980228,0.00051128236404364,0.0646277633688169,3.09720122949051,0.011036406085708,-16.2657777054038,4,0,4,8,0,0
"Mpp4:NM_001164682.1-1","Mpp4","NM_001164682.1-1",311.574255146654,0.0193205099245734,14.8925034509393,0.000113814376750627,0.0232720454367147,23.0842250271976,25.1733056380528,0.257039217988384,259,298,337,439,285,288
"Als2:NM_028717.6-4","Als2","NM_028717.6-4",1140.95920695921,0.00120167323425642,12.655639880748,0.000374434419755512,0.0524800632361896,43.063762581718,46.2724696863108,0.227177120165269,946,1098,1123,1414,1263,1160
"Nop58:XM_006496149.4-4","Nop58","XM_006496149.4-4",394.964519954123,0.00571913757700321,11.4151421020374,0.00072847924738048,0.0801874604951775,24.7427247299387,29.440583865638,0.519414046283243,401,472,308,499,236,449
"Nop58:XM_036152470.1-4","Nop58","XM_036152470.1-4",466.464825866336,0.00346611979464736,14.4317472611966,0.000145331531224458,0.0276022758112771,27.0715142938835,31.5218941785763,0.457380815547671,471,561,368,618,284,498
"Wdr12:XM_030255693.1-14","Wdr12","XM_030255693.1-14",2364.66662307613,0.00581727368033072,11.6723059325122,0.000634373345669383,0.0738936141465709,65.291575184069,56.9918640889949,-0.461312527482141,2531,1986,2195,4106,1926,1815
"Wdr12:NM_001199060.1-1","Wdr12","NM_001199060.1-1",243.811467600935,0.0017527609554743,11.0926620835075,0.000866699790763652,0.0895934917930878,20.5366127731819,22.4372547323005,0.261126054514932,212,241,197,308,331,226
"Klf7:XM_030243769.1-3","Klf7","XM_030243769.1-3",1631.33446565946,0.000379240517409138,10.9583813013281,0.000931811802921971,0.0935022197300916,51.3201765388997,53.0780534611337,0.109779978950037,1451,1485,1456,1899,1327,2250
"Klf7:XM_006496352.5-3","Klf7","XM_006496352.5-3",1631.689389193,0.00038177986338051,10.9075140258028,0.000957749691984433,0.0949509526748662,51.3251133875223,53.0845740599991,0.109869539495428,1451,1485,1457,1899,1327,2251
"Lancl1:XM_011238435.4-10","Lancl1","XM_011238435.4-10",3528.57442415357,0.00253795900431604,22.4589392900128,2.14684026072258e-06,0.001159360991208,77.3683152879772,68.2544174964449,-0.450644911331054,3604,2345,3970,3200,5200,3470
"Atic:NM_026195.3-13","Atic","NM_026195.3-13",3178.47574162188,0.000240471750764577,11.6792973013379,0.000631993980593727,0.0737632275747233,68.7943738463725,70.8668257130406,0.105127194313482,2600,3023,2880,3750,4884,2718
"Tns1:XM_006495880.4-1","Tns1","XM_006495880.4-1",21.7862473014111,0.0644645665578272,24.2514622523122,8.45428751201082e-07,0.00053674666775617,3.18641400727913,8.15083063499847,2.71399164058151,5,37,6,3,57,30
"Pnkd:XM_006496167.4-10","Pnkd","XM_006496167.4-10",2281.36303965689,0.000517367409361066,11.9972768235427,0.000532783449756739,0.0664461309267291,61.8309331687398,59.7324751643163,-0.116986545460229,2207,1724,2318,2374,3474,2084
"Pnkd:NM_001039509.1-10","Pnkd","NM_001039509.1-10",2281.36303965689,0.000517367409361066,11.9972768235427,0.000532783449756739,0.0664461309267291,61.8309331687398,59.7324751643164,-0.116986545460227,2207,1724,2318,2374,3474,2084
"Pnkd:NM_025580.2-3","Pnkd","NM_025580.2-3",1740.65811125875,0.00100806050709501,16.1961676262447,5.71095351434299e-05,0.0142527719928725,52.1932029307923,55.709629050366,0.214137678564567,1475,1508,1609,1574,3067,1656
"Usp37:XR_373256.5-17","Usp37","XR_373256.5-17",213.924163609743,0.00233573637600851,18.4262104930063,1.76611904094076e-05,0.00598805199126108,18.4596469454551,21.6588847038487,0.470177485260194,170,202,187,229,238,282
"Cnot9:XM_006496171.4-1","Cnot9","XM_006496171.4-1",318.014310749046,0.00274284077796777,11.5738510661859,0.000668857502362862,0.0764407013217978,22.9121037966968,25.8111547718279,0.353666416334832,239,327,225,365,479,349
"Cnot9:XM_006496171.4-8","Cnot9","XM_006496171.4-8",9094.97081498808,0.00020920070032487,17.7442677350346,2.52677699413847e-05,0.00766626218997173,104.261766336084,102.417965761352,-0.0758974244257811,8529,8059,8323,10702,12181,8509
"Ptprn:XM_006496445.2-24","Ptprn","XM_006496445.2-24",4354.20154095527,0.000223765130720869,11.750303568344,0.000608333154237526,0.0721131179680011,77.5616260074196,79.7202723518298,0.101802364393475,3989,3602,3077,3672,8105,4891
"Ptprn:NM_008985.3-23","Ptprn","NM_008985.3-23",4354.20154095527,0.000223765130720869,11.750303568344,0.000608333154237526,0.0721131179680011,77.5616260074196,79.7202723518299,0.101802364393476,3989,3602,3077,3672,8105,4891
"Obsl1:XR_004935358.1-16","Obsl1","XR_004935358.1-16",89.2766717906054,0.00715255102508247,32.5284137321904,1.1746257345576e-08,1.53051684447039e-05,10.5960524115297,15.3317681363826,1.07463286827478,70,99,47,67,176,102
"Obsl1:XR_004935358.1-17","Obsl1","XR_004935358.1-17",101.414449218631,0.0223706340557825,19.2053197196465,1.17385813787523e-05,0.0044665003200956,10.9862708707321,16.5331338181141,1.19005363443296,82,99,45,70,214,131
"Obsl1:XR_004935358.1-18","Obsl1","XR_004935358.1-18",218.240611592709,0.0131104198919913,27.744086274222,1.38470841506724e-07,0.000120751422967301,16.4701313029036,23.7352955731854,1.07486549504077,158,258,155,128,452,217
"Obsl1:XR_004935357.1-20","Obsl1","XR_004935357.1-20",207.36980526385,0.015754428778734,22.3425467480867,2.28096583284322e-06,0.00120849668013237,16.1744361595332,23.0667629338425,1.04318705994385,154,240,151,119,432,204
"Sgpp2:XR_373543.5-2","Sgpp2","XR_373543.5-2",97.9636827618743,0.0396889045924916,10.8746802677259,0.000974878575003992,0.0959881106539201,16.1616938454908,11.567080920865,-0.974068310891578,86,17,149,51,148,150
"Sgpp2:NM_001004173.2-1","Sgpp2","NM_001004173.2-1",97.5820022463398,0.0386931397511359,11.2910900605883,0.000778799418400768,0.0839937796227388,16.1600196138688,11.5207571733774,-0.985419446291943,86,17,149,51,145,150
"Acsl3:NM_028817.3-11","Acsl3","NM_028817.3-11",951.9654598426,0.000751308183434957,11.1659020645719,0.000833144497946579,0.0877849143715569,39.7450091624407,42.212609378043,0.18782423230274,855,729,1012,1134,900,1170
"Nyap2:NM_001356399.1-7","Nyap2","NM_001356399.1-7",166.578227740716,0.00257233762202243,20.3311314364415,6.51321920481548e-06,0.00283436329252196,16.1217112146936,18.3897689257571,0.385297065049747,173,121,164,359,99,115
"Cab39:XM_036155674.1-2","Cab39","XM_036155674.1-2",207.561989321633,0.0259866177050719,12.6702754451598,0.000371514796695419,0.0522014392675864,16.3998117360933,23.0434754268904,0.999753602945423,172,173,149,129,309,342
"Cab39:XM_036155658.1-2","Cab39","XM_036155658.1-2",206.547242840363,0.0260661982580861,12.7300911768641,0.000359819001326484,0.0511418234778739,16.3500624197707,22.9950007880665,1.00240172947578,172,173,148,127,306,341
"Ube2f:NM_001355761.1-2","Ube2f","NM_001355761.1-2",82.7529456157696,0.0073193429145286,16.0969475340144,6.01809597123854e-05,0.0146920865185423,10.7679962221318,14.0747144315521,0.778492000551582,63,90,55,61,135,108
"Ankmy1:XM_006529591.5-18","Ankmy1","XM_006529591.5-18",11.634210663577,0.0599450198597637,11.2469637398443,0.000797533700516601,0.0851943137387403,5.7089178204258,3.82949654308641,-1.15338816832218,9,8,17,6,10,19
"Rnpepl1:XM_011247895.4-1","Rnpepl1","XM_011247895.4-1",1431.3122158921,0.000892342923970687,29.6773073900638,5.10286923894038e-08,5.40111741167153e-05,51.9228559574838,47.2905187058669,-0.30127169973542,1308,1221,1314,1956,1864,1243
"Rnpepl1:XM_011247894.3-1","Rnpepl1","XM_011247894.3-1",210.59815554458,0.00920884535600636,17.675159234689,2.62026256802468e-05,0.00787002277491202,22.5782730774589,17.3439426310777,-0.775674929173646,214,152,190,385,238,142
"Kif1a:NM_001110315.2-37","Kif1a","NM_001110315.2-37",427.920423777388,0.000829299573059999,12.0450241770117,0.000519308134553759,0.0652375022193087,27.0803446917554,29.4156638218127,0.24790307440681,455,302,400,551,593,365
"Stk25:XR_001785363.1-9","Stk25","XR_001785363.1-9",1550.12091341142,0.000429499154656134,13.3416702799364,0.000259573045370757,0.0413288441466375,49.6411948476788,52.2025441950127,0.163098147802669,1142,1479,1234,1376,2648,1799
"Relch:XR_001784195.2-15","Relch","XR_001784195.2-15",376.915535986786,0.00199312032734504,13.2028368232309,0.000279525688976118,0.0435037088427116,27.6245016303579,24.6655706415262,-0.337730912339005,447,307,406,504,287,330
"Gm7160:NR_151625.1-1","Gm7160","NR_151625.1-1",31.610629599021,0.0287860405952356,11.2395343617623,0.000800732421799222,0.0854545453555662,6.67074321108169,8.73502062881803,0.780167042357366,25,48,31,20,20,41
"Kdsr:XR_004934272.1-10","Kdsr","XR_004934272.1-10",1653.49811192946,0.000388999811504726,22.6743217552237,1.91915486834249e-06,0.00105160771395804,51.3005610619751,53.3425719979279,0.127296254021877,1222,1749,1360,1557,2068,2168
"Clasp1:XM_006529920.2-1","Clasp1","XM_006529920.2-1",248.348258437529,0.00199443952761753,12.0284952468351,0.000523933566769974,0.0656346134429956,22.5609223173915,19.9993596515523,-0.355393570901258,310,152,305,310,235,200
"Clasp1:XM_006529920.2-30","Clasp1","XM_006529920.2-30",180.810698255586,0.00231981079088935,16.6543054799279,4.48483960455221e-05,0.0118387615818022,19.6322325622698,16.6625726787672,-0.480797435436862,198,110,253,247,162,133
"Clasp1:NM_001359328.1-1","Clasp1","NM_001359328.1-1",239.515330642836,0.00251816091634193,13.9889606980735,0.000183887125786267,0.03247556770791,22.3285000727362,19.3918854104861,-0.415463939430679,308,144,300,296,219,188
"3110009E18Rik:XM_017312452.3-1","3110009E18Rik","XM_017312452.3-1",4.7555616313434,0.0979566947478736,13.062923928841,0.000301198869761649,0.045418905315632,4.09795164629918,1.32994839964687,-3.24812409538236,8,2,10,7,1,0
"Gm16083:XR_878516.2-3","Gm16083","XR_878516.2-3",643.032461239273,0.0197423334841696,11.4740749383679,0.000705737669618569,0.0787099247655736,32.1114677788322,36.1733957079198,0.363007928754801,652,549,649,887,440,713
"Eif2d:XM_006529165.4-15","Eif2d","XM_006529165.4-15",110.530220723592,0.0123604205957745,58.5529669270743,1.97891025082805e-14,7.27048382039062e-11,18.866743544621,10.3219983801232,-1.75778328639974,134,55,165,153,79,83
"Mfsd4a:XR_001783717.3-10","Mfsd4a","XR_001783717.3-10",66.6836004012514,0.00590403242354684,17.4876730922736,2.89176575948075e-05,0.00846025612431432,12.7641935708237,9.89486820087794,-0.739276032528194,53,35,92,73,68,86
"Mfsd4a:XM_006529345.5-9","Mfsd4a","XM_006529345.5-9",294.685760993,0.00185357785236383,141.122633690871,1.51260822977083e-32,4.23743960248288e-28,27.8176438369021,19.227884088768,-1.09392135629171,288,156,437,338,255,311
"Mfsd4a:XM_017319650.3-10","Mfsd4a","XM_017319650.3-10",65.148517359886,0.00605970556668664,15.5341717203795,8.10272163163931e-05,0.0182805626103468,12.5327822474743,9.84591547851136,-0.700451102749239,53,35,88,69,66,86
"Mfsd4a:NM_172510.4-11","Mfsd4a","NM_172510.4-11",50.068153071218,0.0120364623399147,36.4682461715282,1.55173702413218e-09,2.78211551751467e-06,12.2459292078103,7.31599515527267,-1.49314201440603,56,18,93,49,47,39
"Rbbp5:NM_001357487.1-4","Rbbp5","NM_001357487.1-4",28.3363886675744,0.0131813787601905,17.4700674574277,2.91866984269503e-05,0.0084732100191504,5.52721077590499,8.5992463882269,1.27837394536756,12,36,19,13,54,42
"Plekha6:XR_003955328.1-21","Plekha6","XR_003955328.1-21",146.067628550933,0.00519205276922077,53.1884602211655,3.03033785705605e-13,9.84258127765801e-10,13.5164227951509,19.6318113034378,1.09120614429631,96,117,121,91,267,219
"Plekha6:XR_003955328.1-27","Plekha6","XR_003955328.1-27",2305.1265754555,0.00602642382418676,16.767822629761,4.22435987261517e-05,0.0112653804361151,65.0276090519557,55.4841553553898,-0.536251662418373,2478,1230,3031,3160,1758,2348
"Plekha6:XR_003955345.2-1","Plekha6","XR_003955345.2-1",74.2304783876993,0.0425766402243399,20.3263648889585,6.52946448513732e-06,0.00283592611270849,8.49291232900839,14.8367114793652,1.62009517794633,54,107,30,36,104,119
"Plekha6:XR_003955357.1-1","Plekha6","XR_003955357.1-1",40.7667841847388,0.0584553844203294,11.9956280747646,0.000533255014793928,0.0664679539101844,6.45084772427623,10.9104811183721,1.52176018989548,29,63,15,26,49,64
"Plekha6:XR_003955341.1-1","Plekha6","XR_003955341.1-1",13.953826045399,0.0277503487608011,17.5192247878511,2.84417196064291e-05,0.00837603036288522,3.52475114324935,6.55518350551,1.79238164462628,6,19,6,9,22,24
"Plekha6:XM_006529534.4-27","Plekha6","XM_006529534.4-27",583.301643761423,0.00213887904915121,33.9140506514857,5.76012103732245e-09,8.32850326475772e-06,30.1599416407537,35.2076526054362,0.469523251607761,424,465,572,604,756,776
"Kiss1:XM_006529679.2-1","Kiss1","XM_006529679.2-1",2.96310689943921,0.127559861864782,12.7098447173049,0.000363735629858823,0.0514624632934207,3.35874648284181,0.751263389303944,-4.32181960055309,8,0,6,2,1,0
"Ppfia4:XR_001785571.3-26","Ppfia4","XR_001785571.3-26",4.35694363907273,0.0839083063596802,14.8281120306651,0.000117766867655965,0.023841992783181,1.12033460545376,3.95721247543358,3.6421247316814,2,5,0,0,9,11
"Ipo9:NR_151727.1-14","Ipo9","NR_151727.1-14",1324.14415884572,0.000311849262781616,16.1138444974832,5.96464049727707e-05,0.0146093276040028,46.8822574687346,48.9050069117451,0.13523797535078,1252,1140,1213,1530,1899,1193
"Camsap2:XR_004934125.1-14","Camsap2","XR_004934125.1-14",1340.90955572322,0.000543421953287712,18.3819215318725,1.8076494709325e-05,0.0060991239900461,48.5294324865378,45.5132185468311,-0.204719231388875,1561,912,1618,1968,867,1190
"Aspm:NM_009791.4-28","Aspm","NM_009791.4-28",479.319025075058,0.00159198918957574,11.4689984569632,0.000707668080079307,0.0787099247655736,28.1248612078506,30.8073226203886,0.273901655776106,518,549,430,569,259,528
"Aspm:XM_006529108.5-1","Aspm","XM_006529108.5-1",22.8485819003132,0.0218424475441433,12.3834695144716,0.000433151533689631,0.05788604035169,7.50947109392803,4.77318946119365,-1.30988298241243,38,10,30,36,2,19
"Aspm:XM_006529108.5-13","Aspm","XM_006529108.5-13",479.319025075058,0.00159198918957574,11.4689984569632,0.000707668080079307,0.0787099247655736,28.1248612078506,30.8073226203886,0.273901655776106,518,549,430,569,259,528
"Ivns1abp:NM_001359263.1-7","Ivns1abp","NM_001359263.1-7",10980.998964166,0.00125071561093619,15.3580517719739,8.89410829322264e-05,0.0195228725947013,112.223754640385,106.766529557532,-0.219593670765359,10571,9227,11957,16414,7397,11092
"Ivns1abp:NM_001359262.1-7","Ivns1abp","NM_001359262.1-7",4531.74980104384,0.00042643529403401,19.5092266050471,1.00114940391659e-05,0.00395715337495519,78.6561069859368,81.5006834805624,0.132765282307483,4072,4188,4484,5710,3916,5166
"Ivns1abp:NM_001039511.1-8","Ivns1abp","NM_001039511.1-8",12452.3984649293,0.00144308723083399,12.5627902034105,0.000393503779154867,0.0542369695312021,116.695938531684,111.439318918102,-0.208397018149977,11835,10414,13695,18487,8402,12742
"Ivns1abp:XM_006529089.4-8","Ivns1abp","XM_006529089.4-8",2431.02076972503,0.00327196442644486,28.8912720102558,7.65571050652068e-08,7.62552999443497e-05,66.3039452682255,56.7048447623501,-0.531520537963642,2460,1753,2651,4355,1421,2217
"1700025G04Rik:NM_197990.3-2","1700025G04Rik","NM_197990.3-2",1718.83634174467,0.0012125930710042,15.2235919963269,9.55028495896925e-05,0.0205407198945247,52.0863902602716,54.8433297245615,0.16903636973263,1514,1185,2222,2015,1597,1920
"1700025G04Rik:NM_197990.3-4","1700025G04Rik","NM_197990.3-4",1368.96497172574,0.000655961237383817,19.8400068274952,8.4201769449959e-06,0.0034435604300618,47.0710883302462,49.4187603241438,0.156047348447954,1186,966,1763,1653,1258,1505
"1700025G04Rik:NM_197990.3-5","1700025G04Rik","NM_197990.3-5",954.251720519728,0.000850217292027543,21.508023075797,3.52351410463087e-06,0.00176658907501373,39.5798775867355,42.3185165984701,0.208596844022384,814,679,1221,1118,888,1084
"1700025G04Rik:NM_197990.3-6","1700025G04Rik","NM_197990.3-6",7068.8132933664,0.00086857853373179,20.1882404436095,7.01830577130064e-06,0.00300256399853269,95.8496685863002,91.3610600614505,-0.193085624661363,7126,4610,9458,9754,5223,6704
"Rgl1:XM_036162813.1-18","Rgl1","XM_036162813.1-18",2708.6181470089,0.000220098174283191,10.8472798017284,0.000989409918429633,0.0968877159483575,65.8531708783938,64.2233631774421,-0.0866664086253248,2928,1769,2835,3546,3136,2502
