"","groupID","featureID","exonBaseMean","dispersion","stat","pvalue","padj","WT","KO","log2fold_KO_WT","genomicData","countData.1_C1P_S1","countData.2_S1_S2","countData.3_F6_S3","countData.4_S2_S4","countData.5_F8P_S5","countData.6_S3_S6"
"Lypla1:1","Lypla1","1",1957.94339845228,0.00016123615353787,14.1312946701667,0.000170483813355682,0.0352942909203034,64.1443392629283,65.4978768755282,0.0633901860187276,
