"","baseMean","log2FoldChange","lfcSE","pvalue","padj","10_S2_Diff_S10","12_S3_Diff_S12","2_S1_S2","4_S2_S4","6_S3_S6","8_S1_Diff_S8"
"Gm51888",48.5367785080964,0.720095209440671,0.4081759268042,0.00718702978994272,0.0286892875814409,57,49,17,22,23,48
"Il9r",118.236711711734,0.670455204245534,0.438492514856589,0.0136881315327451,0.0476284845759067,110,191,49,56,65,159
"Snrnp25",8050.76470037387,0.467411171860076,0.22017353880501,0.0124055824090759,0.0441876435427065,7543,12475,6375,7339,5512,13012
"Mpg",8626.56303075526,0.583231135149086,0.154061073421592,3.74302667114416e-05,0.000408543433934513,8301,13655,6799,7437,5695,13565
"Nprl3",7189.00324719896,0.279859459547133,0.117219483837764,0.0124861473960616,0.044406720615335,6376,10473,5773,6562,5552,8292
"Ubtd2",5788.3839838526,-0.404751791411141,0.139038927586866,0.00187062576056538,0.00975750039136702,3848,6275,5842,6655,5163,4536
"Stk10",5301.10391491348,0.378800203553356,0.110641312262937,0.000358368088371896,0.00255078765956222,5022,8263,4241,4813,3785,6048
"Npm1",211364.971735421,-0.678614666497057,0.228882228857982,0.000411056895114438,0.00286103397690239,124981,216089,273450,283950,235325,167406
"Tlx3",562.413726643142,-1.16066245277847,0.360762914974695,2.21856511613634e-05,0.000264024358230776,248,346,623,585,588,150
"Ranbp17",4213.59177685408,-0.34389821327323,0.142447164765699,0.0097499615814927,0.0364758152368101,2916,5173,4340,4568,4089,3328
"Spdl1",8284.99675092417,-0.924548067794746,0.216428743233194,6.92773245272411e-07,1.43120809656327e-05,4701,7169,10303,11499,9378,5144
"Mir218-2",157.392146963385,-1.32023904371666,0.341766958684069,1.41141576237758e-06,2.6248519952292e-05,65,125,265,243,245,105
"Pank3",34374.150943278,-1.54187601290883,0.289695005631933,1.4843909388539e-09,6.3914155229625e-08,15966,20696,50447,53922,44322,13995
"Hmmr",34748.3630798234,-0.293169629890598,0.125070647448291,0.0135627235839084,0.0473038461485374,25799,44782,38277,40228,33907,32273
"Nudcd2",22775.2938205305,-0.308582520555361,0.10053328127142,0.00150332479302235,0.00819210436197654,16434,29329,25068,26364,22527,21816
"Ccng1",6042.48861033913,-0.398593844123492,0.134850988399462,0.0016598867074432,0.0088700724690052,4663,7757,6842,7549,6613,5235
"Ccnjl",3781.07155238565,1.72741792683244,0.219175899596231,9.15322589173804e-17,1.31461639536887e-14,3275,5243,930,1142,895,3381
"Pwwp2a",7565.37632356993,-1.049630579914,0.284756030457675,5.10884575852871e-06,7.80243166136843e-05,3843,5789,9379,9682,8554,3566
"Rack1",385280.470159756,0.550328608922683,0.200487571999957,0.00161856781179701,0.00869581051641596,373057,603986,300269,335035,259757,631706
"Irgm1",2461.53702032213,-0.375559904092012,0.152773015164353,0.00780091741442311,0.0305523790181244,1675,2924,2842,2831,2384,2244
"Zfp62",10938.8987520287,-1.26822312517257,0.380646871752685,1.17662887590602e-05,0.00015566391734305,4293,6403,13533,13878,12614,4545
"Cnot6",44209.8598128282,-0.772055503444193,0.23242122808965,7.30522580735982e-05,0.00069819179559949,27741,42402,55498,57884,47346,25416
"Gfpt2",2627.71943201769,0.572877017207626,0.137986265095578,8.65966253302592e-06,0.000120334303283645,2593,4259,2004,2141,1774,3552
"Rasgef1c",634.873452146887,0.47297411518784,0.184174953105728,0.00390399675777966,0.0177384416064749,573,929,468,446,469,838
"Mrnip",4194.34071010143,1.0575202251584,0.176899516503621,4.28549640060977e-11,2.58744239014323e-09,4259,7003,2371,2678,2060,6464
"Sqstm1",114672.803452841,1.47007094013631,0.193840161548969,5.65724377541353e-16,7.41417154541539e-14,129520,221739,51730,63540,49276,195483
"Gm36556",610.265626667288,-0.459438493120326,0.218035087713223,0.0133501894824329,0.046765807426852,389,539,619,592,598,430
"LOC118567936",68.6869360707409,0.606636220153472,0.278809365800254,0.00538014660073901,0.0229487986311831,97,116,71,55,40,115
"Hnrnph1",94871.0302535454,-1.01821424753975,0.291124872202834,1.19551789060751e-05,0.000157902721199367,53222,77103,125905,133844,117323,51615
"Zfp354c",3274.5928286048,-1.0098961142561,0.286268433663704,1.09671378573695e-05,0.000146758081513198,1630,2633,3833,4167,3440,1358
"Zfp354a",398.833397646976,-0.600735132810335,0.227517683749371,0.00167354322523933,0.00892485449899375,273,484,525,572,433,281
"BC049762",169.935488490647,0.948658521722911,0.306727595876644,6.84751704870049e-05,0.000664133140583721,198,294,126,69,112,308
"Clk4",9229.65319026499,-0.56101749903545,0.272055956690924,0.00887194196792311,0.0338616219740407,5980,8825,10554,10436,10153,5785
"Rmnd5b",5328.00620898265,0.485030247516809,0.161670493425844,0.00101622895899397,0.00595897791978317,4941,8131,3900,4472,3661,7042
"Sec24a",9217.89437995456,-0.647453569831595,0.193106058720961,0.000133255959857409,0.00114518205829919,6326,9314,10255,11701,9727,5480
"Mir3061",38.2537341320595,-0.642254608532344,0.366171920164707,0.0108125326821831,0.0395893133949184,14,27,37,41,41,26
"Hspa4",96752.8067862507,-0.319554667343205,0.0836894997310366,9.29852602055015e-05,0.000850701536321623,68287,116599,103394,109836,89495,89224
"Zcchc10",3933.77932072306,-0.409334363551012,0.119167925128335,0.000310360537672743,0.00227232895057952,2767,4841,4477,4904,3913,3561
"Aff4",58587.8084329654,-0.531182500977799,0.215759907500994,0.00392939728409223,0.0178268134249524,38985,59029,63505,66517,55707,34441
"Uqcrq",56831.5938163242,0.532535440204221,0.158992190793432,0.000249954642824609,0.00191567942448437,52908,86242,42137,48346,37154,80741
"Gdf9",164.063553505792,0.91591677633289,0.308412221163373,0.000119260627127321,0.00104539810460928,194,261,93,100,66,189
"Sowaha",16.0701644140162,1.68685455355287,1.12084626970987,0.000130841775977932,0.00112720673807776,34,10,1,0,2,12
"Gm19835",41.1328006405781,3.51707435952372,0.763318252600699,4.68697784149181e-11,2.80003528086159e-09,73,94,2,10,0,69
"Septin8",41773.1954424091,0.627526242591995,0.0974339201831872,2.44058493398465e-11,1.52311385359298e-09,42838,72812,33508,36036,28135,59540
"A430108G06Rik",61.838093921763,2.40310938448393,0.411558605713073,2.88203893684778e-11,1.78269836185136e-09,103,169,24,14,12,124
"Rad50",16339.9365254664,-0.499452188366176,0.232082573049811,0.00993553139513786,0.0370537955219421,10822,16927,18694,19240,16585,11627
"Slc22a4",821.048462411615,0.437189883203019,0.129977693888853,0.000362245150155853,0.00257488764529427,775,1149,615,642,509,852
"Pdlim4",51.9583232719415,1.44004970603672,0.502256537932598,4.07190703838924e-05,0.000437193132042928,60,69,8,15,19,53
"Acsl6",8444.8521397333,-0.27087810108979,0.108035408051962,0.00918014751865763,0.0348098577429895,5984,10880,9383,10176,8254,9184
"Fnip1",12812.2580342522,-0.817353973843688,0.24220966301104,4.71604826997279e-05,0.000491260885112069,7581,11186,15268,16058,13222,6657
"LOC115487771",69.9053660523708,-1.35708201900208,0.37860213535071,4.05750472294113e-06,6.47995556247926e-05,21,43,96,96,83,37
"Rapgef6",12227.4844148055,-0.707651347850549,0.195954783166802,3.6333462745369e-05,0.000399306278987234,7455,11510,13979,14439,12451,7247
"Hint1",63797.7487723474,0.517244988143027,0.181956707840049,0.00142767580921357,0.00785479770150804,60276,106371,50018,57114,44036,96605
"Gpx3",16.796969773394,3.56824084187072,0.913335184534646,1.74576121406188e-09,7.3136697903684e-08,34,61,2,4,0,51
"Tnip1",11465.5831835811,0.700198964533233,0.135403901752635,3.02203736167414e-08,9.51488009563739e-07,9980,16774,6148,8073,6398,12888
"Gm2a",9390.00231150933,0.550097207538423,0.153043571168185,9.33658226005583e-05,0.000852323872055336,9624,16672,7066,8396,6711,12534
"Atox1",15404.3954535942,0.430043040353111,0.151833775747357,0.00216912529698375,0.0110345435110268,13997,22430,12007,14329,10683,22280
"2010001A14Rik",1704.4482610689,0.675572162112683,0.166727848902641,7.44408171774108e-06,0.000106389836527084,1463,2665,1148,1103,960,2111
"Larp1",109960.430840395,-0.345399247394361,0.104640266151095,0.000616242298299293,0.00396417971917761,81652,138732,119596,131222,108353,97175
"Mrpl22",7555.0441118843,0.353317308716645,0.152934560580514,0.0124308542892445,0.0442562843770026,7045,11925,6372,7090,5721,9958
"Gm12250",175.656879108085,-0.509502874206154,0.236569551209926,0.00941365747758581,0.0354707967021558,109,197,183,185,216,120
"Irgm2",1418.9044757853,0.96315188665605,0.290300773078383,2.90167874206779e-05,0.000330321941055481,1620,2778,901,914,713,2106
"4930438A08Rik",116.344380202138,1.43857947424118,0.421575573191426,6.94449490676655e-06,0.000100496282746713,124,246,54,49,35,181
"Zfp692",4241.57956419176,-0.473989489325159,0.173245640538841,0.00240553793004798,0.012024685341039,2779,4338,4392,4574,4215,3084
"Sh3bp5l",14311.2542891308,0.751708792954628,0.164260796384608,4.43578518889629e-07,9.73968373046768e-06,14289,24373,9780,11112,8478,20822
"Trim17",455.878318695972,0.608743713158362,0.194348272669076,0.000353069138194352,0.002524209600681,420,557,257,289,233,457
"H2aw",291.880838979404,0.550509894500794,0.216775474280402,0.00288986637085349,0.0139400984427023,272,325,171,210,142,332
"2610507I01Rik",172.779482673581,-0.46871962132991,0.201578382177944,0.0075691403223642,0.0298733866778948,92,216,232,203,148,145
"Mrpl55",5287.9189910924,0.464736028817999,0.166477732455209,0.00212405536355191,0.0108500163016614,4836,7994,4292,4875,3671,8303
"Jmjd4",7901.10911838411,-0.306850843496254,0.128175433741697,0.0114594996451899,0.0414610923126281,5656,8950,7749,8659,7004,6382
"4933439C10Rik",1372.84558327883,-0.563316068435361,0.226430274420639,0.00310675608808692,0.0147733390792378,840,1074,1301,1323,1198,689
"Pld6",77.996097189771,-0.665892577647787,0.290793551732681,0.00297727408310061,0.014279611218787,37,68,82,97,88,58
"Gm16062",135.751234801422,0.62513411407884,0.301725040560898,0.00617857358824419,0.0255737084820677,110,246,91,102,74,217
"Nt5m",5074.33925996862,0.516174728468427,0.200007647193031,0.00307089268958409,0.0146448826035681,4726,7940,3874,4360,3312,7611
"Med9",10601.6124029848,0.487326614952855,0.149822367958378,0.000433745378236348,0.00298045681604733,9818,16387,8549,9051,7027,14697
"Drc3",128.856916368918,0.476154780507196,0.233082980858523,0.0142537399137815,0.0491955577965487,116,155,81,83,80,153
"Gid4",11514.7874748826,-0.430121062261114,0.168737556246332,0.00495031694906961,0.0214646807495948,7603,12647,11735,13397,10727,8559
"Myo15",507.941405186978,-0.587671591072847,0.273189988346944,0.00630369403721552,0.0259485984032925,234,362,423,373,376,168
"Mief2",2872.97299984261,0.517610293015758,0.185282892933646,0.00165214894942547,0.00884450123066188,2825,4471,2198,2446,1866,3971
"Dhrs7b",7819.1881380832,0.422119007747946,0.175429059243004,0.00752162292492701,0.0297194104226106,6961,12119,6222,7222,5569,11551
"Kcnj12",5802.57134755654,0.47042844182875,0.203881638366262,0.00785453727370268,0.0307164849109048,4281,6823,3909,3841,3094,7296
"Usp22",21137.4856323353,0.436123903698335,0.165138625895952,0.0037286642821033,0.0171011289001365,19044,32023,15758,17460,14258,25734
"Aldh3a2",7189.47460429788,0.480167057934441,0.151354060693604,0.000588950101297634,0.00382437024372701,6924,11979,5478,6017,5094,8717
"Slc47a2",226.321459756621,1.84909462420212,0.182200147318184,1.38832678828302e-25,5.10733761815905e-23,271,435,89,92,73,381
"Slc47a1",183.351103736166,0.588639045149063,0.328968216722489,0.0133887339166974,0.0468538654037428,219,339,150,154,115,328
"Rnf112",530.231259793425,-0.623687938713613,0.302487635485443,0.00636593232735884,0.0261585802415026,232,445,544,562,460,296
"Zswim7",1837.90217123205,0.620195789433981,0.144207769730949,3.47231667239719e-06,5.67948582710583e-05,1762,2778,1247,1522,1213,2692
"Ttc19",2850.12288842381,-0.363679005673737,0.154596918008864,0.0107656076175577,0.0394864485101569,2051,3144,2883,3141,2823,2319
"Ncor1",33639.8841000863,-0.449202340055406,0.162580647887022,0.00247312352062838,0.0122801153455024,23455,38286,36432,38917,33027,24428
"Ubb",667993.838182802,0.584247965699775,0.20627833181615,0.00104394506188545,0.00609253659968714,598507,1001273,466525,526141,411100,1006344
"2410006H16Rik",6371.48310525833,0.933402068769432,0.137785952710777,3.93538438032673e-13,3.45276464732515e-11,6706,11360,4226,4573,3656,10031
"Zfp287",2280.619121884,-0.544772295485809,0.246768271722781,0.00692833278874781,0.0279116638323252,1352,2106,2222,2390,2213,1251
"Trim16",2789.151062993,1.33188106386969,0.234703867989442,1.8191599763852e-10,9.4420706794112e-09,2868,5124,1207,1504,1111,3904
"Gm46284",42.0631185505559,-0.722550081762974,0.337667745303982,0.00318639647286834,0.0150855706362157,18,40,54,68,40,32
"2810001G20Rik",433.457275857252,0.447863931373168,0.163728440914614,0.00269872933343287,0.0131726385923542,376,680,335,373,274,549
"Zkscan6",2024.5992059007,0.505594981686432,0.145551482625411,0.000181671584473283,0.0014759672432469,1812,2990,1563,1698,1267,2785
"Stx8",4196.10435235537,0.321950644644484,0.138266794733717,0.0130636208679384,0.0460156334587267,3729,6733,4041,3976,3213,6033
"Myh10",30867.9611821488,-0.466989583202295,0.13729953564187,0.000280451694162752,0.00209206388292378,21444,35890,32723,36961,31241,23169
"Rnf222",286.79859723267,0.650452631988699,0.155313553128651,4.80443674961771e-06,7.44598922414884e-05,228,445,178,172,171,321
"Rpl26",41328.2249829561,0.409844945301646,0.149331111895316,0.00305551168973465,0.0145847995952756,36471,67625,34894,39288,30017,60465
"Ctc1",8509.20373184797,0.437180581892838,0.151398247568724,0.00177797190280546,0.00936976447095442,8160,13498,6832,7475,6211,11263
"Borcs6",2575.67407658065,0.372466236386937,0.15876138546232,0.0106191148268407,0.0390653015445655,2446,3858,2346,2248,1840,3514
"Vamp2",9631.84745803053,0.460363345413994,0.194019236196925,0.00696599122086642,0.0280149347737529,10214,16620,7926,8961,7185,13495
"Per1",5943.49056052155,1.16693082802089,0.137712884826339,3.34808898623242e-19,6.75058441849111e-17,7184,11401,3623,3801,3254,9493
"Gm32483",531.964790118072,-0.639040565749626,0.317483119117835,0.00653479337289599,0.0266955157288634,254,493,674,570,486,300
"Naa38",6140.85275740995,0.410492981676293,0.157505303027947,0.00455687241438045,0.0201079666786918,4911,8676,4792,5125,4200,8768
"Kdm6b",22735.7660838037,0.742242162651229,0.121783646592456,1.10393076328697e-10,6.11423060652439e-09,23919,38709,14840,16676,14132,26988
"Gm51903",339.220630379013,0.76297609461079,0.240057993556954,0.000126817192103861,0.00109930950856794,381,570,290,176,191,468
"Dnah2",84.3142565371821,1.14811981469791,0.35502034268295,2.15512602981585e-05,0.000258233358395478,71,104,43,31,22,115
"Efnb3",286.008291210641,-0.973299614552502,0.371537651887644,0.000285805655491374,0.00212670645493209,174,155,334,363,288,99
"Atp1b2",651.884126624714,-0.955434065338805,0.345959870937276,0.000198032322647709,0.0015825227795731,348,404,771,721,706,272
"Shbg",1082.63627876475,-0.295468859371056,0.123405824388536,0.0117970112005694,0.0424307938018423,808,1239,1123,1177,1135,1073
"Mpdu1",3879.24812275588,0.370704431355479,0.159127091709156,0.0111499752627408,0.040607917302989,3220,5596,2916,3476,2625,5005
"Gm25835",39.0234148560177,-0.858901983799696,0.508229998125144,0.00437902957089426,0.0194378612536284,17,23,47,55,33,12
"LOC115487892",56.5024845902468,-0.88570459489389,0.416051256007934,0.00154232220170425,0.00836548221612427,27,53,92,57,72,23
"Slc35g3",5.32799507688852,0.711233442294092,0.884173346932216,0.00419146664911967,0.0187961642783127,8,10,0,0,1,10
"Zbtb4",1882.08544064396,-0.485357053943224,0.132549416371263,9.80528829554749e-05,0.000888151577837301,1314,2170,2012,2258,1797,1289
"Nlgn2",4564.25067426379,-0.546168109283416,0.141343484028834,3.31188620749777e-05,0.000369792022816937,3151,4875,5050,5644,4842,3567
"Elp5",14875.9432034824,0.452647509489649,0.123568388751865,0.000111819448294416,0.000991015220323588,13887,23685,12368,13583,10602,20935
"Gabarap",16091.9010472483,0.354962192786794,0.14351191145035,0.00802100168409067,0.0311868451027343,14336,23536,13305,14804,12034,22305
"Acadvl",8865.78345003865,0.529408961836518,0.152814782336813,0.00016782033500083,0.00139091881606024,7931,13563,6967,7404,5985,13533
"0610010K14Rik",9423.00008297211,0.394809410824683,0.141899336840822,0.00288255410495364,0.0139144284131613,8579,13780,7652,8733,6575,12938
"Alox15",266.567758287562,-0.879944628318328,0.352265316784266,0.000595949348059402,0.00386050722256954,134,197,304,312,300,121
"Mir7115",95.6804315611668,-0.643400590834723,0.254733305151574,0.0018214998927462,0.00955592475631599,55,84,89,113,102,55
"Vmo1",91.7790529235616,0.803760542036739,0.364156615955778,0.00182383076876413,0.00956575972741745,86,144,61,64,32,164
"Psmb6",40472.1955933732,0.48230711284754,0.229545653664937,0.01214386859677,0.0434399148082001,37433,63125,30569,36481,27451,65350
"Rnf167",6071.18494662061,0.360556613695404,0.142114673076433,0.00660623459549533,0.0269191864036031,4896,7532,4092,4658,3926,6573
"Inca1",144.18660857056,0.858802060034582,0.241579493757071,1.93383568264889e-05,0.000235348812707281,115,221,77,68,78,187
"Gm12320",21.5031116642633,0.839547132695046,0.485578939539951,0.00444017349185872,0.0196638058282386,20,40,12,5,8,20
"Rabep1",11159.2432520048,-1.03259855022365,0.268491802453901,2.8155850209299e-06,4.74979905904095e-05,5954,8846,14016,15137,12841,5716
"Rpain",1355.11042049129,0.366881705270133,0.158401515231128,0.0116973928135199,0.0421665170889976,1201,2337,1108,1305,1044,1804
"Dhx33",10381.549697335,-0.603582838259399,0.187581337982153,0.000272422351591847,0.00204642836890472,6567,10547,11796,12653,10492,7195
"Mis12",7207.14632319381,-0.460120095970573,0.131472482658328,0.000201339820220008,0.00160589375815646,4674,7739,7571,8075,6550,5384
"Aipl1",153.139864799562,1.25484215645548,0.238523418752872,1.9089080900526e-09,7.92631559214117e-08,202,279,86,93,83,285
"4933427D14Rik",2455.670062819,-0.57161483727312,0.169710871497218,0.000191611472266788,0.00153942565592424,1505,2573,2689,2825,2425,1686
"Med31",1762.75430749556,0.43560017581605,0.119633667847335,0.000130092867201426,0.0011235244367161,1568,2634,1329,1537,1162,2144
"Ube2g1",7335.16593074482,-0.408524468657965,0.160174279055931,0.00536968745260855,0.0229181714214836,5486,8827,8118,9057,7016,5471
"Gm46287",54.1318884456591,-1.64527829753389,0.549051830901639,1.88994462590104e-05,0.000231114479161857,9,8,59,85,61,30
"Cyb5d2",723.667088795561,0.332681526609504,0.143374805811472,0.0129250175151469,0.0456273612019635,495,997,562,562,457,872
"Atp2a3",3917.8989303952,1.21977826843307,0.16506188333404,1.9871796186588e-15,2.43679353354716e-13,3807,6202,1599,2012,1629,4469
"P2rx1",73.0930266523045,0.807987645285184,0.555197605260653,0.0077562906245064,0.0304572393455571,46,85,12,25,21,80
"Camkk1",2529.8478414853,-0.843775828696144,0.170270897799675,3.88623023453764e-08,1.1844529329654e-06,1399,2504,3414,3618,2924,2086
"Shpk",1001.21109891191,1.60444689299167,0.178537798404803,6.3082773044105e-21,1.45360732743059e-18,1137,2015,409,548,345,1542
"Rap1gap2",16035.7802929141,1.46408445992275,0.177793386782546,3.12207511607272e-18,5.59545240247255e-16,17360,27444,6016,7549,6200,19813
"Pafah1b1",17548.7102659708,-0.507223937399024,0.150743192721428,0.000267230393251063,0.00201711811234036,11990,18430,20085,21482,17324,14409
"Mettl16",9105.71852778488,-0.326886068738069,0.108455287685943,0.00172058059686298,0.00912003400799286,6029,10296,8897,9855,7710,7329
"Mnt",8581.95172074092,0.744889321472992,0.14680256307102,3.82646771807413e-08,1.16963850700141e-06,8953,14582,5953,6476,5340,11860
"Tsr1",18943.2531688181,-0.387046461571693,0.148994780283735,0.00508929507995725,0.0219457705035677,12770,22411,20753,22845,18500,17177
"Srr",1984.8850586439,0.48018080229719,0.125199226368158,5.05618855746631e-05,0.000518197545755186,1656,3286,1453,1662,1263,2303
"Snord91a",14.8626908535038,-0.871999319356431,0.642210060693783,0.00610305562936954,0.0253376847156711,3,6,16,28,21,9
"Rtn4rl1",6296.53342822993,-0.717190538282285,0.318255891797702,0.00248882009457085,0.012343441003561,3474,5736,5127,8776,6788,2535
"Smyd4",5805.74412958799,0.360021285016545,0.12531610888366,0.00245165735222804,0.0121920805809462,4939,7873,4171,4982,3872,6573
"Serpinf1",585.642125950027,0.723747006338979,0.410236800082419,0.0070606719088163,0.0283088392458832,313,572,180,151,154,397
"Rilp",73.3434693326321,0.657315038591825,0.251391085094023,0.00131992265108986,0.00738459393561985,76,121,49,41,48,86
"Slc43a2",1561.70548018058,1.74753969233889,0.160944440483928,6.85143684915652e-29,3.42066141166579e-26,1560,2486,524,528,414,1731
"Inpp5k",1296.64276825837,0.491056211724911,0.126872920812788,4.18406826685347e-05,0.000446492251845549,1116,1938,954,1040,814,1584
"Crk",15409.5354892564,-0.461910875111402,0.112318258704764,1.71913247369673e-05,0.000214631227276943,10309,17468,17334,18259,14634,12843
"Doc2b",15.9578872286973,1.05822055067899,0.731875205921574,0.00231759373327476,0.0116624965186077,16,28,3,8,0,24
"Trarg1",30.1018338926766,1.04297130369469,0.688687735068956,0.00245190537507034,0.0121920805809462,40,75,10,10,12,64
"Cpd",19095.7180755166,-0.519335357251695,0.203097256227016,0.00322736995970151,0.0152317624769257,13790,21780,22067,23319,20433,12565
"Nsrp1",3804.95338398868,-1.20354570842263,0.26989151722555,1.18636270230507e-07,3.14126365784327e-06,1677,2458,4678,5151,4560,2177
"Efcab5",185.007662733507,-0.798794224536366,0.379336020152561,0.00238690042340173,0.0119510303195585,103,139,246,191,219,84
"Ssh2",7032.56100907693,-0.432973500466561,0.160543155272437,0.0032126592559499,0.0151828379396019,4731,7967,7256,7602,6472,4548
"Taok1",20882.9677219747,-1.19857721235821,0.3410434105252,6.77901073119572e-06,9.84411883811933e-05,10148,13590,27947,28515,24508,9395
"Nufip2",12597.4455520004,-1.04240315601045,0.246123768561845,5.01174244618329e-07,1.0822989428838e-05,6672,9924,16261,16528,14146,6617
"Myo18a",16398.1976158164,0.350861657519628,0.110188973519589,0.000910295368676737,0.00546307486713866,11841,20127,9944,11565,9964,14731
"Gm29932",6.27022955399589,0.814854237667826,0.933088232427419,0.00269492210184715,0.0131632475084167,2,2,0,0,0,10
"Phf12",14143.29274976,-0.409404761409959,0.0906275207674448,3.37031905785961e-06,5.54727004115056e-05,9955,15490,14369,16064,13239,11296
"Eral1",3761.38089794674,0.343939618650705,0.144467575910679,0.0106578835056127,0.0391735598999461,3365,5757,3192,3674,2763,5211
"Nek8",1152.23582099508,0.443202454958071,0.121651189566892,0.000125325064420693,0.00108997979089071,926,1621,817,899,760,1403
"Ccnq",1972.00547985562,0.6197308912956,0.133760391086153,7.44799282875255e-07,1.52516564088e-05,1782,2839,1326,1405,1133,2362
"Gm30470",31.4198036934922,0.791989395829932,0.395975615146494,0.00314165003744206,0.0148976163806247,37,69,20,24,16,53
"Nf1",4429.10398194986,-0.731604784339232,0.26637032736147,0.000600115887525256,0.00387939595928719,2501,4258,5201,5352,4944,2533
"Utp6",9042.05417883632,-0.435464793599905,0.11047950790805,3.92031089715441e-05,0.000423518800630762,6080,10781,10266,11096,9217,8484
"Suz12",15141.7661179298,-1.00865787270763,0.310769361284482,3.16173531781794e-05,0.000355869178096213,8672,11421,19798,21485,17571,7630
"Atad5",6932.35260663959,-1.07721951678721,0.294632796705773,5.27515287287423e-06,8.00975239618391e-05,3818,5216,8908,9505,8402,3345
"Rhot1",11999.7856242989,-0.274968576677548,0.104882431359642,0.00656439736381526,0.0267851426973812,8976,15053,12338,13271,11077,10101
"Rhbdl3",1034.18263181554,1.29395044304804,0.194572747026968,3.89472493548749e-13,3.4314490408503e-11,1208,1907,361,631,556,1454
"Zfp207",25717.034140549,-0.568690611406247,0.128748753347453,2.71026579525924e-06,4.60174602921385e-05,15915,27697,29928,31016,26618,21726
"Cdk5r1",937.068481977418,-1.03312177109528,0.210795362391655,2.0697405880504e-08,6.82396075327497e-07,436,767,1035,1183,948,436
"Rffl",372.238253839465,0.676971848277232,0.167976330902598,8.09494961401082e-06,0.000113464571160557,363,624,232,281,213,416
"Slfn9",1837.49248809981,-1.41406677985532,0.637354043326678,0.000221613418818043,0.00173395961910281,532,757,2564,2476,2500,465
"Slfn8",549.049813661286,-1.700611983016,0.504105541839157,5.64508200683667e-06,8.4250337794561e-05,180,217,691,761,727,122
"Slfn10-ps",609.005212640782,-1.54608416534338,0.365995067851251,2.79420856066113e-07,6.56122724619298e-06,217,277,704,759,666,182
"Rasl10b",5133.10357631419,1.56283796742461,0.291790762770733,1.26347382246356e-09,5.51953803817465e-08,6236,10437,2264,2513,2035,9071
"Mmp28",2080.8022223483,1.69288406516105,0.177246219826452,4.00217814930866e-23,1.25256229272915e-20,2585,4111,863,955,823,3423
"Synrg",10875.2726536839,-0.430138493407953,0.100846904646775,9.94716707303985e-06,0.000135179615265439,7178,11860,10944,12132,10037,8462
"Lhx1",1981.0316854501,-0.253550096170607,0.0949665298571893,0.0059666515629747,0.0248786471712103,1253,2353,1877,1987,1696,1708
"Mrm1",2309.80886501918,0.498766181673071,0.160582290457156,0.000676106611373597,0.00427283891919619,2287,3699,1781,2015,1702,3288
"Pigw",1024.79780871629,-0.395192600393035,0.166583292834433,0.00913206254577032,0.0346588632619471,726,1272,1125,1236,973,769
"Gm32917",389.146643944392,0.582540741909175,0.177894682081144,0.000251083764510287,0.00192157637255878,386,631,332,360,234,651
"Usp32",5315.51805629981,-0.74610033488307,0.182941173436947,4.36610623166447e-06,6.89404228703104e-05,3233,5348,6455,6472,5526,3132
"Bcas3",4477.41277302448,0.498349394921491,0.123006012738485,1.91168638370079e-05,0.000233194600231657,4183,6749,3302,3596,2987,5388
"Tbx2",21643.7493826584,-1.05097063514114,0.179337925785952,9.00453763758357e-11,5.10313918168891e-09,11417,16313,31066,30267,24102,16009
"Brip1",5205.18809941055,-0.712067821000147,0.196666690663328,3.41593442623674e-05,0.000379389454363126,3298,4812,5992,6474,5383,3226
"Brip1os",5951.18885666108,-0.284274012449452,0.0844953587700637,0.000572742729552258,0.00374605187023746,4164,7339,6137,6662,5601,5644
"Ints2",8834.58561514754,-0.542339210421424,0.13712732089141,2.32689761727209e-05,0.000274733762030284,5338,9137,9157,9750,8243,6059
"Med13",13577.2766443351,-0.851108972018243,0.274034513236172,0.000102101331602191,0.000921448399108466,8120,12133,16723,18041,15522,7109
"Rps6kb1",6666.4056435589,-0.893283128722189,0.228075773875358,3.80505070828831e-06,6.11403128751705e-05,3739,5694,8525,8959,7539,4381
"Ptrh2",4132.46811130168,0.276366842923725,0.0944530963599238,0.00258765354477219,0.0127222760094556,3636,6239,3593,3915,3211,5095
"Ypel2",907.522840293781,0.772830439997651,0.250855026839655,0.000167004398900713,0.00138592311876828,941,1476,523,516,462,882
"Ska2",2694.92152729191,-0.545967681319695,0.213474044337402,0.00281670289905399,0.0136468214164194,1875,2744,3046,3268,2674,1710
"Mir301",10.8694838491411,-0.915667039786135,0.664070089714187,0.00484201827482596,0.0210822843033276,4,5,19,14,14,3
"Trim37",16625.0606983965,-0.270945880670161,0.0840621269501906,0.00097184678118795,0.00575830888802773,12778,21285,17756,19909,15480,15603
"Ppm1e",3635.18451250875,-0.491959898734827,0.187093840246344,0.00301128605618779,0.0144130694618128,2446,4116,3830,4167,3803,2423
"Gm33937",105.378707588833,0.574468322338519,0.23671060312058,0.00343848263141962,0.0160232460295792,108,171,105,87,58,191
"Rad51c",2716.63134366112,0.489876101119634,0.153055605055587,0.000512592211212751,0.00341874875220107,2445,4696,2088,2183,1822,3173
"Supt4a",7778.27504711351,0.384380534561869,0.16567365506192,0.0108811933077003,0.0397712641570801,5951,11122,5454,6797,5227,10265
"Mks1",2335.09752351124,0.554805950714394,0.258397829351029,0.00757129514616749,0.0298762679563391,2056,3417,1438,1594,1314,2842
