"","groupID","featureID","exonBaseMean","dispersion","stat","pvalue","padj","WT","KO","log2fold_KO_WT","countData.1_C1P_S1","countData.2_S1_S2","countData.3_F6_S3","countData.4_S2_S4","countData.5_F8P_S5","countData.6_S3_S6"
"Adgrb1:288","Adgrb1","288",60.3466573933834,0.0187231741055069,19.033661051322,1.28432738548884e-05,0.00601908423855451,13.0333284282802,8.60303353408437,-1.20030788944949,12,86,20,98,51,94
"Adgrb1:293","Adgrb1","293",97.2312058787743,0.0220842201868705,13.857890366125,0.000197167125294482,0.0390145185650602,16.2325551013563,11.5493897900567,-0.984496713503174,17,166,56,146,76,121
"Adgrb1:295","Adgrb1","295",79.5819144529679,0.00709386865821166,20.4820973914516,6.01916166335551e-06,0.00357942341972579,14.6033732106054,10.6842393415112,-0.903424922909375,22,135,46,127,58,89
"Adgrb1:296","Adgrb1","296",55.1182511950937,0.0167599070611478,16.2566417504457,5.5315345831836e-05,0.0164602706588405,12.3675686698934,8.42740581540943,-1.10828290056239,11,104,25,80,43,67
"Adgrb1:302","Adgrb1","302",69.9396097085169,0.00693390301140334,12.4091269118608,0.000427240570965883,0.0640994030035406,11.1286256774761,14.312411066313,0.727445553928953,49,65,60,70,119,68
"Adgrb1:303","Adgrb1","303",83.7435164921848,0.0132362962974575,12.3943703382229,0.000430630181489704,0.0642329393792658,11.9554246887448,15.8909654534469,0.823062022607744,79,88,64,83,139,64
"Adgrb1:305","Adgrb1","305",154.60231608446,0.00307254771785308,47.3589332387594,5.91081286003813e-12,3.86853423087913e-08,15.9231254873413,21.8192309399082,0.912970718174618,138,125,170,156,218,136
"Adgrb1:306","Adgrb1","306",148.319177190026,0.00216285729883845,35.3112779169432,2.81000150888027e-09,8.76247985752392e-06,16.1029296632516,20.806622677125,0.742573523558347,119,134,160,169,199,124
"Adgrb1:307","Adgrb1","307",121.397828089617,0.00231635530784571,16.0869679969784,6.04989342170886e-05,0.01744478399957,15.0770628801408,18.1889259325435,0.543279083684449,94,119,117,146,154,109
"Adgrb1:308","Adgrb1","308",507.659566178462,0.00347286436691066,10.9740132616165,0.000923984406437781,0.099528938496687,31.5579540135639,35.6787096237504,0.359111694838145,392,513,425,638,608,505
"Adgrb1:311","Adgrb1","311",557.235278555225,0.00217283438823444,25.2748920001502,4.97138194127435e-07,0.00049307042107998,32.5321208430472,38.0563027912658,0.459564971717359,427,558,521,674,672,530
"Adgrb1:314","Adgrb1","314",67.4108791737865,0.00441510878706915,14.3814855199385,0.000149262709863655,0.0321582723270325,13.2148315096578,10.3816546625002,-0.697450801946196,20,101,39,107,60,79
"Adgrb1:319","Adgrb1","319",87.4843941984921,0.00337143167224083,49.3434719426338,2.14848228806567e-12,2.26034994574324e-08,15.6623985500506,10.3463192326343,-1.1988723207344,18,133,44,148,56,122
"Adgrb1:320","Adgrb1","320",60.3466573933834,0.0187231741055069,19.033661051322,1.28432738548884e-05,0.00601908423855451,13.0333284282802,8.60303353408437,-1.20030788944949,12,86,20,98,51,94
"Adgrb1:325","Adgrb1","325",97.2312058787743,0.0220842201868705,13.857890366125,0.000197167125294482,0.0390145185650602,16.2325551013563,11.5493897900567,-0.984496713503174,17,166,56,146,76,121
"Adgrb1:327","Adgrb1","327",79.5819144529679,0.00709386865821166,20.4820973914516,6.01916166335551e-06,0.00357942341972579,14.6033732106054,10.6842393415112,-0.903424922909375,22,135,46,127,58,89
"Adgrb1:328","Adgrb1","328",55.1182511950937,0.0167599070611478,16.2566417504457,5.5315345831836e-05,0.0164602706588405,12.3675686698934,8.42740581540943,-1.10828290056239,11,104,25,80,43,67
"Adgrb1:334","Adgrb1","334",69.9396097085169,0.00693390301140334,12.4091269118608,0.000427240570965883,0.0640994030035406,11.1286256774761,14.312411066313,0.727445553928953,49,65,60,70,119,68
"Adgrb1:335","Adgrb1","335",83.7435164921848,0.0132362962974575,12.3943703382229,0.000430630181489704,0.0642329393792658,11.9554246887448,15.8909654534469,0.823062022607744,79,88,64,83,139,64
"Adgrb1:336","Adgrb1","336",154.60231608446,0.00307254771785308,47.3589332387594,5.91081286003813e-12,3.86853423087913e-08,15.9231254873413,21.8192309399082,0.912970718174618,138,125,170,156,218,136
"Adgrb1:337","Adgrb1","337",148.319177190026,0.00216285729883845,35.3112779169432,2.81000150888027e-09,8.76247985752392e-06,16.1029296632516,20.806622677125,0.742573523558347,119,134,160,169,199,124
"Adgrb1:338","Adgrb1","338",127.714334116812,0.00260177993297132,16.2289322558609,5.61303051939157e-05,0.0165844131891754,15.4517430871031,18.6577724504818,0.545988832766796,101,123,124,156,159,114
"Adgrb1:339","Adgrb1","339",507.659566178462,0.00347286436691066,10.9740132616165,0.000923984406437781,0.099528938496687,31.5579540135639,35.6787096237504,0.359111694838145,392,513,425,638,608,505
"Adgrb1:342","Adgrb1","342",557.235278555225,0.00217283438823444,25.2748920001502,4.97138194127435e-07,0.00049307042107998,32.5321208430472,38.0563027912658,0.459564971717359,427,558,521,674,672,530
"Adgrb1:345","Adgrb1","345",67.4108791737865,0.00441510878706915,14.3814855199385,0.000149262709863655,0.0321582723270325,13.2148315096578,10.3816546625002,-0.697450801946196,20,101,39,107,60,79
"Adgrb1:350","Adgrb1","350",87.4843941984921,0.00337143167224083,49.3434719426338,2.14848228806567e-12,2.26034994574324e-08,15.6623985500506,10.3463192326343,-1.1988723207344,18,133,44,148,56,122
"Adgrb1:351","Adgrb1","351",60.3466573933834,0.0187231741055069,19.033661051322,1.28432738548884e-05,0.00601908423855451,13.0333284282802,8.60303353408437,-1.20030788944949,12,86,20,98,51,94
"Adgrb1:356","Adgrb1","356",97.2312058787743,0.0220842201868705,13.857890366125,0.000197167125294482,0.0390145185650602,16.2325551013563,11.5493897900567,-0.984496713503174,17,166,56,146,76,121
"Adgrb1:358","Adgrb1","358",79.5819144529679,0.00709386865821166,20.4820973914516,6.01916166335551e-06,0.00357942341972579,14.6033732106054,10.6842393415112,-0.903424922909375,22,135,46,127,58,89
"Adgrb1:359","Adgrb1","359",55.1182511950937,0.0167599070611478,16.2566417504457,5.5315345831836e-05,0.0164602706588405,12.3675686698934,8.42740581540943,-1.10828290056239,11,104,25,80,43,67
"Adgrb1:362","Adgrb1","362",154.60231608446,0.00307254771785308,47.3589332387594,5.91081286003813e-12,3.86853423087913e-08,15.9231254873413,21.8192309399082,0.912970718174618,138,125,170,156,218,136
"Adgrb1:363","Adgrb1","363",148.319177190026,0.00216285729883845,35.3112779169432,2.81000150888027e-09,8.76247985752392e-06,16.1029296632516,20.806622677125,0.742573523558347,119,134,160,169,199,124
"Adgrb1:364","Adgrb1","364",127.714334116812,0.00260177993297132,16.2289322558609,5.61303051939157e-05,0.0165844131891754,15.4517430871031,18.6577724504818,0.545988832766796,101,123,124,156,159,114
"Adgrb1:365","Adgrb1","365",507.659566178462,0.00347286436691066,10.9740132616165,0.000923984406437781,0.099528938496687,31.5579540135639,35.6787096237504,0.359111694838145,392,513,425,638,608,505
"Adgrb1:368","Adgrb1","368",557.235278555225,0.00217283438823444,25.2748920001502,4.97138194127435e-07,0.00049307042107998,32.5321208430472,38.0563027912658,0.459564971717359,427,558,521,674,672,530
"Adgrb1:371","Adgrb1","371",67.4108791737865,0.00441510878706915,14.3814855199385,0.000149262709863655,0.0321582723270325,13.2148315096578,10.3816546625002,-0.697450801946196,20,101,39,107,60,79
"Adgrb1:376","Adgrb1","376",87.4843941984921,0.00337143167224083,49.3434719426338,2.14848228806567e-12,2.26034994574324e-08,15.6623985500506,10.3463192326343,-1.1988723207344,18,133,44,148,56,122
"Adgrb1:377","Adgrb1","377",60.3466573933834,0.0187231741055069,19.033661051322,1.28432738548884e-05,0.00601908423855451,13.0333284282802,8.60303353408437,-1.20030788944949,12,86,20,98,51,94
"Adgrb1:382","Adgrb1","382",97.2312058787743,0.0220842201868705,13.857890366125,0.000197167125294482,0.0390145185650602,16.2325551013563,11.5493897900567,-0.984496713503174,17,166,56,146,76,121
"Adgrb1:384","Adgrb1","384",79.5819144529679,0.00709386865821166,20.4820973914516,6.01916166335551e-06,0.00357942341972579,14.6033732106054,10.6842393415112,-0.903424922909375,22,135,46,127,58,89
"Adgrb1:385","Adgrb1","385",55.1182511950937,0.0167599070611478,16.2566417504457,5.5315345831836e-05,0.0164602706588405,12.3675686698934,8.42740581540943,-1.10828290056239,11,104,25,80,43,67
"Adgrb1:388","Adgrb1","388",154.60231608446,0.00307254771785308,47.3589332387594,5.91081286003813e-12,3.86853423087913e-08,15.9231254873413,21.8192309399082,0.912970718174618,138,125,170,156,218,136
"Adgrb1:389","Adgrb1","389",148.319177190026,0.00216285729883845,35.3112779169432,2.81000150888027e-09,8.76247985752392e-06,16.1029296632516,20.806622677125,0.742573523558347,119,134,160,169,199,124
"Adgrb1:390","Adgrb1","390",121.397828089617,0.00231635530784571,16.0869679969784,6.04989342170886e-05,0.01744478399957,15.0770628801408,18.1889259325435,0.543279083684449,94,119,117,146,154,109
"Adgrb1:391","Adgrb1","391",507.659566178462,0.00347286436691066,10.9740132616165,0.000923984406437781,0.099528938496687,31.5579540135639,35.6787096237504,0.359111694838145,392,513,425,638,608,505
"Adgrb1:394","Adgrb1","394",557.235278555225,0.00217283438823444,25.2748920001502,4.97138194127435e-07,0.00049307042107998,32.5321208430472,38.0563027912658,0.459564971717359,427,558,521,674,672,530
"Adgrb1:397","Adgrb1","397",67.4108791737865,0.00441510878706915,14.3814855199385,0.000149262709863655,0.0321582723270325,13.2148315096578,10.3816546625002,-0.697450801946196,20,101,39,107,60,79
"Adgrb1:402","Adgrb1","402",87.4843941984921,0.00337143167224083,49.3434719426338,2.14848228806567e-12,2.26034994574324e-08,15.6623985500506,10.3463192326343,-1.1988723207344,18,133,44,148,56,122
"Adgrb1:403","Adgrb1","403",60.3466573933834,0.0187231741055069,19.033661051322,1.28432738548884e-05,0.00601908423855451,13.0333284282802,8.60303353408437,-1.20030788944949,12,86,20,98,51,94
"Adgrb1:408","Adgrb1","408",97.2312058787743,0.0220842201868705,13.857890366125,0.000197167125294482,0.0390145185650602,16.2325551013563,11.5493897900567,-0.984496713503174,17,166,56,146,76,121
"Adgrb1:410","Adgrb1","410",79.5819144529679,0.00709386865821166,20.4820973914516,6.01916166335551e-06,0.00357942341972579,14.6033732106054,10.6842393415112,-0.903424922909375,22,135,46,127,58,89
"Adgrb1:411","Adgrb1","411",55.1182511950937,0.0167599070611478,16.2566417504457,5.5315345831836e-05,0.0164602706588405,12.3675686698934,8.42740581540943,-1.10828290056239,11,104,25,80,43,67
"Adgrb1:417","Adgrb1","417",69.9396097085169,0.00693390301140334,12.4091269118608,0.000427240570965883,0.0640994030035406,11.1286256774761,14.312411066313,0.727445553928953,49,65,60,70,119,68
"Adgrb1:418","Adgrb1","418",83.7435164921848,0.0132362962974575,12.3943703382229,0.000430630181489704,0.0642329393792658,11.9554246887448,15.8909654534469,0.823062022607744,79,88,64,83,139,64
"Adgrb1:420","Adgrb1","420",154.60231608446,0.00307254771785308,47.3589332387594,5.91081286003813e-12,3.86853423087913e-08,15.9231254873413,21.8192309399082,0.912970718174618,138,125,170,156,218,136
"Adgrb1:421","Adgrb1","421",148.319177190026,0.00216285729883845,35.3112779169432,2.81000150888027e-09,8.76247985752392e-06,16.1029296632516,20.806622677125,0.742573523558347,119,134,160,169,199,124
"Adgrb1:422","Adgrb1","422",127.714334116812,0.00260177993297132,16.2289322558609,5.61303051939157e-05,0.0165844131891754,15.4517430871031,18.6577724504818,0.545988832766796,101,123,124,156,159,114
"Adgrb1:423","Adgrb1","423",507.659566178462,0.00347286436691066,10.9740132616165,0.000923984406437781,0.099528938496687,31.5579540135639,35.6787096237504,0.359111694838145,392,513,425,638,608,505
"Adgrb1:426","Adgrb1","426",557.235278555225,0.00217283438823444,25.2748920001502,4.97138194127435e-07,0.00049307042107998,32.5321208430472,38.0563027912658,0.459564971717359,427,558,521,674,672,530
"Adgrb1:429","Adgrb1","429",67.4108791737865,0.00441510878706915,14.3814855199385,0.000149262709863655,0.0321582723270325,13.2148315096578,10.3816546625002,-0.697450801946196,20,101,39,107,60,79
"Adgrb1:434","Adgrb1","434",87.4843941984921,0.00337143167224083,49.3434719426338,2.14848228806567e-12,2.26034994574324e-08,15.6623985500506,10.3463192326343,-1.1988723207344,18,133,44,148,56,122
"Adgrb1:435","Adgrb1","435",60.3466573933834,0.0187231741055069,19.033661051322,1.28432738548884e-05,0.00601908423855451,13.0333284282802,8.60303353408437,-1.20030788944949,12,86,20,98,51,94
"Adgrb1:440","Adgrb1","440",97.2312058787743,0.0220842201868705,13.857890366125,0.000197167125294482,0.0390145185650602,16.2325551013563,11.5493897900567,-0.984496713503174,17,166,56,146,76,121
"Adgrb1:442","Adgrb1","442",79.5819144529679,0.00709386865821166,20.4820973914516,6.01916166335551e-06,0.00357942341972579,14.6033732106054,10.6842393415112,-0.903424922909375,22,135,46,127,58,89
"Adgrb1:443","Adgrb1","443",55.1182511950937,0.0167599070611478,16.2566417504457,5.5315345831836e-05,0.0164602706588405,12.3675686698934,8.42740581540943,-1.10828290056239,11,104,25,80,43,67
"Adgrb1:449","Adgrb1","449",69.9396097085169,0.00693390301140334,12.4091269118608,0.000427240570965883,0.0640994030035406,11.1286256774761,14.312411066313,0.727445553928953,49,65,60,70,119,68
"Adgrb1:450","Adgrb1","450",83.7435164921848,0.0132362962974575,12.3943703382229,0.000430630181489704,0.0642329393792658,11.9554246887448,15.8909654534469,0.823062022607744,79,88,64,83,139,64
"Puf60:2","Puf60","2",4825.97188368229,0.000192525559197467,14.0666791305679,0.000176442064901809,0.0358654976899259,96.667086988821,99.9561167332164,0.107951927987289,4911,4326,4977,4894,6537,3783
"Puf60:13","Puf60","13",4825.97188368229,0.000192525559197467,14.0666791305679,0.000176442064901809,0.0358654976899259,96.667086988821,99.9561167332164,0.107951927987289,4911,4326,4977,4894,6537,3783
"Puf60:26","Puf60","26",4825.97188368229,0.000192525559197467,14.0666791305679,0.000176442064901809,0.0358654976899259,96.667086988821,99.9561167332164,0.107951927987289,4911,4326,4977,4894,6537,3783
"Puf60:38","Puf60","38",4825.97188368229,0.000192525559197467,14.0666791305679,0.000176442064901809,0.0358654976899259,96.667086988821,99.9561167332164,0.107951927987289,4911,4326,4977,4894,6537,3783
"Puf60:50","Puf60","50",4825.97188368229,0.000192525559197467,14.0666791305679,0.000176442064901809,0.0358654976899259,96.667086988821,99.9561167332164,0.107951927987289,4911,4326,4977,4894,6537,3783
"Puf60:63","Puf60","63",4825.97188368229,0.000192525559197467,14.0666791305679,0.000176442064901809,0.0358654976899259,96.667086988821,99.9561167332164,0.107951927987289,4911,4326,4977,4894,6537,3783
"Puf60:76","Puf60","76",4825.97188368229,0.000192525559197467,14.0666791305679,0.000176442064901809,0.0358654976899259,96.667086988821,99.9561167332164,0.107951927987289,4911,4326,4977,4894,6537,3783
"Puf60:87","Puf60","87",4825.45388286643,0.00019261781415855,14.1498620208385,0.000168809484932496,0.0350223058812781,96.6570371697119,99.956113991744,0.108286140028614,4911,4325,4977,4893,6537,3782
"Puf60:98","Puf60","98",4825.45388286643,0.00019261781415855,14.1498620208385,0.000168809484932496,0.0350223058812781,96.6570371697119,99.9561139917438,0.108286140028612,4911,4325,4977,4893,6537,3782
"Puf60:111","Puf60","111",4825.97188368229,0.000192525559197467,14.0666791305679,0.000176442064901809,0.0358654976899259,96.667086988821,99.9561167332164,0.107951927987289,4911,4326,4977,4894,6537,3783
"Sharpin:1","Sharpin","1",1816.42893309895,0.000389911769409874,13.1872136072383,0.000281865675527463,0.0493556365910991,61.0166851420186,64.2429785861185,0.155901329145813,1530,1758,1891,1837,2613,1479
"Sharpin:19","Sharpin","19",1817.29301863252,0.00038911903193058,13.3490152308829,0.000258558363209854,0.0465715119937547,61.0222493858008,64.2672547457844,0.156771981806036,1531,1758,1891,1838,2617,1479
"Sharpin:28","Sharpin","28",1810.85382225512,0.000377369953553,13.1733820361226,0.000283953791776214,0.04952749841986,60.9421766015184,64.1354676742387,0.154509953688205,1527,1752,1884,1833,2601,1476
"Bop1:4","Bop1","4",5831.88997795243,7.10730105128911e-05,13.976080309431,0.000185151225756606,0.037352534372786,105.787416896086,108.180254278667,0.0735346778762906,5203,5796,5729,6377,7024,5225
"Bop1:18","Bop1","18",5831.88997795243,7.10730105128911e-05,13.976080309431,0.000185151225756606,0.037352534372786,105.787416896086,108.180254278667,0.0735346778762906,5203,5796,5729,6377,7024,5225
"Adck5:2","Adck5","2",628.189600184532,0.000413953336352365,12.4515703722763,0.000417640534052655,0.0637606126502072,36.0362397569299,38.4532859316071,0.190558799114045,613,553,741,585,853,481
"Adck5:17","Adck5","17",628.189600184532,0.000413953336352365,12.4515703722763,0.000417640534052655,0.0637606126502072,36.0362397569299,38.4532859316071,0.190558799114045,613,553,741,585,853,481
"Cpsf1:19","Cpsf1","19",2563.8920639799,0.000125778807197103,13.1137744984346,0.000293132498246901,0.050335192802227,74.9338300988613,72.4815570196054,-0.10245130677003,2276,2439,2441,2780,3386,2288
"Cpsf1:55","Cpsf1","55",2563.8920639799,0.000125778807197103,13.1137744984346,0.000293132498246901,0.050335192802227,74.9338300988613,72.4815570196055,-0.102451306770028,2276,2439,2441,2780,3386,2288
"Cpsf1:92","Cpsf1","92",2563.8920639799,0.000125778807197103,13.1137744984346,0.000293132498246901,0.050335192802227,74.9338300988613,72.4815570196055,-0.102451306770028,2276,2439,2441,2780,3386,2288
"Cpsf1:129","Cpsf1","129",2563.8920639799,0.000125778807197103,13.1137744984346,0.000293132498246901,0.050335192802227,74.9338300988613,72.4815570196055,-0.102451306770027,2276,2439,2441,2780,3386,2288
"Cpsf1:166","Cpsf1","166",2563.8920639799,0.000125778807197103,13.1137744984346,0.000293132498246901,0.050335192802227,74.9338300988613,72.4815570196055,-0.102451306770028,2276,2439,2441,2780,3386,2288
"Cpsf1:203","Cpsf1","203",2563.8920639799,0.000125778807197103,13.1137744984346,0.000293132498246901,0.050335192802227,74.9338300988613,72.4815570196054,-0.10245130677003,2276,2439,2441,2780,3386,2288
"Lrrc24:6","Lrrc24","6",856.715231072468,0.00112962826090875,16.9150296471123,3.90908407518123e-05,0.0131554761181599,41.9449589630849,44.3562786453386,0.165024541527972,1006,608,1008,756,1101,713
"Rpl8:2","Rpl8","2",59573.2594130552,0.000211214734893187,13.0946613418107,0.000296138533702494,0.0506098371322052,250.640385842755,254.679094637028,0.0781894448027582,54400,59979,59080,66947,70986,50056
"Rbfox2:1","Rbfox2","1",1940.72398307558,0.000697819175594945,12.3571587449948,0.000439298734036543,0.0648131449264061,62.674957553303,66.567707224619,0.182863694974669,1906,1897,1730,1986,2687,1638
"Rbfox2:4","Rbfox2","4",1743.99320528511,0.000221954931649639,15.4066155106044,8.66842887811213e-05,0.0222092126908579,59.8710406689078,63.095780103926,0.158468412885338,1688,1633,1459,1827,2497,1555
"Rbfox2:16","Rbfox2","16",1940.72398307558,0.000697819175594945,12.3571587449948,0.000439298734036543,0.0648131449264061,62.674957553303,66.567707224619,0.182863694974669,1906,1897,1730,1986,2687,1638
"Rbfox2:19","Rbfox2","19",1743.99320528511,0.000221954931649639,15.4066155106044,8.66842887811213e-05,0.0222092126908579,59.8710406689078,63.095780103926,0.158468412885338,1688,1633,1459,1827,2497,1555
"Rbfox2:31","Rbfox2","31",1940.72398307558,0.000697819175594945,12.3571587449948,0.000439298734036543,0.0648131449264061,62.674957553303,66.567707224619,0.182863694974669,1906,1897,1730,1986,2687,1638
"Rbfox2:34","Rbfox2","34",1743.99320528511,0.000221954931649639,15.4066155106044,8.66842887811213e-05,0.0222092126908579,59.8710406689078,63.095780103926,0.158468412885338,1688,1633,1459,1827,2497,1555
"Rbfox2:46","Rbfox2","46",1940.72398307558,0.000697819175594945,12.3571587449948,0.000439298734036543,0.0648131449264061,62.674957553303,66.567707224619,0.182863694974669,1906,1897,1730,1986,2687,1638
"Rbfox2:49","Rbfox2","49",1743.99320528511,0.000221954931649639,15.4066155106044,8.66842887811213e-05,0.0222092126908579,59.8710406689078,63.095780103926,0.158468412885338,1688,1633,1459,1827,2497,1555
"Rbfox2:63","Rbfox2","63",1726.34726167917,0.000208731701501748,15.4705841265285,8.37992951898896e-05,0.0219636684484508,59.5943584322113,62.7821810140773,0.157342519851353,1674,1618,1443,1814,2467,1535
"Rbfox2:77","Rbfox2","77",1726.34726167917,0.000208731701501748,15.4705841265285,8.37992951898896e-05,0.0219636684484508,59.5943584322113,62.7821810140773,0.157342519851353,1674,1618,1443,1814,2467,1535
"Rbfox2:91","Rbfox2","91",1743.99320528511,0.000221954931649639,15.4066155106044,8.66842887811213e-05,0.0222092126908579,59.8710406689078,63.095780103926,0.158468412885338,1688,1633,1459,1827,2497,1555
"Rbfox2:103","Rbfox2","103",1940.72398307558,0.000697819175594945,12.3571587449948,0.000439298734036543,0.0648131449264061,62.674957553303,66.567707224619,0.182863694974669,1906,1897,1730,1986,2687,1638
"Rbfox2:105","Rbfox2","105",1726.34726167917,0.000208731701501748,15.4705841265285,8.37992951898896e-05,0.0219636684484508,59.5943584322113,62.7821810140773,0.157342519851353,1674,1618,1443,1814,2467,1535
"Rbfox2:116","Rbfox2","116",1940.72398307558,0.000697819175594945,12.3571587449948,0.000439298734036543,0.0648131449264061,62.674957553303,66.567707224619,0.182863694974669,1906,1897,1730,1986,2687,1638
"Rbfox2:118","Rbfox2","118",1726.34726167917,0.000208731701501748,15.4705841265285,8.37992951898896e-05,0.0219636684484508,59.5943584322113,62.7821810140773,0.157342519851353,1674,1618,1443,1814,2467,1535
"Rbfox2:130","Rbfox2","130",1940.72398307558,0.000697819175594945,12.3571587449948,0.000439298734036543,0.0648131449264061,62.674957553303,66.567707224619,0.182863694974669,1906,1897,1730,1986,2687,1638
"Rbfox2:132","Rbfox2","132",1743.99320528511,0.000221954931649639,15.4066155106044,8.66842887811213e-05,0.0222092126908579,59.8710406689078,63.095780103926,0.158468412885338,1688,1633,1459,1827,2497,1555
"Rbfox2:142","Rbfox2","142",1940.72398307558,0.000697819175594945,12.3571587449948,0.000439298734036543,0.0648131449264061,62.674957553303,66.567707224619,0.182863694974669,1906,1897,1730,1986,2687,1638
"Rbfox2:144","Rbfox2","144",1743.99320528511,0.000221954931649639,15.4066155106044,8.66842887811213e-05,0.0222092126908579,59.8710406689078,63.095780103926,0.158468412885338,1688,1633,1459,1827,2497,1555
"Rbfox2:155","Rbfox2","155",1940.72398307558,0.000697819175594945,12.3571587449948,0.000439298734036543,0.0648131449264061,62.674957553303,66.567707224619,0.182863694974669,1906,1897,1730,1986,2687,1638
"Rbfox2:157","Rbfox2","157",1743.99320528511,0.000221954931649639,15.4066155106044,8.66842887811213e-05,0.0222092126908579,59.8710406689078,63.095780103926,0.158468412885338,1688,1633,1459,1827,2497,1555
"Rbfox2:169","Rbfox2","169",1940.72398307558,0.000697819175594945,12.3571587449948,0.000439298734036543,0.0648131449264061,62.674957553303,66.567707224619,0.182863694974669,1906,1897,1730,1986,2687,1638
"Rbfox2:172","Rbfox2","172",1726.34726167917,0.000208731701501748,15.4705841265285,8.37992951898896e-05,0.0219636684484508,59.5943584322113,62.7821810140773,0.157342519851353,1674,1618,1443,1814,2467,1535
"Rbfox2:182","Rbfox2","182",1940.72398307558,0.000697819175594945,12.3571587449948,0.000439298734036543,0.0648131449264061,62.674957553303,66.567707224619,0.182863694974669,1906,1897,1730,1986,2687,1638
"Rbfox2:185","Rbfox2","185",1726.34726167917,0.000208731701501748,15.4705841265285,8.37992951898896e-05,0.0219636684484508,59.5943584322113,62.7821810140773,0.157342519851353,1674,1618,1443,1814,2467,1535
"Rbfox2:196","Rbfox2","196",1940.72398307558,0.000697819175594945,12.3571587449948,0.000439298734036543,0.0648131449264061,62.674957553303,66.567707224619,0.182863694974669,1906,1897,1730,1986,2687,1638
"Rbfox2:199","Rbfox2","199",1726.34726167917,0.000208731701501748,15.4705841265285,8.37992951898896e-05,0.0219636684484508,59.5943584322113,62.7821810140773,0.157342519851353,1674,1618,1443,1814,2467,1535
"Rbfox2:210","Rbfox2","210",1940.72398307558,0.000697819175594945,12.3571587449948,0.000439298734036543,0.0648131449264061,62.674957553303,66.567707224619,0.182863694974669,1906,1897,1730,1986,2687,1638
"Rbfox2:213","Rbfox2","213",1726.34726167917,0.000208731701501748,15.4705841265285,8.37992951898896e-05,0.0219636684484508,59.5943584322113,62.7821810140773,0.157342519851353,1674,1618,1443,1814,2467,1535
"Rbfox2:225","Rbfox2","225",1940.72398307558,0.000697819175594945,12.3571587449948,0.000439298734036543,0.0648131449264061,62.674957553303,66.567707224619,0.182863694974669,1906,1897,1730,1986,2687,1638
"Rbfox2:228","Rbfox2","228",1743.99320528511,0.000221954931649639,15.4066155106044,8.66842887811213e-05,0.0222092126908579,59.8710406689078,63.095780103926,0.158468412885338,1688,1633,1459,1827,2497,1555
"Rbfox2:237","Rbfox2","237",1940.72398307558,0.000697819175594945,12.3571587449948,0.000439298734036543,0.0648131449264061,62.674957553303,66.567707224619,0.182863694974669,1906,1897,1730,1986,2687,1638
"Rbfox2:240","Rbfox2","240",1743.99320528511,0.000221954931649639,15.4066155106044,8.66842887811213e-05,0.0222092126908579,59.8710406689078,63.095780103926,0.158468412885338,1688,1633,1459,1827,2497,1555
"Rbfox2:250","Rbfox2","250",1940.72398307558,0.000697819175594945,12.3571587449948,0.000439298734036543,0.0648131449264061,62.674957553303,66.567707224619,0.182863694974669,1906,1897,1730,1986,2687,1638
"Rbfox2:253","Rbfox2","253",1743.99320528511,0.000221954931649639,15.4066155106044,8.66842887811213e-05,0.0222092126908579,59.8710406689078,63.095780103926,0.158468412885338,1688,1633,1459,1827,2497,1555
"Rbfox2:264","Rbfox2","264",1940.72398307558,0.000697819175594945,12.3571587449948,0.000439298734036543,0.0648131449264061,62.674957553303,66.567707224619,0.182863694974669,1906,1897,1730,1986,2687,1638
"Rbfox2:267","Rbfox2","267",1743.99320528511,0.000221954931649639,15.4066155106044,8.66842887811213e-05,0.0222092126908579,59.8710406689078,63.095780103926,0.158468412885338,1688,1633,1459,1827,2497,1555
"Rbfox2:279","Rbfox2","279",1940.72398307558,0.000697819175594945,12.3571587449948,0.000439298734036543,0.0648131449264061,62.674957553303,66.567707224619,0.182863694974669,1906,1897,1730,1986,2687,1638
"Rbfox2:282","Rbfox2","282",1743.99320528511,0.000221954931649639,15.4066155106044,8.66842887811213e-05,0.0222092126908579,59.8710406689078,63.095780103926,0.158468412885338,1688,1633,1459,1827,2497,1555
"Rbfox2:292","Rbfox2","292",1940.72398307558,0.000697819175594945,12.3571587449948,0.000439298734036543,0.0648131449264061,62.674957553303,66.567707224619,0.182863694974669,1906,1897,1730,1986,2687,1638
"Rbfox2:295","Rbfox2","295",1743.99320528511,0.000221954931649639,15.4066155106044,8.66842887811213e-05,0.0222092126908579,59.8710406689078,63.095780103926,0.158468412885338,1688,1633,1459,1827,2497,1555
"Rbfox2:306","Rbfox2","306",1940.72398307558,0.000697819175594945,12.3571587449948,0.000439298734036543,0.0648131449264061,62.674957553303,66.567707224619,0.182863694974669,1906,1897,1730,1986,2687,1638
"Rbfox2:309","Rbfox2","309",1743.99320528511,0.000221954931649639,15.4066155106044,8.66842887811213e-05,0.0222092126908579,59.8710406689078,63.095780103926,0.158468412885338,1688,1633,1459,1827,2497,1555
"Rbfox2:321","Rbfox2","321",1940.72398307558,0.000697819175594945,12.3571587449948,0.000439298734036543,0.0648131449264061,62.674957553303,66.567707224619,0.182863694974669,1906,1897,1730,1986,2687,1638
"Rbfox2:324","Rbfox2","324",1743.99320528511,0.000221954931649639,15.4066155106044,8.66842887811213e-05,0.0222092126908579,59.8710406689078,63.095780103926,0.158468412885338,1688,1633,1459,1827,2497,1555
