"","baseMean","log2FoldChange","lfcSE","pvalue","padj","1_C1P_S1","10_S2_Diff_S10","11_F8P_Diff_S11","12_S3_Diff_S12","2_S1_S2","3_F6_S3","4_S2_S4","5_F8P_S5","6_S3_S6","7_C1P_Diff_S7","8_S1_Diff_S8","9_F6_Diff_S9"
"Iho1",384.853128327422,0.694822135318027,0.319326770959406,0.000200866478580133,0.00789940808545862,603,149,300,352,193,704,284,568,272,624,198,481
"Plxnb1",5017.6228141785,0.350271974808528,0.148837185521611,0.000949186970676683,0.0236658536270794,5516,2883,4043,4887,4393,7083,5010,7874,4459,6769,3258,5168
"Map4",30562.5682144503,-0.289835250090457,0.0852588641694273,5.96575955357169e-05,0.00330629527432323,21664,31049,30486,52762,24933,23238,27223,31054,21917,40344,41565,31418
"Als2cl",921.657893299761,0.769836590996693,0.204988228942376,9.77838967541318e-07,0.000132073018165597,543,774,1716,1151,477,628,524,1066,387,1924,794,1560
"Epm2aip1",6737.75661165133,0.769345883029615,0.337646573332803,0.000130981133932368,0.00581995692058963,8466,3435,8658,4821,6163,8225,6784,12286,6118,5176,2477,8697
"Gm26448",123.328262293136,-0.574311020119302,0.268167670804726,0.00033091886382977,0.0114004902496759,90,106,68,162,199,100,188,165,132,89,121,70
"Myrip",46291.1122445005,-0.639633778478925,0.15625831075698,3.0985451166587e-07,5.5434059345837e-05,27052,52507,36033,86581,45026,26281,48457,39748,37532,61178,74184,37067
"Ulk4",828.013249654214,-0.464605214718129,0.165723852268988,0.000107343151442433,0.00497559903106461,470,869,747,1481,815,581,834,770,628,1059,1291,677
"Rab32",101.743488530297,1.37730013770353,0.354556854450341,1.10046463810699e-06,0.000147657738777579,116,58,99,70,31,171,28,152,28,250,44,229
"Grm1",34.5917088746818,2.97545946566108,0.951788651881494,7.00244965195214e-07,0.00010513990114283,38,4,62,8,2,73,16,125,6,32,0,66
"Hivep2",16169.1673941187,-0.37946875366241,0.191109366790931,0.00174010826394188,0.0355250330761708,9362,20661,18227,34437,10940,9792,10690,13795,9577,15082,25924,21354
"Perp",212.858544759197,0.431522168280993,0.23001112366048,0.00145054777648981,0.031194704450457,242,142,211,223,172,237,224,274,178,297,115,287
"Tnfaip3",2350.08225885575,0.405815118976673,0.241878340266567,0.00265252613258758,0.0470419743253249,2571,1338,3104,2362,1673,2671,2240,4819,1812,2477,1300,2484
"Map3k5",12998.9739603748,-0.503696893158905,0.263297247240096,0.000833108729352208,0.0217523227430512,8011,13931,12664,24927,16098,4844,15134,11752,12635,11977,18231,8922
"Map7",309.359245903894,0.995788347499784,0.352693332784453,2.4892144100757e-05,0.00168104396998324,481,89,172,190,254,672,313,439,246,442,108,344
"Hint3",3594.77812583863,0.51194419757518,0.162529067570652,2.55483994161305e-05,0.00171966866697024,4170,2021,4506,3689,2837,4218,3312,5806,2880,4355,2385,3805
"Gm20300",1067.54206778341,0.591191704945681,0.287077035306162,0.000380451943205818,0.0125758790626947,1485,511,1331,813,894,1180,1156,2147,992,934,474,1027
"Ncoa7",9001.59337871678,0.407293809864647,0.236493395748547,0.00240062527996478,0.0440294537633828,11232,4206,9458,7276,6799,13610,9031,19957,7658,6889,4379,8997
"Hey2",69.3387745450985,1.03357663451357,0.775060196526789,0.000390724753218852,0.0127543239326934,186,15,46,42,16,130,48,56,46,138,6,113
"Hddc2",2906.56249525032,0.49371031421645,0.141548920370296,9.34169460161693e-06,0.000784048812345586,2579,2121,3551,3393,1664,3382,2066,3718,1688,4676,2650,4488
"Calhm5",186.909879046701,1.26841464538158,0.340262636505986,1.90872324854512e-06,0.000228990650906339,220,86,335,156,84,178,98,483,70,339,72,230
"Tspyl4",24018.8266502401,0.546880340816792,0.208918789823421,0.000103605467392177,0.00486874080060701,17360,19239,36179,34242,12097,23260,13893,18892,11225,42086,22078,48340
"Gm46220",36.0517641327612,0.971474276253607,0.781190511426564,0.000506920243590526,0.0153620183774573,103,12,18,14,8,80,16,39,8,94,4,46
"Gm31562",277.208435892386,1.58036247828449,0.555124129826447,9.78018286281203e-06,0.000807558014117617,199,90,747,170,67,361,112,661,99,167,107,634
"Snord3a",50.8677535027016,-0.605292000701725,0.492335386195582,0.00216541553010082,0.0410442841416414,45,61,24,83,56,27,77,19,59,56,87,19
"Gpr6",663.800639013106,-0.601084286773343,0.343916426424253,0.000784649378254364,0.0206489342832229,755,379,137,577,1155,809,1200,805,916,476,487,188
"Fig4",8650.31921148095,-0.372946849442676,0.139211299998781,0.000327570186911505,0.011304219901963,5880,7807,7453,13226,8791,7578,9795,9783,7834,9546,11402,6859
"LOC115485727",28.099347115456,0.608925066620638,0.566934008810798,0.00249293186621013,0.0451138823525781,40,10,28,22,16,17,14,18,20,83,23,62
"Pdss2",5756.97138042477,-0.574368111332229,0.129509072847907,1.0115066494243e-07,2.21824495860307e-05,4774,5015,3993,8444,6469,4740,6975,6660,5829,5944,7464,3895
"4930467K11Rik",14.8928645147377,1.29650189695829,0.801057348158482,0.000138052233274226,0.00601618653339282,19,3,25,6,9,14,11,32,11,17,5,31
"Gm5424",3520.6488910298,-0.86528563594541,0.458815009302425,0.000287798343481306,0.0102080821135674,1288,4236,2966,6776,3973,1216,4114,3774,3146,3412,7306,1140
"Stox1",329.80753405751,0.939669770552602,0.352570355939492,3.89256455946092e-05,0.00236981654299121,208,144,519,318,141,421,181,697,145,539,250,585
"Tet1",1845.51235832119,0.629494155445367,0.410372000186247,0.00114169946637437,0.0267951215382109,2447,656,1967,1018,2135,2565,2210,4014,1894,771,512,1930
"Slc25a16",7767.61597148539,0.452345866072317,0.193940248140779,0.000424769218747398,0.0134521245595546,8600,4999,9122,7754,7059,8056,7860,11848,6439,8362,4608,9914
"Rufy2",5585.37381443831,0.451097491571244,0.167434886664386,0.000163456973511702,0.00685911490128217,6946,3253,6070,5485,4791,6267,5689,9472,4597,6108,3278,6205
"A930033H14Rik",465.464280452927,0.435647415006053,0.232151741756052,0.00140594572292827,0.0306228524989646,557,264,582,406,547,452,422,689,427,468,294,523
"Gm51806",73.4871742309642,0.784979263861955,0.665794669963056,0.00107704926264613,0.025699738104493,175,28,32,36,49,113,57,80,63,130,6,118
"Slc16a9",637.056479933888,0.977384930206501,0.178268240829479,5.72200281970057e-10,3.24167354188314e-07,333,542,1025,818,317,326,361,398,301,1475,535,1569
"Gnaz",3385.12823499442,0.417216235630476,0.151886467529567,0.000186251145747048,0.0075103922718798,4711,1490,2390,2346,3847,4199,4836,6160,3821,3054,1432,2479
"Susd2",191.205099568161,1.09947053084447,0.363440049937087,1.41795513965381e-05,0.00105931117484394,269,89,183,158,83,352,136,257,110,393,65,266
"Pcnt",8220.201936072,0.467064744319104,0.182928660195716,0.000212819409461956,0.00823615152936735,10362,5173,9478,8364,6477,8149,7123,14008,6380,9805,5173,10189
"Col6a1",373.926505450836,1.29082873088129,0.389847270632362,6.03407021638701e-06,0.000551860367996471,554,166,563,326,103,426,239,772,187,806,96,448
"Col18a1",26176.779020382,1.28471294420121,0.268759760695017,4.24338070551822e-08,1.09549049986132e-05,28680,14987,55013,23231,8627,19719,11118,51398,9237,58510,14686,34201
"2810425M01Rik",96.435763392566,-1.61926006993907,0.37982279160801,1.90451731594836e-07,3.7145906797568e-05,42,91,31,128,175,66,136,40,133,42,216,46
"Gm40709",27.1519875819189,-1.52455032396581,0.473366677660761,5.00677577058591e-06,0.000472132879765769,11,36,11,51,43,11,27,14,34,13,60,15
"Pwwp3a",17157.8204931691,0.2845892558949,0.106710378744941,0.000699366361801322,0.0189927788933928,18630,9884,15320,16823,16440,21045,19585,28648,15404,19640,12018,15955
"Atp8b3",76.0241475659244,0.675164453946413,0.313746199115822,0.00022529094352458,0.0086045108486588,48,56,137,103,29,63,29,44,24,178,82,164
"Rexo1",13340.0066000958,0.311210970818005,0.130081584056771,0.00120859255015394,0.0277894532811607,13820,9401,14184,14939,9544,14515,11258,19776,9249,22361,11883,13967
"Gm26710",65.8818966803202,1.08742885692189,0.420278768128444,4.25394462865287e-05,0.00254112744020929,62,30,71,51,28,113,43,82,44,154,35,106
"Gadd45b",2006.63283093278,0.514479225420422,0.207657811948933,0.000187298315320993,0.00753441645162062,2103,959,1676,1609,1686,3524,2171,3184,1716,2648,1182,1993
"Zbtb7a",12381.4933487108,0.281295547394965,0.10598359660813,0.000746075722447824,0.0198127791137023,14048,8025,11141,12340,12222,14124,12785,18108,10781,14062,9221,13828
"Nfic",46260.5530220864,0.33257681017293,0.130426844189013,0.000658580953444121,0.0182770734652657,51898,24886,39101,40481,47406,56982,54483,82635,44748,54967,28545,37582
"Tle2",859.346247358856,0.759376148040958,0.171249736327028,5.1119700979925e-08,1.256128074079e-05,926,536,928,766,536,1025,713,1449,565,1335,571,1256
"Tle6",2495.30565032544,0.535541327762884,0.250659631541029,0.000405577388193779,0.0130882133421078,2121,1804,2724,3103,1177,3044,1747,2823,1478,5483,1827,3860
"BC025920",460.134898527235,0.60240794457758,0.372801031847403,0.00105333966811605,0.0253037250073344,341,288,1004,472,309,376,344,656,234,448,366,807
"Gm46195",265.083633148074,0.727559437287412,0.256860575357698,2.76936258144611e-05,0.0018293266408409,261,137,314,261,181,379,201,368,177,342,184,451
"Gm40720",127.438093284371,0.667703486555942,0.236013900100177,3.20885913522174e-05,0.00207103424249517,87,89,202,149,96,118,91,143,75,224,104,202
"Glt8d2",713.455497345667,1.2113124941035,0.341085252654842,3.24940490768901e-06,0.00034337623363895,488,517,1654,915,88,275,161,706,120,2690,489,1127
"Aldh1l2",37353.7229057472,0.411838769853467,0.164554547644626,0.000379767249064158,0.0125758790626947,34824,27636,50727,50021,26631,34053,30617,40580,26067,50683,29979,57989
"Rfx4",98.7904557630702,1.07008139115848,0.419434446387153,4.71411214244946e-05,0.00274698048986448,98,65,137,93,27,113,36,56,37,280,69,229
"Ric8b",7871.31607177442,0.298251151211983,0.117719122746875,0.000918864910979573,0.0232221187849175,8961,4933,7536,8228,7136,9489,8049,11658,6633,8652,5690,8952
"Timp3",1933.76867478183,0.582001387094187,0.320913133464168,0.00072327349347775,0.0194349972325148,1997,988,2111,1588,1218,2995,1916,4297,1456,1774,793,2545
"Cfap54",107.177140193005,1.57660883713981,0.325144260339511,2.10248753794064e-08,6.30591666710284e-06,125,44,216,90,61,88,64,132,53,145,45,257
"Cdk17",9733.86386708107,0.293700310023021,0.117262828523503,0.00103518011549626,0.0250148085966187,9454,7698,11245,12851,7301,9195,8391,12072,6491,14064,8211,13074
"Gm32604",156.981449731053,0.673448029290338,0.441470837151337,0.0010049123986232,0.0245745663907916,123,116,189,189,43,169,69,97,63,312,110,482
"Usp44",6530.79818761981,0.42717780382619,0.193786457755399,0.000708680955080066,0.0191570586351457,6718,4039,7037,6362,5868,8330,5929,9782,5000,6760,4436,9319
"Fgd6",4392.74640786936,0.45464640391397,0.1698593936527,0.000166898155772183,0.00691847131498714,4875,2591,4543,4373,3369,4968,4146,8112,3688,5267,2758,5222
"Cradd",1391.24158259583,0.396154692206537,0.123269192215758,5.3501325987044e-05,0.0030142528826126,1197,1170,1916,1892,901,1161,1013,1476,830,2189,1310,2156
"Socs2",933.800385812998,1.26933333760093,0.883817451496065,0.000176055035122449,0.00723594741140828,711,291,799,543,176,1992,234,538,204,1473,272,4343
"Galnt4",244.398100102145,1.02107245959246,0.525999166973562,0.000185384441037979,0.0075103922718798,240,124,367,139,171,379,171,457,142,144,83,543
"1700017N19Rik",76.1786151056369,1.4038120161706,0.91230721064027,0.000112829840331094,0.00515956186895215,50,18,128,42,8,198,30,98,20,36,14,285
"Gm15663",4953.33071656631,0.402438158320737,0.207522860418173,0.00158603704754938,0.0333133116218019,3658,3689,7659,5902,3621,4583,3946,6881,3147,6179,4180,7558
"Ppfia2",2203.93504635803,0.542965874202334,0.266357075193039,0.000498917177309897,0.0152554959988536,3620,1011,1993,1596,1906,3342,2279,3579,1980,1657,919,2580
"Bbs10",1429.5578491697,0.38661967457933,0.217393003846633,0.00252885799959715,0.0455356308981483,1062,966,2507,1713,959,1371,867,1998,808,1993,1481,1957
"Gm25117",355.134625447231,-0.72678309953197,0.332304610547616,0.000181208366096119,0.0073767357814977,258,300,227,436,602,232,531,407,410,142,474,233
"Atxn7l3b",32268.336295963,0.317233452222654,0.124062131346037,0.000734431482339665,0.0196571260922801,29710,23835,42772,42393,22690,31320,26650,42874,21798,47302,28839,38415
"Tph2",1732.46672980637,0.710584616336922,0.206656589658544,3.52719045441461e-06,0.000363079611481799,1913,870,2465,1590,1425,2023,1437,3162,1166,2057,1167,1993
"Lgr5",2410.80870031524,0.460653465200493,0.207163762169179,0.000523780357039303,0.0156864910158834,3117,1152,1837,1989,2231,3428,2839,4492,2261,2245,1034,2637
"Gm9049",1033.40007313693,-0.289250371473895,0.126950581219916,0.00197360602047566,0.0383743111495824,987,706,723,1479,1223,920,1323,1163,1068,1016,1149,843
"Srgap1",32.6999591496845,1.42026737076723,1.10076030836735,0.000134000101855065,0.00587273033291885,74,4,29,10,7,33,14,4,15,138,12,73
"Ppm1h",3952.77554928243,0.271996321845378,0.110490483472243,0.00140349959184225,0.0306228524989646,4051,2848,3877,4755,3254,4138,3373,5494,2961,6132,3357,4501
"Inhbe",68.3714242402677,0.929711882636729,0.380829108454782,7.04881820645582e-05,0.00371417969694495,32,46,119,108,18,31,19,22,19,195,63,205
"Gm16217",26.8853767660261,1.33977535348715,0.637772037782419,6.56963803799651e-05,0.00351845493542724,22,10,66,31,4,20,14,30,8,89,7,44
"LOC118567859",1748.68277703459,-0.519949953771958,0.263915077918287,0.000664832316703061,0.0183406275601597,1234,1498,881,2278,2879,1683,2336,1161,1942,1544,2299,1266
"Zc3h10",13207.9995229575,-0.340258825000345,0.152322211860681,0.00139597952013909,0.0305810980808128,8470,12165,12432,22031,12189,10777,12328,14698,10150,15895,20230,11700
"Pa2g4",208659.603516436,-0.405809382892838,0.168700898889778,0.00051396541743475,0.0155440402107888,138889,192463,177997,326663,209930,175101,222216,244613,177185,244838,301449,153475
"Suox",6866.40548061241,-0.469116628649229,0.223281068977168,0.00066425848103792,0.0183406275601597,2768,9525,6060,15466,3285,4238,3754,3600,3066,12154,14685,7685
"Pym1",11598.7117308346,-0.387954641079061,0.177719015346982,0.00103304520348151,0.0249928314650123,6915,11667,11080,20374,10037,7959,11293,12270,8803,15338,18719,9155
"Dnajc14",30871.9610191693,-0.311113174122408,0.148534665568029,0.00253826370393767,0.0455403550345768,21567,27018,28613,45948,34328,23320,35710,37063,29391,29194,39089,25796
"Gm11944",292.322823863429,0.574833742935435,0.202896172505957,4.64834045626035e-05,0.00271641557608681,376,152,337,254,252,395,257,537,213,312,165,315
"8430429K09Rik",712.83560721154,0.410940776530821,0.150866656263808,0.000209541250067194,0.00816756896625492,744,449,976,904,523,621,584,893,460,1048,676,936
"Sec14l4",77.1920042804973,0.755527651429065,0.473748385928501,0.000685624035646748,0.0187443729316561,102,45,83,68,16,116,37,78,37,149,46,178
"Osm",6.76011853957839,2.73445724201136,2.36697456692403,1.20589757802389e-05,0.000924597033977337,10,0,6,0,0,2,0,9,0,30,0,32
"Lif",936.308491586668,0.666131841213828,0.14259088430271,1.88051918772366e-08,5.81108921721575e-06,431,792,1658,1446,378,517,393,701,293,2391,1141,1760
"Gm11958",51.916466664111,0.956131901867564,0.404001259246884,8.25806042022286e-05,0.00418449105292616,35,39,143,54,12,34,15,28,12,112,52,110
"Hormad2",14.5649619121501,1.78118556599204,0.741047745843774,1.38939735661994e-05,0.0010456368667256,11,6,35,6,7,20,4,20,3,32,4,33
"Gm46268",96.153826644399,0.762275163891018,0.388465618999292,0.000298020323444055,0.0104614879460267,115,70,151,89,51,108,64,115,32,131,54,200
"Znrf3",1256.44801933161,0.3591239751726,0.178012103665993,0.00194279351878309,0.0380261744871219,1458,739,1158,1098,1337,1494,1458,2123,1110,1202,677,1387
"Ccdc117",10624.1424837571,0.305931043148795,0.0938239065295636,8.80426647755594e-05,0.00435832560217848,11293,7420,12129,13271,8038,11134,9223,14241,7482,15160,9353,12121
"Ube2d-ps",1654.59366189079,0.295535480212387,0.12920564842167,0.00182394051071496,0.0364570444836645,1597,1379,1999,2042,1253,1644,1306,1896,963,2818,1527,2002
"Aebp1",956.006046435566,0.605888975102747,0.485722886741668,0.00210496296559095,0.0403105349138285,1616,596,1068,938,231,741,649,1388,528,2915,349,1049
"Camk2b",813.759529031577,0.61523729066369,0.371768388893265,0.000922401029990735,0.023282634909234,933,667,1212,973,199,771,382,599,296,2491,582,1151
"Hus1",4490.58420741754,0.49412789109845,0.192213604505987,0.000166318638150652,0.00690849007145121,5418,2740,5305,4309,3964,5022,4231,7502,3446,4792,2608,5418
"Fignl1",17632.5464971209,0.39154484077002,0.0934104118456136,1.44186140181275e-06,0.000183792270562318,20840,10528,17927,18013,15120,22388,16967,26773,14087,21713,12929,18079
"Ddc",217.313245310587,1.19212181527719,0.289282741201757,5.10055958613531e-07,8.19101675269525e-05,255,99,485,234,65,226,106,358,70,385,130,302
"Gm51937",47.6103911071882,0.862479782508275,0.59799566310337,0.000638907113736358,0.0179236734314347,38,34,109,36,14,39,32,86,16,60,15,109
"1700042O10Rik",165.497057441998,1.29507878627226,0.283011286280464,9.88880171992405e-08,2.19219685954186e-05,167,80,355,148,101,175,100,265,66,239,85,264
"Grb10",129.731420498688,0.882262982412042,0.412607019404519,0.000157486335637716,0.00666376310234694,92,103,301,111,60,134,53,199,62,214,72,196
"Zrsr1",14.8345321324102,-0.697398484040949,0.688731378235652,0.0016167488450021,0.0336808914135013,23,24,6,15,18,12,10,18,13,7,24,4
"Cfap36",8547.758631689,0.388179872189533,0.187894021422779,0.00135055311970002,0.0299722860460086,10436,5055,10113,8328,8129,8926,8419,13072,7042,8225,5738,10387
"Insyn2b",286.413827507674,0.571199526008632,0.467480326379266,0.00253012881282934,0.0455356308981483,169,130,454,192,146,453,198,732,118,226,188,538
"Slit3",75219.9410750701,-0.380806959776126,0.197376149368587,0.00194228730751659,0.0380261744871219,50275,70717,43234,111847,87320,73670,95570,64352,76712,73643,92375,73576
"Tenm2",25.0533554131625,1.11621248272886,0.845516643976326,0.000299695598879261,0.0105022194830628,34,6,20,20,8,27,10,38,20,51,2,78
"Ccnjl",3781.07155238565,0.991264549384915,0.238164563060942,2.91092344300489e-07,5.30073960893613e-05,1754,3275,6868,5243,930,2697,1142,1914,895,9600,3381,10170
"Fabp6",54.4559265437902,1.33064311280273,0.381278843619195,3.61344023398261e-06,0.000366647331204355,56,15,107,61,18,48,28,85,18,138,33,87
"LOC115485831",298.165531542506,-1.48928232469517,0.240377375961474,2.28696429636643e-11,1.86570547297574e-08,156,306,108,527,487,171,377,179,321,221,603,160
"Gm46280",77.544555872092,-0.449915539111698,0.256897883867893,0.00166568680230182,0.0343775991443529,45,71,57,138,100,47,93,54,79,75,120,69
"Tcf7",970.299497199131,0.559694673628253,0.167209341159216,9.30875037400736e-06,0.000784048812345586,964,635,1137,1023,684,922,675,1631,581,1753,826,1253
"Gpx3",16.796969773394,-0.870093667177388,0.593258021477161,0.000603922048362825,0.0172748810327627,4,34,16,61,2,4,4,7,0,16,51,15
"Slc36a1",72861.338884469,-0.296297706019638,0.118270376139058,0.00101103279397274,0.0246650883170741,62581,64964,57563,96660,81904,63584,87419,87277,71409,80917,78286,53744
"Gm12238",163.52162512086,-0.857268389015388,0.422249541935697,0.000211531518359273,0.00820187322611667,163,123,45,233,314,103,274,106,214,69,188,117
"Trim17",455.878318695972,0.455118230389028,0.214264139382849,0.000693984471776441,0.018871751069174,299,420,756,557,257,298,289,481,233,699,457,894
"4933439C10Rik",1372.84558327883,0.527156824616678,0.275489730124932,0.000732448674041936,0.0196556456672175,1604,840,1473,1074,1301,1718,1323,2121,1198,1214,689,2021
"Rai1",30679.5121322665,0.335434606186349,0.155624357707911,0.00175933173024114,0.0357742478945842,31949,21889,32213,38093,23138,32563,26800,38238,24087,41187,22523,44007
"Myo15",507.941405186978,1.18533926552204,0.319008477440859,1.9648689364333e-06,0.000232985476503239,754,234,597,362,423,584,373,865,376,503,168,936
"Pigl",1589.25514594266,0.376720946970284,0.19232110333902,0.00188885749118903,0.0374012121677673,1368,1283,2461,1904,1210,1328,1282,1796,1171,1990,1297,2348
"Pirt",7377.94932725274,0.862799446631949,0.261728061724934,5.61530852973716e-06,0.000515874853441394,8756,4533,10267,7362,4250,8738,5062,8521,4500,9114,4577,14560
"Gm12299",1100.05414999652,-0.433086360444299,0.195870484291188,0.000665460377274734,0.0183406275601597,652,1075,1070,1915,1357,573,1188,966,1093,929,1603,1000
"9130213A22Rik",66.2525231278061,-1.33001035570035,0.437409237232699,1.10892078907276e-05,0.000872171115859911,18,87,32,126,119,41,77,27,56,31,138,47
"Hes7",431.362616105378,-1.03573920675208,0.222436499111638,4.23883894470834e-08,1.09549049986132e-05,195,453,215,776,553,285,555,385,405,391,747,325
"Cxcl16",567.533593538166,0.985008370985696,0.328179621714921,1.51338491676659e-05,0.00111831468758894,582,271,817,483,351,753,442,1107,372,534,262,987
"Gp1ba",22.3223663102267,1.18527431051727,0.679715168677172,0.000164121013573214,0.00685911490128217,13,10,34,14,12,24,6,42,6,40,10,70
"6330403K07Rik",169.443509779989,1.02693042723616,0.487869901544004,0.000133311361559335,0.00587232228726272,192,88,148,104,54,394,106,246,98,294,51,300
"Pitpnm3",33.9862104476768,1.04929844732521,0.591208267851359,0.000229496078945064,0.00867929407841371,16,18,59,37,12,33,14,16,16,67,18,119
"Atp2a3",3917.8989303952,0.34457366841258,0.163430934833028,0.00180613047065945,0.0362773308122345,2851,3807,5344,6202,1599,2709,2012,2644,1629,8490,4469,7440
"Serpinf1",585.642125950027,0.812632766760341,0.539442293501835,0.000681520561135131,0.0186822739843427,253,313,792,572,180,1003,151,663,154,751,397,2061
"Slc43a2",1561.70548018058,0.546739142378095,0.171847498316223,1.79376762540301e-05,0.00127755986794867,959,1560,3020,2486,524,739,528,1291,414,3258,1731,3162
"Abr",29260.2447770055,-0.295071239931273,0.106517229614812,0.000471790953033484,0.0146011782809073,23646,24078,22326,40810,32608,27161,33983,34019,27455,33244,34146,24012
"Myo18a",16398.1976158164,0.489497402550101,0.117501318989234,7.0110451362711e-07,0.00010513990114283,15356,11841,18805,20127,9944,18052,11565,20633,9964,28989,14731,23572
"Pipox",77.5345088698418,1.5539135521436,0.417045641380329,1.27288263961383e-06,0.000167486718934994,79,27,158,62,22,70,52,179,31,127,26,141
"Gm30561",68.122207572351,0.748207579162856,0.435162642588308,0.0005395205061988,0.0160401176733594,79,51,124,60,41,75,43,58,30,95,37,136
"Zfp830",4199.16628810178,0.327847529964513,0.150713273777643,0.00179834927490805,0.0362424243693178,4564,2752,5124,4590,3495,4277,3947,6426,3451,4860,3154,4696
"Gm23444",76.1656148601595,-1.01316304920106,0.662340737864857,0.000354314933891223,0.0120224897608475,41,77,8,136,145,36,115,37,54,79,178,28
"Gm22068",144.995379209129,-0.503404036347004,0.35296130245224,0.00238983788663817,0.0439105799080951,92,141,58,205,194,98,190,108,158,191,248,83
"LOC115487798",112.334781551196,-1.26165755482221,0.425043079449318,1.44423209568816e-05,0.00107428167932328,65,65,34,272,171,74,134,69,137,92,223,56
"Snord3b1",109.288818757087,-1.31555364218992,0.423722915233717,9.75753994379207e-06,0.000807558014117617,64,64,32,265,171,74,130,69,127,89,219,51
"Snord3b3",138.432372594373,-1.38449395248512,0.41691893265891,5.2149677960452e-06,0.000484104233407409,74,84,35,329,221,93,174,87,153,114,289,64
"Snord3b4",143.245219704026,-1.44418186719475,0.405804135698793,2.55016473147305e-06,0.00028735143479775,80,85,36,347,237,103,170,87,172,107,282,65
"Snord3b2",116.634122522239,-1.45177114592934,0.42913593433769,3.96407951244461e-06,0.00039437756905516,64,62,32,282,207,79,134,69,147,80,234,50
"Mmd",17148.3519096053,-0.650663628323104,0.214478333311539,1.73748474299865e-05,0.00125283055116765,10729,21432,16530,37163,14324,8241,15134,13095,11679,23489,29142,11919
"Hlf",1547.78443660117,-0.419696618569219,0.1349577568019,6.15193503690085e-05,0.00336377252218748,1412,1236,882,1921,2099,1652,2089,1873,1614,1271,1450,1180
"B230206L02Rik",770.706687465853,-0.378191036851734,0.191731140944313,0.00181041443310694,0.0363061970139784,428,813,687,1342,684,608,693,534,561,1044,1379,732
"Cacna1g",246.34300371087,0.666364988128687,0.318818334652065,0.000271641858874274,0.00982293565911492,143,212,290,356,110,151,103,144,95,636,217,668
"Mycbpap",311.120541393594,0.419476125166218,0.231346292819156,0.00181497884367294,0.0363262939320015,259,233,587,417,155,202,187,408,142,534,319,441
"LOC118567867",374.203301988585,-0.444500904563682,0.228210253328597,0.00112671840292169,0.0265658055810265,273,395,314,575,309,245,376,305,249,474,753,336
"Gm38958",18.3149223561907,-0.716629462299586,0.619157660463879,0.0014558487951029,0.0312296711281893,14,16,5,26,37,13,24,20,16,8,32,10
"Copz2",3164.99232525059,-0.321734120560217,0.139357952064042,0.00136831664307338,0.0302213327508631,2070,2938,2749,5214,2767,2581,3268,3048,2607,4171,4730,2898
"Arhgap23",3490.27963408971,0.426890465601818,0.147236005313835,0.000110339198494401,0.0050798373663506,3459,2818,3905,4051,2502,3019,3005,4376,2338,5820,2786,5018
"LOC115487886",261.375294346007,-1.84805794646138,0.240243336108302,1.17264980420974e-16,2.39161927568576e-13,127,308,74,434,495,178,448,132,319,113,375,110
"Jup",3066.97511625468,0.738983962868045,0.412084794955847,0.000468127435216004,0.0145319011282046,3906,1958,3509,3636,885,2269,1772,3345,1335,10508,1974,4093
"Kcnh4",1398.55068296982,-0.300643503621225,0.112886810526258,0.000621195178576152,0.0176452307340677,1313,987,926,1764,1891,1286,1998,1651,1538,1338,1303,943
"Ramp2",3152.86290297902,-0.347633114878583,0.165243856865826,0.00177527549927278,0.0359262684603354,2201,2834,2493,4528,3358,2609,3818,3579,3124,3783,4081,2141
"LOC115487916",308.513303389772,-0.783290900458744,0.518289027898309,0.000738513246379775,0.0196719374796313,234,287,68,583,415,180,341,205,264,419,679,141
"Gm24950",288.435076678132,-0.622422580719409,0.491482137568751,0.00191416698993166,0.0376828530498612,226,278,62,499,416,153,322,204,222,390,627,161
"Gm23971",173.850821795233,-0.584506678269394,0.488496005968976,0.00247505612842079,0.044870017545904,132,174,38,311,253,88,178,126,126,237,383,104
"Rnu2-10",198.797559823866,-0.827282944463973,0.524479124652356,0.000579478884767898,0.0167876020665359,141,192,43,354,278,117,237,141,162,260,439,89
"Plcd3",11451.9586604057,-0.589891364327785,0.149186441472041,7.4363064242958e-07,0.000108898792305126,3021,17612,13803,27987,3732,3465,3992,4619,3242,20073,28847,14350
"Acbd4",5929.71020901977,-0.443982136262788,0.136347134367992,3.13129422185905e-05,0.0020338454030196,2277,7772,7052,12655,3083,2804,3506,3513,2828,8835,12460,7358
"Kcnh6",455.543767110513,1.02518100257224,0.537140211999141,0.000194917769579036,0.00774921619993069,848,178,252,262,166,988,310,389,260,886,167,844
"Map3k3",38064.2001384375,-0.511788382975755,0.121742583124603,4.85994138055359e-07,7.89201768823841e-05,25128,39820,31152,68006,36198,26540,36650,33781,28833,49721,59387,34754
"Gm22711",216.150027754192,-0.537534331042721,0.322552811351866,0.0012282798639668,0.0280838204322902,221,191,118,281,317,139,314,138,227,154,323,169
"Pecam1",922.190370050491,0.534686717600861,0.166727434073719,1.7904961937892e-05,0.00127755986794867,595,690,1370,1352,556,535,686,926,461,2003,966,1483
"Armc7",5797.59720117677,-0.311037518837525,0.143824001848573,0.00216171509092091,0.0410442841416414,2241,7832,6167,13001,2847,2545,2739,2946,2094,9914,11793,8915
"Itgb4",235.791634038595,1.20641220980159,0.224138538871857,2.34461316502545e-09,1.1817835883877e-06,256,138,368,201,99,222,114,417,89,592,152,325
