"","baseMean","log2FoldChange","lfcSE","pvalue","padj","1_C1P_S1","10_S2_Diff_S10","11_F8P_Diff_S11","12_S3_Diff_S12","2_S1_S2","3_F6_S3","4_S2_S4","5_F8P_S5","6_S3_S6","7_C1P_Diff_S7","8_S1_Diff_S8","9_F6_Diff_S9"
"Tbrg1",23932.4095295534,0.355705546353391,0.120568562300736,0.000191610720225571,0.00958922480288783,18628,19203,30728,34407,14472,20418,17343,27323,13367,44527,28076,30429
"Zfp202",2822.27564461993,0.420819308089215,0.160765797000643,0.000218587183515787,0.0104886834122255,3347,1826,3097,3098,2292,2997,2605,4990,2190,3354,2171,2654
"Gramd1b",16688.3335768543,0.282442374655619,0.126439734991507,0.00120087926279189,0.03671636314984,16935,12832,21182,21853,12412,15793,13794,19858,11613,24023,15279,19793
"Ubash3b",2720.09982123989,0.912578799517407,0.152371231149714,7.90889895275590e-11,6.00734826462171e-08,2879,1472,3208,2636,1501,3507,2039,4691,1695,4653,1753,3738
"Sorl1",501.052228993375,-1.50569439548302,0.192466075145178,6.26268454458873e-16,1.09435193512901e-12,259,444,193,790,942,335,762,284,738,326,650,270
"Tbcel",11212.493105898,0.323624972160594,0.106437440209664,0.000203700529655911,0.00993348001477862,9540,8543,14553,15163,7723,10488,9185,13547,6826,16718,11285,15256
"Gm30373",105.813551545305,1.28142262816445,0.416361291976232,2.23998046762203e-05,0.00188635142271351,176,54,68,61,51,168,68,167,43,270,66,126
"Usp2",686.533192222572,0.398995622317141,0.2587202179231,0.00172677222686038,0.046064482017654,493,528,1192,838,342,489,423,941,333,1526,635,883
"Mcam",4933.8547332247,0.435437073639522,0.150525357741507,0.000105642198515419,0.00625765892844581,5543,2894,4902,4365,4336,6121,4608,9168,4044,6689,3364,4435
"Nlrx1",1983.51103199267,0.426752097929505,0.165047137531227,0.000222538722335479,0.010605487428756,1335,1479,2677,2465,1164,1899,1215,2027,938,4336,1926,3400
"Upk2",43.2342832153218,0.821463306726821,0.567469155350321,0.000745767663505244,0.0258479374149446,30,37,53,60,24,46,21,96,13,50,64,48
"Bcl9l",11411.9408594882,0.307530789377504,0.152707118181827,0.00147811328221424,0.0417154204774569,13958,5351,8082,8017,11773,18105,13798,21853,11305,11120,5593,9046
"Atp5l",27953.0706221975,0.349881083569914,0.115911463469688,0.000173649286322482,0.00892463697278461,28372,19839,31995,37072,20097,28580,24370,36599,19926,41807,27048,29530
"Ube4a",19415.1535012605,0.374208581711395,0.144172297678233,0.000334521308036854,0.0145012515541945,21428,12567,23071,21515,15228,21650,17039,28334,14814,24712,13258,24297
"Mpzl3",547.407953974786,0.784334576260456,0.151756654288289,2.34532029442453e-09,9.45750408726691e-07,534,389,733,762,282,472,343,705,259,1013,514,851
"Bace1",6207.13977243182,0.329681472764035,0.169257673030892,0.00140802080481892,0.0409941242390537,7568,3813,6230,6125,5012,7483,6486,9944,5122,8369,3637,6133
"Rnf214",11053.9131530266,0.347519484518099,0.111478910896274,0.000141992610143312,0.0077537579221227,12832,7234,11353,12305,9046,11993,10723,16405,8720,13798,8242,12745
"Sidt2",15924.0809212729,0.289528760182631,0.128029391082911,0.00110090535644827,0.0341492373067512,14161,13205,18512,20481,11378,14765,12845,20048,10517,27230,15878,18129
"Pafah1b2",35505.8405100068,0.256550607443915,0.0796263601682111,0.00020042258673567,0.00981930191883238,36197,25758,36564,43513,30450,37121,33903,47984,27353,46648,31993,38246
"Sik3",9587.1505822013,0.294051208164425,0.151165131705524,0.00180114646208335,0.0472693869379546,10293,6833,8839,11173,7316,10501,8733,12689,7249,15615,8016,10916
"Gm31816",438.204975083494,1.04571847490425,0.411460329163618,7.66948780191428e-05,0.00490309419872989,507,228,310,435,169,770,301,510,209,930,270,823
"Gm39334",130.650278896502,-0.817027684383358,0.306019449099347,5.70649213652777e-05,0.00379871217812225,98,88,98,165,223,88,185,153,204,98,90,75
"Rexo2",29382.6580667902,-0.87011251097678,0.247846949724534,5.30559789087714e-06,0.000601368011750286,18677,30388,15152,49416,36621,18496,38631,19317,29439,35052,50139,17556
"Htr3a",35542.7823352115,0.591040550697946,0.308606225034589,0.00041876090107637,0.0169190700089988,34278,20348,31249,35075,20080,54662,31291,60616,25425,68516,22001,38053
"Pts",2530.48245916022,0.329988062797821,0.17870395783965,0.00164411283623,0.0444270645140553,2202,1669,2912,3088,1977,3052,2074,3424,1660,3291,2199,3637
"Dixdc1",2130.40470610642,0.813343942314932,0.197927945104563,4.45610857850706e-07,7.91865599853513e-05,3345,790,1764,1435,2030,4018,2146,4376,1691,1589,817,1686
"2310030G06Rik",325.105720672666,0.971006863626575,0.190932875302561,1.43209384089306e-08,4.46036879213237e-06,364,263,438,436,166,327,232,488,136,477,318,390
"Cryab",1441.34498277832,0.51813021307489,0.243787940436383,0.000333679302552678,0.0145012515541945,1271,1037,2055,1557,831,1381,1063,2220,811,2889,1362,1493
"Fdxacb1",888.201111883168,0.415101113908068,0.178930809713121,0.000407346845956783,0.0165215783614464,922,658,1054,1139,501,803,723,1235,615,1446,884,1031
"Sik2",4924.43529137763,0.425895445845384,0.242569516557827,0.00104167019509843,0.0329105755859944,5232,2688,5741,4604,3979,5364,4433,10591,3695,5624,2869,5842
"Layn",254.06642499264,0.710150364769878,0.252306679891516,3.80779340751305e-05,0.00275329724007383,253,136,330,252,180,342,196,493,169,365,164,260
"Fdx1",2970.32857439733,0.343698709499062,0.130264149980281,0.000393137523926167,0.0161324867694869,2898,2165,3795,3691,2195,2822,2476,4066,1986,4258,2999,3289
"Acat1",24823.6797746988,0.351487485345354,0.124263521534043,0.000255487482326019,0.0118263068805613,25446,17099,25663,29630,18478,28051,22196,31633,17788,39836,23601,26750
"Sh2d7",92.0643745085963,2.23720418341836,0.466277078969577,4.39271812487550e-09,1.70575752519471e-06,56,36,282,85,16,103,20,175,13,183,34,158
"Cib2",403.5809609656,0.539473810912703,0.318658605089333,0.000758070619245029,0.0262309947441403,399,254,506,486,175,380,270,529,234,1016,383,454
"Wdr61",10692.0484107048,0.394407848985313,0.124331189214058,8.01827795828471e-05,0.00507961542318043,11831,7342,12221,11836,7756,11405,9867,15860,8176,15070,8440,11510
"Psma4",30894.3547094635,0.352217070379129,0.0912770022374165,1.6885498428977e-05,0.00149397475340599,32474,21763,32408,36140,23622,34190,28557,40310,22931,44831,26514,35938
"Chrna3",8473.43549575943,1.78266450686925,0.85315265618904,3.60187271424426e-05,0.00265942496285168,14817,2474,6910,3975,807,18339,2694,7443,2255,24504,936,20530
"Chrnb4",560.247353562112,1.97287935362475,0.466146178152365,1.9019992338477e-07,3.94881405292598e-05,657,241,465,423,91,1051,153,335,135,1638,203,1661
"Fbxo22",7686.43917902209,0.34244691055076,0.0927551325464253,3.21407064261725e-05,0.00245075808381968,8674,5173,7633,8685,6573,8189,7260,11127,5849,10824,6130,8298
"Rcn2",17374.5924624783,0.317098406086973,0.147620786896445,0.00111588414587113,0.0345117620276869,19147,11565,19743,20023,14317,19148,16675,26878,13494,20137,13305,18294
"Tspan3",16954.678336541,0.437778539487989,0.131280031226344,3.25480746853967e-05,0.0024698123077671,19539,11625,17876,19092,12608,19206,15709,24117,12106,25728,12125,18836
"Hmg20a",8957.30788805173,0.352624068562896,0.141436916708636,0.000479323762387861,0.0188219849691218,8563,6647,11489,11134,6795,9181,7406,12250,5916,11340,7867,11555
"Imp3",6414.92741244772,0.499763663169394,0.163190117216943,3.88349994859189e-05,0.00278480580238704,6637,5145,7183,8551,3694,6139,4697,6723,3544,12512,6573,8413
"Snupn",2011.97428509014,0.379632462312605,0.109577438301305,4.30240207597879e-05,0.00299724482163453,1790,1472,2543,2578,1424,1828,1421,2611,1328,3082,2020,2817
"Ptpn9",16838.7118284268,0.332568091900567,0.0923652578418186,4.63825770889727e-05,0.00318884019337269,17300,12107,16490,19569,14120,18819,15756,24210,12801,22781,13878,18903
"Sin3a",18921.7894022923,0.283852001807664,0.11295542444898,0.000732387203778517,0.025724333795698,18218,14123,18684,22709,16074,21707,17853,26522,14174,23935,16547,21508
"Man2c1",11713.0274768777,0.305828148291093,0.149835871709623,0.00143118918810467,0.0411668121884318,10013,8529,12368,12969,9063,13413,9551,15853,8324,17235,10954,15949
"Neil1",1417.0901948764,0.315057512030684,0.162161153886165,0.00157125793118867,0.0436393477603911,1077,1092,1588,2081,896,1346,938,1546,844,2590,1724,1980
"Ppcdc",2662.96830871043,0.402754091051281,0.205952246663512,0.000843584702007535,0.0282123247470431,2029,1749,4775,3303,1612,2472,1624,3309,1511,4066,2353,4203
"Rpp25",4641.32889997372,0.815071572147025,0.284588671820778,3.4223600432639e-05,0.00256298099097145,7078,2228,3435,3486,3071,7154,4020,7252,3154,9097,2900,4298
"Scamp2",7847.94632774437,0.301916409391062,0.138545705233378,0.00117196245203355,0.0359807915910565,7085,6047,9477,9633,5912,7795,6710,11153,5423,11195,7918,8398
"Edc3",9910.38030836485,0.322311845507842,0.131642897033739,0.000647927413364165,0.0235058649322373,9142,7646,9944,13136,7548,10382,8372,12388,6289,16196,10783,10943
"Clk3",6725.74868897709,0.330408005536321,0.162050589778865,0.00121297763718007,0.0369157156371972,5808,4916,7026,8165,4444,7792,5831,8421,4524,10459,6361,9363
"Celf6",4227.90578646457,0.41880201931625,0.112693455276622,1.22878893683917e-05,0.00117655137975254,4989,2622,3989,4526,3211,4876,4016,6015,3247,6221,3347,4904
"Thsd4",421.82415828554,-0.52518298030205,0.390296796327241,0.00158860053393697,0.0438672620492802,401,410,300,716,629,150,537,346,421,396,581,241
"Itga11",949.972653975006,0.784508679621585,0.200816969875799,9.18202852826972e-07,0.000144765380608487,892,547,1574,991,519,994,672,1505,503,1634,576,1406
"Fem1b",35893.4029668241,0.336670414169351,0.140453288405037,0.000639957896820203,0.0233185928308414,39220,22574,40585,38900,30577,42229,34120,54174,27535,41375,25773,41816
"Map2k5",5847.57090129527,0.328675383750341,0.168765912327468,0.0014186539156387,0.0410778486190394,5158,4944,5883,7607,3672,5746,4590,7084,3712,10851,6468,6939
"Aagab",7583.16819262482,0.321193250505305,0.0979633565259801,0.000120093566027128,0.00682975944733997,6997,5718,8526,10081,5498,7592,6424,9257,5094,12273,7472,8930
"Smad3",14234.2121052595,0.322896439761679,0.146369019991005,0.000974839317879621,0.0314483163947966,5141,15276,26322,25516,4238,5167,4552,8490,3865,30676,20641,30400
"Gm35941",176.924824415253,1.11680997437063,0.310959897254478,6.70726206442078e-06,0.000718908282415553,76,124,483,305,28,78,42,97,26,439,183,377
"Zwilch",7296.0671107118,0.481215316091234,0.15597628819691,4.2673321945135e-05,0.00298272295955845,8555,4340,9304,7510,5546,7938,6377,11421,5127,8814,5092,9412
"Snord16a",337.891154488324,0.598323850734727,0.336547120239806,0.00055325652880747,0.0209031282028177,499,179,363,314,221,368,300,736,268,384,137,380
"Map2k1",12052.9386935741,0.251432997370535,0.104611966947399,0.00103214638212236,0.0328217245923,12659,8372,11800,14375,9993,12615,11517,15521,9085,17594,10467,14263
"Plekho2",2664.83180531743,0.299781530377469,0.154184488725028,0.0017378563311297,0.0460696705530451,1764,2610,3205,4021,1516,2407,1773,2673,1428,4791,3194,3806
"Aph1b",4616.96688505612,0.407622504640427,0.137347995465151,0.000114911513064374,0.00663796010315939,4635,3166,5325,4929,3579,5085,4221,7578,3331,6366,3682,4899
"Gm16551",156.352678583882,-0.903793032633365,0.305802908573368,2.89713364451797e-05,0.00226679087283199,138,126,67,247,242,74,288,167,201,102,180,58
"Fam214a",2299.2763156326,0.355293896315031,0.212275284736526,0.00180428047129444,0.0472924465032163,1861,1878,3173,2985,1446,2294,1529,3021,1460,2963,2040,3693
"Bmp5",43.6662063428387,1.82449569323315,0.423221571222374,2.65591353070248e-07,5.2048458715234e-05,50,26,58,48,14,49,17,131,14,46,38,58
"4930429F24Rik",36.139266547903,-1.20316427251983,0.507291983431052,8.9769475998961e-05,0.00548797709102686,20,34,24,73,72,16,46,17,34,28,60,16
"Filip1",7743.065501567,-0.564117965112933,0.249384071578019,0.000208928740450362,0.0101178447078606,6663,4102,4924,6367,14116,6578,12865,11801,11093,3863,5423,4427
"LOC118567672",51.8062376370925,-1.50337519422005,0.390066840934457,2.77725956302008e-06,0.000348720693275258,34,21,14,24,136,28,112,47,97,18,53,20
"Cyb5r4",9856.75202128543,-0.226818982503213,0.105153372741608,0.00172887344880031,0.046064482017654,9211,8112,7493,14316,10770,8911,12037,10607,9601,10092,10402,8476
"Pls1",17.909635951057,1.21947595952945,1.09733065855034,0.000281206553538479,0.0126809037013943,16,6,48,4,6,12,2,68,2,22,2,38
"Spsb4",2472.40679982693,-0.446942914489967,0.185616787972534,0.000274770473945538,0.012471130017671,1810,1908,1541,2885,3632,2309,3441,3158,2943,2333,2490,1405
"Gm33054",36.3684209015977,-1.9401269972921,0.555744461304072,2.0992111109031e-06,0.00028770168486619,17,25,7,44,75,15,75,9,67,4,74,15
"Gm40564",62.6628417868583,-0.759579693633694,0.57846366775631,0.00104572823276159,0.032930188924394,16,95,107,107,69,16,55,39,45,59,96,55
"Mapkapk3",927.53849808798,-0.779689615208157,0.260078716103488,2.27282657710768e-05,0.00189242740188711,156,1586,907,2626,407,168,347,299,311,1441,2662,821
"Sema3b",46.0175781634292,1.22526825393107,0.40674737398068,2.68238283808102e-05,0.00213056385347427,48,30,70,51,12,45,22,60,16,98,27,99
"Slc38a3",2236.30079855038,0.756421910241981,0.345280290677127,0.000181484776085131,0.00923678220808036,2382,1403,2053,2199,976,2717,1461,2395,1102,5838,1368,4186
"Iho1",384.853128327422,1.09540517690472,0.281904498662593,2.73303440935602e-06,0.000345234930902328,603,149,300,352,193,704,284,568,272,624,198,481
"Klhdc8b",3870.55650809145,0.585677505383708,0.304895550146531,0.000418677573423715,0.0169190700089988,5489,1922,2393,2965,3115,7116,3684,5389,2772,5959,2621,3737
"Scn5a",2800.505428792,0.485840551546618,0.305764721170081,0.00109803441028223,0.034110642295123,3019,2025,2414,3335,1682,4018,1930,2709,1763,4819,2441,4358
"Myrip",46291.1122445005,-0.516531340351407,0.155947415869313,1.56605021422534e-05,0.00142158038710351,27052,52507,36033,86581,45026,26281,48457,39748,37532,61178,74184,37067
"Plekhg1",2660.43393608479,-0.70868686223222,0.327165127460584,0.000199234242835152,0.00980953539663367,1147,3062,2759,5545,2308,951,2148,1540,1916,2788,3556,5234
"Gm25635",43.2708166795634,-0.600721415909746,0.434074205623246,0.00124805187119071,0.0375472018464822,33,26,22,48,91,33,61,48,62,24,41,27
"Rab32",101.743488530297,1.97143706597887,0.355328076866763,3.89602785195085e-10,2.20799481155561e-07,116,58,99,70,31,171,28,152,28,250,44,229
"Grm1",34.5917088746818,2.27598980816333,0.863280163015679,5.64885742739275e-06,0.00063005793295212,38,4,62,8,2,73,16,125,6,32,0,66
"Map3k5",12998.9739603748,-0.8281241349368,0.280292048347091,2.69571476402311e-05,0.00213307331648304,8011,13931,12664,24927,16098,4844,15134,11752,12635,11977,18231,8922
"Hint3",3594.77812583863,0.392709112144471,0.168403840887713,0.000469922289446107,0.0185221813672846,4170,2021,4506,3689,2837,4218,3312,5806,2880,4355,2385,3805
"Ncoa7",9001.59337871678,0.563987844163473,0.2859297460368,0.000395785159763844,0.0161778148442262,11232,4206,9458,7276,6799,13610,9031,19957,7658,6889,4379,8997
"Hddc2",2906.56249525032,0.654605374970386,0.149603475151281,8.16164701371487e-08,1.96686146552258e-05,2579,2121,3551,3393,1664,3382,2066,3718,1688,4676,2650,4488
"Calhm5",186.909879046701,1.44974592628777,0.317166605172803,2.82752240453339e-07,5.43947865143676e-05,220,86,335,156,84,178,98,483,70,339,72,230
"Tspyl1",17700.2603497806,0.340565647883591,0.154434077295081,0.000861007766968145,0.0285173592363197,15835,15037,20205,26214,10669,16505,12904,17396,10160,34139,18387,23103
"Tspyl4",24018.8266502401,0.371185954309037,0.222554680159792,0.00164652365525304,0.0444349479111982,17360,19239,36179,34242,12097,23260,13893,18892,11225,42086,22078,48340
"Gm46220",36.0517641327612,1.92924706244996,0.772564399061944,1.47673225299994e-05,0.00137015923067061,103,12,18,14,8,80,16,39,8,94,4,46
"Ccn6",66.5013484880263,0.999124879784646,0.728229983679888,0.00053405289062833,0.0204353194590976,22,22,208,73,16,57,10,76,11,100,92,148
"Gm31562",277.208435892386,1.40805664501023,0.583993045792575,5.82877984051727e-05,0.00385563673425257,199,90,747,170,67,361,112,661,99,167,107,634
"Ccdc162",146.86113224291,0.660652119113632,0.462315602187815,0.00102264558707941,0.0325894457681887,78,173,346,260,30,54,43,118,32,204,225,268
"Crybg1",68.5103896625165,0.855583162060609,0.504176648311202,0.000457975239991626,0.0181194015233668,73,36,107,58,43,102,20,84,34,91,61,130
"Duxf3",9.79049694488919,0.447886967697654,0.963149822984405,0.00183337175881269,0.0479949717984312,22,7,2,2,0,28,2,7,1,19,0,28
"Kifbp",12564.6009308525,0.32474351822916,0.126779051896903,0.000520617260130117,0.0200308684911347,12173,9532,13929,16214,9127,13332,11326,16471,8766,19416,11600,13203
"Stox1",329.80753405751,1.16620740372602,0.322014996750608,6.41255605259478e-06,0.000700337957639896,208,144,519,318,141,421,181,697,145,539,250,585
"Ado",12553.8149045276,0.285173377390179,0.139856284360266,0.00163554376305706,0.0443449909643479,12788,9458,13842,15127,10456,13741,11699,18650,9597,15313,10702,12403
"Specc1l",18649.0389555056,0.30633757289653,0.113430434967975,0.000454982156218113,0.0180350110278594,17633,13488,21003,22154,14771,19370,16656,27178,13900,24149,17123,21823
"Ggt5",36.8429522812597,1.18473015525879,0.780595677363508,0.000282966816544153,0.0127063840479054,41,41,66,24,5,36,18,68,7,81,10,60
"Susd2",191.205099568161,1.11735866337822,0.36022911997791,2.29231990118426e-05,0.00189242740188711,269,89,183,158,83,352,136,257,110,393,65,266
"Pcnt",8220.201936072,0.397931404564356,0.197243255663372,0.000783337859434425,0.0269583248061961,10362,5173,9478,8364,6477,8149,7123,14008,6380,9805,5173,10189
"Col6a1",373.926505450836,1.34656499799644,0.375100056231501,6.73609206221476e-06,0.000718908282415553,554,166,563,326,103,426,239,772,187,806,96,448
"Col18a1",26176.779020382,1.49396497911248,0.25770271056454,6.75833342304654e-10,3.4564754523869e-07,28680,14987,55013,23231,8627,19719,11118,51398,9237,58510,14686,34201
"Gm35837",39.2030461122461,0.767358515522734,0.836441896729624,0.00124022530430741,0.0374191142532692,23,51,152,38,3,15,7,39,4,37,24,81
"2810425M01Rik",96.435763392566,-1.41129362986936,0.379709848858726,4.57898002035982e-06,0.000539419281162501,42,91,31,128,175,66,136,40,133,42,216,46
"Gm40709",27.1519875819189,-1.14054783405652,0.570787088660913,0.000179382101372585,0.00915197879241299,11,36,11,51,43,11,27,14,34,13,60,15
"Cirbp",17952.5005660854,0.353950046569229,0.141633036360788,0.000469437152303692,0.0185221813672846,9991,17559,24949,27787,8409,13311,9750,16078,8164,33817,23330,31655
"Rexo1",13340.0066000958,0.466737972781741,0.134273986647046,1.51367228317427e-05,0.00138603467711272,13820,9401,14184,14939,9544,14515,11258,19776,9249,22361,11883,13967
"Csnk1g2",18086.9157753684,0.380864097334869,0.179932468216718,0.00074462958421449,0.0258479374149446,16876,12963,17969,20847,12841,20624,14915,24416,11759,33273,18331,19545
"Btbd2",7391.92451213825,0.483901472280784,0.246667612685043,0.000537794923118652,0.020462228140946,6845,5175,8034,8865,4616,8700,5286,9249,4301,16260,7368,7606
"Mknk2",13281.0484478174,0.382065659803786,0.151891057189008,0.000365024673321684,0.0153351543255516,11302,10433,15548,16321,8807,13540,10315,17078,8191,24387,14030,14964
"Ap3d1",22970.7826695462,0.371779261559849,0.16756339872987,0.000669219793485544,0.0240288867287643,25585,15842,23242,26436,16274,24550,20604,32928,16954,39244,19368,22796
"Dot1l",16715.2847506634,0.374548050298515,0.175686976124431,0.000759384528268997,0.0262331699724425,18883,10959,19004,16948,13738,18488,15555,29875,13328,20076,12584,15194
"Plekhj1",5669.67041595614,0.458615372344727,0.183401413091721,0.000209496696266737,0.0101219728663991,5016,4020,6344,6364,3845,6213,4409,8529,3640,10124,5910,5986
"Tle5",51723.6256385242,0.63993629214782,0.274259037584977,0.000146512119520954,0.00786306763835009,52478,35975,48535,56672,27788,68363,37507,58917,29514,115243,46257,66970
"Tle2",859.346247358856,0.698187130010512,0.175994978775065,5.58647382590608e-07,9.52380241101014e-05,926,536,928,766,536,1025,713,1449,565,1335,571,1256
"Tle6",2495.30565032544,0.511205591961856,0.279668890207153,0.000629301407907612,0.0230293564091007,2121,1804,2724,3103,1177,3044,1747,2823,1478,5483,1827,3860
"Gm46195",265.083633148074,0.493475439307233,0.276955231901721,0.000734883415375162,0.0257688467173943,261,137,314,261,181,379,201,368,177,342,184,451
"Tdg",32796.6945427803,0.250738728216987,0.112800347092905,0.00142263145661069,0.0410897507075338,30501,25992,32630,44817,25425,32766,29312,41061,22805,49607,34981,35370
"Glt8d2",713.455497345667,1.65000896548633,0.314175468288075,8.1676209393082e-09,2.8076531717435e-06,488,517,1654,915,88,275,161,706,120,2690,489,1127
"Tcp11l2",5847.40377096422,0.636051232890754,0.166719582664782,1.11417243771356e-06,0.000166879156045826,1563,6870,9852,13226,901,1732,1072,1736,872,13217,10160,13705
"Rfx4",98.7904557630702,0.934702987976997,0.496590251596194,0.000295286845884756,0.0130906339774999,98,65,137,93,27,113,36,56,37,280,69,229
"Timp3",1933.76867478183,0.526526063458672,0.358867884576804,0.00123932936458253,0.0374191142532692,1997,988,2111,1588,1218,2995,1916,4297,1456,1774,793,2545
"Fgd6",4392.74640786936,0.385953806571693,0.181508110442782,0.000706604866483226,0.0250707232576764,4875,2591,4543,4373,3369,4968,4146,8112,3688,5267,2758,5222
"Ndufa12",56794.4639101654,0.315195223729629,0.114255722264515,0.000384385651221286,0.0158774804103392,53487,45306,57585,74953,42175,55045,48652,71716,36788,92353,61106,64150
"Socs2",933.800385812998,0.985893932848966,0.870786682059887,0.00059861710259394,0.0221671926088756,711,291,799,543,176,1992,234,538,204,1473,272,4343
"1700017N19Rik",76.1786151056369,1.15481648381045,0.911561969432148,0.000344279355249413,0.0147330485718877,50,18,128,42,8,198,30,98,20,36,14,285
"Gm25117",355.134625447231,-0.601268526559245,0.360898316570828,0.000696466852296103,0.0248370976629201,258,300,227,436,602,232,531,407,410,142,474,233
"Atxn7l3b",32268.336295963,0.332539358103631,0.131758271428262,0.00052711238115516,0.0202431689325923,29710,23835,42772,42393,22690,31320,26650,42874,21798,47302,28839,38415
"Tph2",1732.46672980637,0.521660897613501,0.214873449442481,0.000169565729160131,0.00877931796236738,1913,870,2465,1590,1425,2023,1437,3162,1166,2057,1167,1993
"Gm51815",80.293384389616,0.860244852092398,0.616786941837752,0.000744595515793995,0.0258479374149446,90,58,165,91,28,46,31,188,38,106,89,71
"Tbc1d30",8.04066230185004,0.929014212213284,1.4453986662668,0.000373079545692984,0.0155555268889754,15,2,6,2,0,30,2,10,0,10,0,20
"Ppm1h",3952.77554928243,0.319856491170755,0.115991339771389,0.000373142735712461,0.0155555268889754,4051,2848,3877,4755,3254,4138,3373,5494,2961,6132,3357,4501
"Gm40798",26.6189925872105,0.782281059502933,0.721793812829218,0.00124410001239607,0.0374820878734672,14,16,63,43,6,32,10,36,5,33,33,43
"LOC118567859",1748.68277703459,-0.697563465174404,0.292624615713155,0.00012018604778809,0.00682975944733997,1234,1498,881,2278,2879,1683,2336,1161,1942,1544,2299,1266
"Patz1",10513.5844140051,0.329572263964575,0.144500585435917,0.000821328623781208,0.0279391320328752,9950,6960,9712,11755,9049,13632,9844,16253,8139,14162,9313,10384
"Gm11944",292.322823863429,0.604393163116398,0.206395578723776,3.20471504235574e-05,0.00245075808381968,376,152,337,254,252,395,257,537,213,312,165,315
"Morc2a",17438.0391689075,0.331028057000261,0.120970793249969,0.000358929152958086,0.0152048190068245,18472,11289,18354,19461,15352,19856,16220,28189,14207,20463,14026,17662
"Sec14l4",77.1920042804973,1.2742405680496,0.466836560377059,4.3928513078876e-05,0.00304005607508564,102,45,83,68,16,116,37,78,37,149,46,178
"Osm",6.76011853957839,0.465897333914737,1.08009486974815,0.0012049900617743,0.0367793837050149,10,0,6,0,0,2,0,9,0,30,0,32
"Lif",936.308491586668,0.39433650365188,0.151957110641776,0.0002839573333983,0.0127063840479054,431,792,1658,1446,378,517,393,701,293,2391,1141,1760
"Ascc2",14250.0938316888,0.251035784994877,0.121540893843191,0.00186529300328444,0.0487697368901139,13213,11189,15151,19819,10726,12911,11833,17889,9742,22874,15518,15757
"Emid1",13809.4578984131,0.74502556621589,0.221273357616991,6.58811907702736e-06,0.000712094169722612,12689,12511,17265,19551,5461,12840,7747,12221,6346,32367,14350,19729
"Kremen1",17362.9161426482,0.325902208759919,0.168054126035114,0.00146534271567064,0.041633911356201,18838,11989,15296,19449,13423,21541,16285,22339,12599,27984,14481,19427
"Gm46268",96.153826644399,0.737414660756742,0.441642197115015,0.000563013885517191,0.0211954006560323,115,70,151,89,51,108,64,115,32,131,54,200
"Ccdc117",10624.1424837571,0.404490529921487,0.0911195810899681,8.60849184138107e-07,0.000137795011772458,11293,7420,12129,13271,8038,11134,9223,14241,7482,15160,9353,12121
"Ube2d-ps",1654.59366189079,0.337938505430628,0.141807502713216,0.000649583716849747,0.0235252520874306,1597,1379,1999,2042,1253,1644,1306,1896,963,2818,1527,2002
"Camk2b",813.759529031577,1.1087409096182,0.361284298109986,2.46894593661611e-05,0.00199889294767966,933,667,1212,973,199,771,382,599,296,2491,582,1151
"Upp1",1858.9463361864,0.441089719237173,0.240956971889987,0.000843538987541579,0.0282123247470431,1341,1613,2980,2729,819,1221,897,1689,763,4671,2549,2200
"Fignl1",17632.5464971209,0.437929347720338,0.0921877943556047,1.1920347750938e-07,2.65912523392999e-05,20840,10528,17927,18013,15120,22388,16967,26773,14087,21713,12929,18079
"Ddc",217.313245310587,1.53106729441572,0.275161174814301,2.25788274062075e-09,9.2834398407993e-07,255,99,485,234,65,226,106,358,70,385,130,302
"1700042O10Rik",165.497057441998,0.822636680451142,0.359715300031472,0.000141548324890507,0.0077496783932873,167,80,355,148,101,175,100,265,66,239,85,264
"Grb10",129.731420498688,0.660724057035869,0.46735784052593,0.00105375348220079,0.032930188924394,92,103,301,111,60,134,53,199,62,214,72,196
"Insyn2b",286.413827507674,0.796258385573544,0.566446378332982,0.000837725181712481,0.0281147078371931,169,130,454,192,146,453,198,732,118,226,188,538
"Ccnjl",3781.07155238565,0.906523746023146,0.247844079782884,3.59345484511521e-06,0.000438088108414074,1754,3275,6868,5243,930,2697,1142,1914,895,9600,3381,10170
"Fabp6",54.4559265437902,1.07057468538779,0.47679025583955,0.000131824864528143,0.00731279255103342,56,15,107,61,18,48,28,85,18,138,33,87
"LOC115485831",298.165531542506,-1.22961882397017,0.243172425235559,3.84311455405903e-08,1.02007935549448e-05,156,306,108,527,487,171,377,179,321,221,603,160
"Flt4",18.6061795382188,-0.843363318738334,0.910898560534556,0.000902132278823155,0.0295114067935144,0,21,23,36,16,4,6,4,20,26,50,24
"Gm46280",77.544555872092,-0.841660079263328,0.299200238558942,3.99503949673164e-05,0.00283972824430392,45,71,57,138,100,47,93,54,79,75,120,69
"LOC118567936",68.6869360707409,-0.773550453355938,0.449886284162723,0.000487100163271937,0.0190915949974752,20,97,82,116,71,33,55,27,40,91,115,94
"Jade2",3937.8845161706,-0.461157768269803,0.249158046830768,0.000737167475371587,0.0257783296360171,2072,3377,3365,5819,5029,3067,5226,4939,4298,3375,4150,3236
"Gm30110",38.9167131819551,-0.668287818474439,0.522778784709196,0.0013410867615265,0.0396632557157251,16,43,40,61,56,25,31,20,46,45,45,42
"Tcf7",970.299497199131,0.619163868765942,0.174497964901102,3.51845849316042e-06,0.00043145354469638,964,635,1137,1023,684,922,675,1631,581,1753,826,1253
